Country Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
CZE,350716000000.0,356890000000.0,354088000000.0,353926000000.0,361932000000.0,381434000000.0,391112000000.0,411328000000.0,424485000000.0,437345000000.0,411988000000.0,388100935760.0,400737502228.3456,409886339404.2187,427179444063.6827,442626252761.02545,456498159522.55597,467919743473.81036,479641133047.82935,498176384993.3296,517427913215.0118,537423397493.29266,558191587266.0234,579762342964.3315,602166678945.8451,625436808087.0283,649606188098.7434,674709569631.6312,700783046240.476,727864106279.3928,755991686802.4536,785206229547.2476,815549739081.8713,847065843198.951,879799855643.5312,913798841265.0198,949111683686.8651,985789155591.2603,1023883991719.9288,1063450964695.9536,1104546963775.6638
DEU,3843450000000.0,3994320000000.0,4011030000000.0,4028580000000.0,4117600000000.0,4179030000000.0,4272220000000.0,4386730000000.0,4434370000000.0,4481170000000.0,4276400000000.0,4081396160000.0,4195144670979.2,4283284660516.473,4399832836129.126,4465434343715.812,4527593189780.335,4582422343308.575,4634387012681.694,4713477461440.12,4793917667797.058,4875730666715.683,4958939886273.853,5043569154373.002,5129642705561.531,5217185187974.645,5306221670392.62,5396777649419.541,5488879056784.535,5582552266767.62,5677824103752.276,5774721849906.913,5873273252997.425,5973506534333.079,6075450396848.008,6179134033320.616,6284587134733.266,6391839898774.624,6500923038487.112,6611867791061.934,6724705926784.196
DJI,3558298198.0,3558298198.0,3558298198.0,3558298198.0,3809568964.0,4102756652.0,4375698707.0,4612122077.0,4999893743.0,5388410350.0,5415352401.0,5469505925.01,5688286162.010401,5858934746.870713,6151881484.21425,6520994373.267105,6912254035.663132,7326989277.80292,7766608634.471096,8306232602.394148,8883349643.608494,9500564776.846413,10160664017.5417,10866626953.480497,11621640194.208323,12429111754.901917,13292686439.632502,14216262293.458168,15204008197.607641,16260382687.17742,17390154076.282505,18598421981.502613,19890640340.777416,21272642031.654633,22750665200.013996,24331381418.11097,26021925799.04132,27829929203.558712,29763552684.62197,31831524325.149506,34043178635.26089
DMA,850790928.6,848888979.6,839899243.3,831500749.5,868485465.2,845113575.3,866718860.9,807786936.2,825673804.7,888188801.7,740705836.9,659250416.016107,683629496.4003826,729890704.4217966,766144375.7104273,801111205.0178511,833716431.0620776,854551004.674319,875820779.1806629,883613832.4738125,891476228.3551645,899408583.8350688,907411521.4140333,915485669.1315755,923631660.6155083,931850135.1316652,940141737.6340668,948507118.8155348,956946935.1587555,965461848.9877982,974052528.5200918,982719647.9188637,991463887.3460457,1000285933.0156509,1009186477.2476242,1018166218.5221736,1027225861.534584,1036366117.2505188,1045587702.961814,1054891342.3427683,1064277765.5069343
DNK,281963000000.0,285732000000.0,286380000000.0,289053000000.0,293733000000.0,300614000000.0,310372000000.0,319130000000.0,325479000000.0,332362000000.0,325508000000.0,318799280120.0,331959314403.3536,339594378634.6307,345367483071.4194,351584097766.70496,357912611526.5057,364355038533.9828,370913429227.5945,380197392361.1612,389713733091.9611,399468267831.2529,409466958575.0692,419715916548.20325,430221405939.40485,440989847730.0682,452027823618.75183,463342080043.92926,474939532307.42883,486827268801.0838,499012555339.175,511502839599.3146,524305755674.4855,537429128739.0179,550880979831.3556,564669530756.5344,578803209111.3705,593290653435.4281,608140718490.9169,623362480674.7446,638965243566.0336
DOM,123927000000.0,127811000000.0,131284000000.0,137684000000.0,147391000000.0,157601000000.0,168096000000.0,175941000000.0,188226000000.0,197735000000.0,184447000000.0,172052161600.0,193150918177.008,203725930947.1992,213838886159.41815,224530830467.38907,235757371990.75854,247545240590.29648,259922502619.8113,275667568138.509,292366406746.06726,310076794201.117,328860006086.64386,348781029815.3484,369908789477.44293,392316384308.8285,416081341604.7201,441285884953.7676,468017218720.727,496367829761.95374,526435807417.61383,558325182887.7432,592146289166.3511,628016142778.892,666058848643.8661,706406029459.3169,749197281099.8445,794580655599.7487,842713173393.359,893761366584.8351,947901855127.078
DZA,394698000000.0,406144000000.0,419953000000.0,431711000000.0,448116000000.0,464697000000.0,479567000000.0,485801000000.0,491145000000.0,496057000000.0,470758000000.0,447690858000.0,465567153959.94,476931648188.1022,488387546377.5804,496616876534.0426,505421893754.9912,513761355001.94855,523070710754.5838,533845967396.1282,544843194324.4884,556066964127.5729,567521943588.6008,579212895626.526,591144681276.4324,603322261710.7268,615750700301.9678,628435164728.1882,641380929121.5889,654593376261.4935,668077999812.4802,681840406608.6173,695886318984.7548,710221577155.8407,724852141645.251,739784095763.1431,755023648135.8638,770577135287.4625,786451024274.3842,802651915374.4364,819186544831.1498
ECU,155229000000.0,167443000000.0,176890000000.0,185640000000.0,192674000000.0,192864000000.0,190499000000.0,195011000000.0,197525000000.0,197549000000.0,182239000000.0,168046226680.0,175162984379.898,180167390843.63168,184986868548.69885,190135053100.40915,195453130535.6276,200919954596.7091,206539685726.77908,207589733489.01404,208645119694.0722,209705871482.5969,210772016133.21445,211843581063.23572,212920593829.36124,214003082128.38974,215091073797.93048,216184596817.11917,217283679307.33743,218388349532.93594,219498635901.9614,220614566966.887,221736171425.34668,222863478120.87317,223996516043.6397,225135314331.2056,226279902269.26547,227430309292.40244,228586564984.84503,229748699081.228,230916741467.357
EGY,855757000000.0,870858000000.0,890245000000.0,909701000000.0,936227000000.0,977159000000.0,1019630000000.0,1062270000000.0,1118720000000.0,1180890000000.0,1223040000000.0,1266702528000.0,1308833054081.28,1385949497627.7493,1455884509278.0454,1535594186161.0186,1624075123167.6165,1718791184350.7517,1820268615874.82,1906432851075.8706,1996675756514.3982,2091190400124.764,2190178988905.0698,2293853301523.8804,2402435141404.815,2516156811258.3535,2635261610076.079,2760004353650.6406,2890651919735.0474,3027483819007.6255,3170792793064.1704,3320885440716.6562,3478082873938.42,3642721404859.169,3815153265279.5825,3995747360244.857,4184890057289.4077,4382986013041.2593,4590459038954.58,4807753008022.534,5035332804410.289
ESP,1738230000000.0,1724070000000.0,1673050000000.0,1649030000000.0,1671850000000.0,1735970000000.0,1788590000000.0,1841780000000.0,1883930000000.0,1923220000000.0,1715070000000.0,1529447973900.0,1607893360481.331,1685602846593.3938,1741480580957.9648,1795414234550.233,1830478674550.999,1862292393914.6953,1892740874555.2007,1946547712137.0557,2001884170497.6877,2058793733696.5957,2117321121958.1223,2177512326813.1477,2239414647239.7915,2303076726831.524,2368548592021.89,2435881691395.888,2505128936118.89,2576344741514.878,2649585069826.6626,2724907474191.695,2802371143868.016,2882036950745.896,2963967497181.7,3048227165191.581,3134882167043.647,3224000597288.3633,3315652486268.0767,3409909855147.705,3506846772509.8438
EST,34639315873.0,37155198683.0,38354642990.0,38914018087.0,40085861825.0,40828660880.0,42117035737.0,44556473263.0,46398357576.0,48298993283.0,46873656514.0,45490414910.27186,49288409651.130455,49386986470.43272,50473500172.782234,52391493179.34796,54277586933.80449,56068747302.62003,57919015963.60649,60123413711.18135,62411710837.028915,64787100551.48624,67252897598.4758,69812542881.07379,72469608263.12746,75227801553.62209,78090971680.75294,81063114062.9224,84148376184.15721,87351063381.72623,90675644854.03473,94126759897.17929,97709224378.86594,101428037458.72557,105288388564.40466,109295664633.16591,113455457629.1042,117773572346.46791,122256034509.97447,126909099183.4241,131739259498.34521
ETH,110341000000.0,122675000000.0,133284000000.0,147388000000.0,162506000000.0,179395000000.0,196318000000.0,215094000000.0,229755000000.0,248972000000.0,264052000000.0,280045629640.0,297590488336.94604,309017963089.0848,326681429859.2569,347474702869.7986,371061285700.60046,396957652829.6454,424704992762.4376,463225735605.9907,505240309825.4541,551065605926.6228,601047256384.1675,655562242538.2114,715021737936.4272,779874209567.2612,850608800375.0118,927759018569.0254,1011906761553.236,1103686704826.1145,1203791088953.843,1312974940721.9565,1432061767845.438,1561949770189.0193,1703618614345.1633,1858136822666.2695,2026669832482.1,2210488786288.2266,2410980119204.569,2629656016016.4233,2868165816669.113
FIN,246042000000.0,252310000000.0,248784000000.0,246541000000.0,245641000000.0,246977000000.0,253920000000.0,262026000000.0,265019000000.0,268254000000.0,260742000000.0,254744934000.0,263148969372.66003,267380404800.17242,272051540472.03146,275879305646.47296,279501600929.61115,283068041357.473,286648852080.6451,291756934624.72217,296956043199.7347,302247799889.55396,307633855683.5858,313115890991.8673,318695616169.34235,324374772049.48,330155130487.4017,336038494912.68713,342026700892.0312,348121616701.9272,354325143911.5555,360639217976.0594,367065808840.39276,373606921553.9285,380264596896.01953,387040912012.7066,393937981064.773,400957955887.3472,408103026661.25977,415375422596.3634,422777412627.0306
FJI,9069261600.0,9314598098.0,9446056361.0,9893253402.0,10447623329.0,10917891687.0,11184905324.0,11783674124.0,12232909139.0,12178403817.0,10264956881.0,8709713263.95969,8362456996.125618,8930602324.442394,9615132992.610903,10234059103.345266,10694080060.040636,11054256676.462805,11431538456.83048,11789780008.990635,12159248134.912384,12540294652.96427,12933282406.798864,13338585610.863129,13756590206.736359,14187694230.635063,14632308192.434706,15090855466.569225,15563772695.180573,16051510203.902143,16554532430.67203,17073318367.98443,17608362019.000328,18160172867.951763,18729276365.287636,19316214428.02302,19921545955.76841,20545847362.930283,21189713127.589794,21853756357.582207,22538609374.31612
FRA,2740760000000.0,2800850000000.0,2809620000000.0,2825820000000.0,2852840000000.0,2884590000000.0,2916190000000.0,2983010000000.0,3038640000000.0,3094650000000.0,2851550000000.0,2623796701500.0,2806885235330.67,2889407661249.392,2928588029135.934,2973746856545.21,3016776973559.419,3059253193347.1357,3102449848437.1973,3153261772054.902,3204905893357.617,3257395842079.0283,3310745471180.5986,3364968860507.5947,3420080320504.9883,3476094395994.2188,3533025870011.812,3590889767710.8657,3649701360326.434,3709476169205.8604,3770229969905.114,3831978796352.2197,3894738945078.8765,3958526979521.3784,4023359734391.9795,4089254320121.8516,4156228127376.807,4224298831646.9844,4293484397911.6987,4363803085380.697,4435273452313.062
FSM,376635383.3,388644684.0,381389388.3,367355144.4,358884758.6,375471995.8,378851921.2,389013434.2,389836795.1,394416594.8,387453504.5,380409599.78819,368057700.0830675,366048105.04061395,376337717.27330565,386792379.059158,391662095.11151284,394920723.74284065,397290248.0852977,404930934.13647413,412718565.8617868,420655969.32044065,428746024.9224113,436991668.4737191,445395892.2418057,453961746.0414,462692338.3412682,471590837.39224744,480660472.3769751,489904534.58172905,499326378.5908048,508929423.50386316,518717154.1766894,528693122.4858154,538860948.6174625,549224322.3812735,559787004.5493101,570552828.2208024,581525700.2131449,592709602.4796441,604108593.5545325
GAB,23412788815.0,25073166049.0,26389777283.0,27877817392.0,29080735300.0,30208747765.0,30840546267.0,30986311651.0,31245951094.0,32471045092.0,31874304912.0,31280167868.44032,31567319809.4726,32431001679.45977,33527818156.259098,34745883789.87599,36074218927.16295,37459468933.966,38891544431.31152,39762792809.661766,40653558894.18381,41564279920.53131,42495402919.31106,43447384935.50947,44420693252.834755,45415805623.08476,46433210500.65311,47473407282.28874,48536906552.22658,49624230332.80956,50735912340.72517,51872498248.98209,53034545954.75579,54222625853.23423,55437321117.59839,56679227985.274826,57948956050.60095,59247128564.04652,60574382738.13829,61931370060.23807,63318756612.32752
GBR,2645460000000.0,2684020000000.0,2723470000000.0,2774950000000.0,2857950000000.0,2932900000000.0,2999290000000.0,3063310000000.0,3113880000000.0,3165940000000.0,2868470000000.0,2602562831000.0,2796219531254.7104,2901049801481.4497,2935775367605.1826,2978344110435.4575,3045118585391.421,3101148767362.623,3147603975897.7153,3212715311743.1353,3279173540681.8535,3347006524544.3984,3416242701511.124,3486911098034.583,3559041341008.5264,3632663670188.629,3707808950870.151,3784508686827.8506,3862795033523.5713,3942700811587.04,4024259520575.5293,4107505353018.155,4192473208750.6885,4279198709546.9053,4367718214052.5923,4458068833028.484,4550288444908.512,4644415711679.889,4740490095091.699,4838551873198.766,4938642157247.755
GEO,36870034736.0,39598417257.0,42120443741.0,43645753625.0,45580100614.0,46957625779.0,48322420425.0,50662483514.0,53116027003.0,55762453627.0,51992666509.0,48477962252.9916,53499794362.77901,55212322780.331566,58414637501.5908,61452198651.67352,64647712981.56055,68009394056.6017,71545882547.545,74493716000.26895,77563006086.91203,80758757063.70499,84086179372.24376,87550698134.73894,91157961999.28645,94913852349.58105,98824492894.08849,102896259650.31071,107135791340.4228,111550000215.2309,116146083324.09883,120931534249.21835,125914155323.35464,131102070350.9875,136503737853.58888,142127964860.63245,147983921268.82022,154081154792.93814,160429606532.71677,167039627181.07776,173921993900.1925
GHA,94866754254.0,108193000000.0,118247000000.0,126894000000.0,130518000000.0,133286000000.0,137782000000.0,148983000000.0,158220000000.0,168516000000.0,169215000000.0,169915550100.0,177108075335.733,186353116868.25827,195886942327.23837,206325757483.8569,217421956721.3387,226331908507.77917,243272851859.58646,256084573329.91974,269571011299.76663,283767699038.85754,298712041141.04,314443412075.6917,331003259929.246,348435215610.1598,366785207805.0533,386101583988.8986,406435237808.08997,427839743172.01526,450371495406.4263,474089859840.5103,499057328219.151,525339683352.4844,553006172436.5597,582129689501.7587,612786967469.6793,645058780324.5026,679030155931.5122,714790600063.4894,752434332225.233
GIN,19067508411.0,20137597609.0,21328794682.0,22170361479.0,22989898168.0,23869473663.0,26452299047.0,29176885980.0,31032095920.0,32784222538.0,35075367591.0,37312123782.27807,38885576042.176735,40736918317.54477,43110658547.908104,45817576798.13125,48157022269.44383,50621698669.19397,53206948820.229706,57139048751.942314,61361738732.80835,65896493948.64035,70766376644.43277,75996153411.20964,81612421140.60484,87643742287.73781,94120790130.2862,101076504762.4946,108546260617.45247,116568046369.60342,125182658132.40985,134433906933.7112,144368841523.9263,155037987650.22748,166495605013.55457,178799963215.26627,192013638096.80087,206203829979.43063,221442705422.5705,237807764238.7093,255382233631.47836
GMB,4208136816.0,3865996599.0,4068635488.0,4185517979.0,4126611731.0,4294072681.0,4377521957.0,4588632823.0,4920615376.0,5223411936.0,5212151511.0,5201622964.94778,5492913850.984856,5800736743.194048,6160556443.374375,6560931006.629275,6943105237.76543,7290260499.653703,7654773524.636388,8026504636.53978,8416287754.699425,8824999520.643139,9253559147.36461,9702930486.67893,10174124196.973032,10668200016.226437,11186269145.414425,11729496747.65404,12299104568.713615,12896373684.779486,13522647383.659746,14179334185.905031,14867911012.640951,15589926507.23682,16347004518.281254,17140847751.698029,17973241600.21599,18846058158.805676,19761260435.113598,20720906764.363583,21727155438.654606
GNB,2660349037.0,2875432397.0,2826185355.0,2918203244.0,2946351087.0,3127082707.0,3322925819.0,3519615667.0,3564798265.0,3725214187.0,3635809047.0,3690346182.7049994,3828734164.556437,3972311695.727304,4151065722.0350323,4358619008.136784,4576549958.543623,4805377456.470804,5045646329.294345,5288725386.854429,5543515021.091528,5810579400.747633,6090509873.958051,6383926277.645854,6691478309.997721,7013846969.060171,7351746060.641614,7705923778.859084,8077164362.829399,8466289833.173068,8874161812.176014,9301683431.639406,9749801332.642067,10219507761.64343,10711842767.568365,11227896504.738739,11768811646.751032,12335785916.644909,12930074738.965195,13552994019.589582,14205923059.47733
GNQ,32774711278.0,34912908412.0,37815173746.0,36252197551.0,36402668207.0,33086370154.0,30169337714.0,28459489607.0,26684599028.0,25089143689.0,23861442452.0,22693902072.82364,21892580390.632236,23233938791.16627,22568286444.79936,19972256455.05409,19470553372.90313,18586784955.307056,18404448594.895496,17086321986.529081,15862599605.853868,14726520222.082615,13671806843.777058,12692632037.625744,11783585731.090988,10939645321.03025,10156147923.138063,9428764608.882915,8753476487.59472,8126552501.553186,7544528811.391947,7004189657.920055,6502549594.619821,6036836992.653149,5604478727.23933,5203085960.79445,4830440944.2823515,4484484763.852849,4163305965.0657077,3865129991.8477015,3588309381.831569
GRC,374714000000.0,336683000000.0,312823000000.0,304953000000.0,306403000000.0,305802000000.0,304313000000.0,307636000000.0,312769000000.0,318410000000.0,289692000000.0,263564678520.0,285535430121.42725,295623396867.6173,303206136997.27167,309273291798.5871,314221664467.3645,318620767769.9076,322447403190.8242,324950239934.3914,327472503696.7622,330014345270.4565,332575916618.4458,335157370883.2382,337758862396.03394,340380546685.95197,343022580489.32837,345685121759.08655,348368329674.1806,351072364649.11163,353797388343.51807,356543563671.84045,359311054813.0613,362100027220.52026,364910647631.80597,367743084078.72406,370597505897.34314,373474083738.11835,376372989576.0936,379294396721.1833,382238479828.53314
GRD,1424800801.0,1435700197.0,1419115796.0,1452485151.0,1559156772.0,1659615484.0,1721679317.0,1798099078.0,1875406647.0,1889201814.0,1630235117.0,1405963671.95431,1484697637.5837514,1538295222.300525,1593643084.3988976,1656560113.370966,1714589414.1423507,1768821877.3116734,1819215612.5962827,1890754447.3460188,1965106475.2334535,2042382322.2655337,2122696964.7063034,2206169900.146414,2292925325.2997713,2383092320.791859,2476805043.214678,2574202924.7340517,2675430880.5462933,2780639524.4928956,2889985393.154054,3003631178.754444,3121745971.2277837,3244505509.800345,3372092444.4677334,3504696607.753982,3642515297.1572995,3785753568.702713,3934624542.0383782,4089349717.5294952,4250159305.8216248
GTM,104609000000.0,108965000000.0,112206000000.0,116352000000.0,121523000000.0,126495000000.0,129883000000.0,133883000000.0,138331000000.0,143680000000.0,141497000000.0,139347660570.0,150495473415.6,156446064434.45282,162100025203.11395,167841608095.80826,173717742795.2425,179801338147.9319,186099779023.2539,192441687292.80835,198999715112.37268,205781227403.97214,212793840071.4447,220045428553.3994,227544136667.64218,235298385757.0021,243316884146.82922,251608636924.78488,260182956053.9077,269049470830.3128,278218138697.26825,287699256427.79376,297503471688.34015,307641794996.5354,318125612086.42737,328966696695.10864,340177223785.0846,351769783217.2327,363757393889.7096,376153518358.68317,388972077957.31036
GUY,7336056919.0,7727756738.0,8143790064.0,8441323822.0,8583646883.0,8642661275.0,8971766802.0,9306806134.0,9720122660.0,10240404611.0,14692887062.0,21081354356.557602,25282446652.7324,37220565137.686104,50057193642.37129,51833222872.80262,53762973760.35706,55766719792.40556,57856856450.22492,59942248984.11683,62102807406.500336,64341240996.66023,66660356687.14385,69063062583.57526,71552371611.33765,74131405293.6967,76803397666.1027,79571699331.57971,82439781662.28717,85411241152.52264,88489803928.62416,91679330421.42749,94983820207.13742,98407417022.68347,101954413961.84908,105629258858.68996,109436559864.99257,113381091228.76636,117467799281.016,121701808638.30095,126088428628.85986
HKG,360770000000.0,378140000000.0,384569000000.0,396497000000.0,407450000000.0,417179000000.0,426229000000.0,442388000000.0,454980000000.0,447337000000.0,420133000000.0,392836958990.0,418049235017.97815,419984802976.1113,440568258169.9705,453172916036.2134,465775654831.18054,478617089634.8762,492252890518.5738,501633261600.2957,511192385033.35095,520933667122.54645,530860579083.23364,540976658278.2437,551285509478.3939,561790806147.0142,572496291748.9517,583405781084.5197,594523161648.8662,605852395017.247,617397518256.6956,629162645364.5951,641151968734.6628,653369760650.8706,665820374809.8336,678508247872.2098,691437901043.6626,704613941685.9506,718041064958.718,731724055492.5713,745667789094.0377
HND,40480895062.0,42033616973.0,43769053768.0,44990893059.0,46366750814.0,48147271125.0,50021631004.0,52444135530.0,54460609798.0,55905485859.0,50893693122.0,46331073533.6127,52122457725.314285,54103111118.87623,56018361252.48445,58057429602.07488,60228777469.19249,62601791301.47868,65068301878.75695,67550527458.827774,70127444980.32713,72802666751.43666,75579942882.67047,78463166543.75859,81456379421.0699,84563777383.22488,87789716362.84015,91138718462.64978,94615478294.56296,98224869560.54395,101971951884.53958,105861977905.031,109900400638.15213,114092881121.69637,118445296350.72685,122963747515.91438,127654568556.15149,132524335037.43156,137579873370.4395,142828270379.77505,148276883238.22272
HRV,105238000000.0,105149000000.0,102756000000.0,102383000000.0,102028000000.0,104605000000.0,108300000000.0,111998000000.0,115246000000.0,119259000000.0,109599000000.0,100721481000.0,111245868549.69,114249507000.53162,118819487280.55289,122384071898.96948,126055594055.93857,129837261877.61673,133732379733.94524,137972766030.5492,142347606495.84586,146861164402.61615,151517838203.49432,156322165817.25073,161278829050.98413,166392658162.53275,171668636567.55035,177111905695.83426,182727770001.6378,188521702132.84973,194499348264.07816,200666533598.83557,207029268046.18747,213593752077.396,220366382768.26608,227353760033.08228,234562693056.21127,242000206927.63763,249673549488.8992,257590198396.09323,265757868406.83658
HTI,28862071789.0,30333521842.0,30485924858.0,31804375293.0,32352226522.0,33181255185.0,33782654843.0,34630691148.0,35208265608.0,34615148898.0,33457835490.0,32339340049.5693,31757878715.478046,31853152351.624477,32299096484.547222,32815882028.299976,33373752022.781075,33941105807.16835,34518104605.890205,34992245290.756714,35472898772.07055,35960154509.60371,36454103191.947624,36954836753.39221,37462448391.036804,37977032582.136086,38498685101.6843,39027503040.241035,39563584822.001785,40107030223.1168,40657940390.26153,41216417859.46216,41782566575.179726,42356491909.656395,42938300682.527435,43528101180.70263,44126003178.52076,44732117958.180916,45346558330.45449,45969438655.68161,46600874865.05605
HUN,244861000000.0,249416000000.0,246279000000.0,250727000000.0,261317000000.0,270995000000.0,276935000000.0,288756000000.0,304232000000.0,318087000000.0,303214000000.0,289035713360.0,309626617579.7664,321175690415.49176,332866485546.61566,345016112269.06714,356401643973.94635,366737291649.19073,376639198523.7189,391933763097.37006,407849409349.228,424411358164.0815,441645854596.4085,459580209459.85944,478242842605.6054,497663327958.13385,517872440379.8577,538902204438.803,560785945156.6539,583558340817.5753,607255477921.4954,631914908368.9314,657575708967.9769,684278543357.7485,712065726446.4199,740981291465.9562,771071059749.8057,802382713344.1257,834965870567.604,868872164639.6133,904155325501.2987
IDN,2004020000000.0,2127660000000.0,2255960000000.0,2381330000000.0,2500550000000.0,2622490000000.0,2754480000000.0,2894130000000.0,3043880000000.0,3196620000000.0,3130470000000.0,3065825794500.0,3178985424574.995,3350936746190.2563,3552026460329.1333,3756765265502.5044,3960006266366.19,4168738196666.352,4384553773107.7695,4605289748261.106,4837138455347.563,5080659353743.581,5336440068248.447,5605097807044.347,5887280851042.187,6183670118207.054,6494980806638.069,6821964120367.456,7165409082043.235,7526144436869.619,7905040652399.383,8303012019003.777,8721018856088.503,9160069829379.422,9621224384869.7,10105595305301.578,10614351395351.68,11148720301999.264,11709991476883.113,12299519287795.316,12918726286820.084
IND,5227160000000.0,5501130000000.0,5801290000000.0,6171770000000.0,6629110000000.0,7159190000000.0,7750270000000.0,8276930000000.0,8817670000000.0,9174040000000.0,8508760000000.0,7947522190400.0,8658666475996.992,9364607553785.027,10010203598542.967,10709816728045.135,11463680727532.23,12213176173498.287,12966484879879.66,13828470861724.3,14747759947670.01,15728161533471.217,16773738255893.316,17888822827668.594,19078035991606.348,20346305668256.355,21698887376470.703,23141386011483.723,24679779070755.137,26320441423820.797,28070171728793.56,29936220604980.297,31926320678358.18,34048718624414.074,36312209341127.875,38726172393707.375,41300610882096.26,44046192892316.26,46974295703411.66,50097052933183.055,53427404818075.2
IRL,241532000000.0,244113000000.0,243985000000.0,247077000000.0,268606000000.0,336231000000.0,343098000000.0,373771000000.0,407523000000.0,427561000000.0,452645000000.0,479201682150.0,543793276886.9985,572070527285.1224,600668332944.1057,624935333595.0476,643758385842.9304,663219201846.9622,683314743662.925,751791080754.874,827129568539.4814,910017876861.96,1001212588338.0507,1101546104240.5833,1211934242438.7405,1333384596742.0115,1467005733950.722,1614017312561.3916,1775761215487.7937,1953713798414.2563,2149499365580.9458,2364904996004.5435,2601896855464.151,2862638143143.9243,3149508836744.663,3465127416292.519,3812374764934.025,4194420464877.5933,4614751728503.906,5077205228720.739,5586002119101.302
IRN,1018340000000.0,1045290000000.0,967469000000.0,965591000000.0,1010040000000.0,996703000000.0,1130220000000.0,1172670000000.0,1102000000000.0,1027240000000.0,1062040000000.0,1080753144800.0,1124102153437.928,1158286099923.9753,1181695062003.439,1205588936157.1484,1229978000335.6074,1254872755062.4001,1280283928352.4138,1297068450653.114,1314073018041.1763,1331300515307.696,1348753865063.38,1366436028234.3608,1384350004564.5132,1402498833124.354,1420885592826.6143,1439513402948.571,1458385423661.2268,1477504856565.4255,1496874945234.9983,1516498975767.029,1536380277339.3347,1556522222775.2534,1576928229115.837,1597601758199.5454,1618546317249.5413,1639765459468.6826,1661262784642.317,1683041939748.9775,1705106619579.0867
IRQ,255694000000.0,274990000000.0,313313000000.0,337215000000.0,337879000000.0,353837000000.0,402621000000.0,395295000000.0,405706000000.0,429875000000.0,362501000000.0,305584717990.0,323727282697.0663,354562306373.96185,374846815921.6162,384971428419.65906,394988384987.13855,405269932648.35376,415908268380.3731,436579741135.41437,458278627429.3267,481055991769.8191,504965436672.7626,530063228806.27216,556408431404.4015,584063043262.063,613092144638.274,643564050411.0854,675550470844.6172,709126680346.5363,744371694613.1198,781368456578.781,820204031607.6595,860969812386.6234,903761734001.8633,948680499705.2238,995831817901.5728,1045326650914.9166,1097281476118.6897,1151818560044.7407,1209066246116.0842
ISL,15093469851.0,15372061971.0,15535564850.0,16242815275.0,16516866493.0,17249664317.0,18337029182.0,19106258173.0,20040970854.0,20528933022.0,19193749232.0,17836559223.80528,18612092818.85633,19217730319.181915,19664350371.7997,20124889457.50725,20589975652.870243,21059632997.512215,21543793960.125023,22502406616.174747,23503673700.96806,24549493165.966335,25641847413.879177,26782807056.407146,27974534839.18904,29219289741.3936,30519431257.726654,31877423870.970463,33295841723.53317,34777373496.8635,36324827507.97994,37941137032.775024,39629365866.18539,41392714129.76717,43234524337.685295,45158287732.614944,47167650903.565384,49266422698.17043,51458581442.548225,53748282482.415855,56139866059.75343
ISR,258167000000.0,272477000000.0,280169000000.0,293553000000.0,305661000000.0,312629000000.0,326581000000.0,340876000000.0,354454000000.0,367830000000.0,359909000000.0,352160159230.0,380995033067.7524,399900006608.5743,413940495840.6013,428403576765.2719,443371997737.4505,458934354858.035,475065897431.2949,493001535322.9161,511614315287.4975,530929802146.8617,550974525897.1144,571776018147.8341,593362849936.9874,615764670973.5085,639012250361.4424,663137518861.5884,688173612748.6888,714154919324.4028,741117124148.5764,769097260053.6818,798133758009.7485,828266499909.6487,859536873347.2377,891987828463.5894,925663936939.4038,960611453214.6141,996878378019.2787,1034514524303.0186,1073571585653.5548
ITA,2529030000000.0,2546920000000.0,2471000000000.0,2425510000000.0,2425400000000.0,2444270000000.0,2475890000000.0,2517180000000.0,2540490000000.0,2550910000000.0,2322900000000.0,2113235046000.0,2253469323652.56,2304713216072.4194,2343040596855.7036,2372328604316.4,2399610383266.0386,2423606487098.699,2435724519534.1924,2460885553820.9805,2486306501591.951,2511990047753.396,2537938904946.6885,2564155813834.7876,2590643543391.7007,2617404891194.937,2644442683720.9805,2671759776643.818,2699359055136.5483,2727243434176.109,2755415858851.148,2783879304673.08,2812636777890.353,2841691315805.9604,2871045987098.236,2900703892144.9604,2930668163350.818,2960941965478.2314,2991528495981.6216,3022430985345.112,3053652697423.7266
JAM,26518866158.0,26977742325.0,26812197175.0,26951000170.0,27136914194.0,27386977365.0,27763609394.0,28040446747.0,28570389790.0,28825320994.0,25942788894.0,23335798038.041943,24353938906.441715,24954994118.6527,25785246772.98027,26215860394.08904,26700329494.171806,27191348553.569622,27626410130.426735,27949252359.210903,28275867322.280643,28606299107.80882,28940592319.182674,29278792081.024647,29620944045.283504,29967094397.39669,30317289862.52467,30671577711.858135,31030005768.998913,31392622416.415436,31759476601.97367,32130617845.54434,32506096245.68737,32885962486.414474,33270267844.030716,33659064194.05606,34052404018.227802,34450340411.584816,34852927089.6346,35260218395.60407,35672269307.77511
