disease,Country Code,scenario,ConsiderTC,ConsiderMB,informal,discount,GDPloss,tax,pc_loss
Diabetes mellitus,FRA,lower,0,1,0.0,0.0,45.8794354404917,0.0004210506311499,685.4064001671047
Diabetes mellitus,GAB,lower,0,1,0.0,0.0,0.7955656479362526,0.0005592012669632,264.3861175453039
Diabetes mellitus,GBR,lower,0,1,0.0,0.0,136.38400140901803,0.001188537063624,1911.326811613873
Diabetes mellitus,GEO,lower,0,1,0.0,0.0,1.6999640062336578,0.0005447965003868,451.2531487625212
Diabetes mellitus,GHA,lower,0,1,0.0,0.0,9.75303058271753,0.0008148504347043,235.51519881604767
Diabetes mellitus,GIN,lower,0,1,0.0,0.0,1.7142749751524655,0.0005146704612053,88.86427095533925
Diabetes mellitus,GMB,lower,0,1,0.0,0.0,0.1487525783471536,0.0004130052048265,41.25270951474704
Diabetes mellitus,GNB,lower,0,1,0.0,0.0,0.1540397396562514,0.0006489527533194,56.25109667340804
Diabetes mellitus,GRC,lower,0,1,0.0,0.0,4.569867115292358,0.0004366799508774,470.227152289017
Diabetes mellitus,GTM,lower,0,1,0.0,0.0,9.117939923247864,0.0011976182881584,402.5825214373049
Diabetes mellitus,HND,lower,0,1,0.0,0.0,2.8496138714292525,0.0010288016858884,236.5792367296391
Diabetes mellitus,HRV,lower,0,1,0.0,0.0,4.431390309234558,0.0008263724619146,1182.33165902186
Diabetes mellitus,HUN,lower,0,1,0.0,0.0,20.634403104868717,0.0012491558982284,2266.004602001267
Diabetes mellitus,IDN,lower,0,1,0.0,0.0,367.53515092257567,0.0017451840325271,1196.8954466530115
Diabetes mellitus,IND,lower,0,1,0.0,0.0,782.9982892760547,0.001056763310062,509.3230838636188
Diabetes mellitus,IRL,lower,0,1,0.0,0.0,45.2903249072674,0.0007664705714342,8458.460946994355
Diabetes mellitus,IRQ,lower,0,1,0.0,0.0,11.068333815751526,0.0005513823940029,199.61250280017617
Diabetes mellitus,ISL,lower,0,1,0.0,0.0,0.8566242274969406,0.000865321961777,2354.3334547119434
Diabetes mellitus,ISR,lower,0,1,0.0,0.0,20.50407700443799,0.0010168674809956,1922.237359276248
Diabetes mellitus,ITA,lower,0,1,0.0,0.0,56.95911518672583,0.0006996974094325,983.2860803887264
Diabetes mellitus,JAM,lower,0,1,0.0,0.0,1.9014729660450287,0.002047552095313,629.0581513244089
Diabetes mellitus,JOR,lower,0,1,0.0,0.0,1.9929628703526,0.0004554435029551,175.3957104794356
Diabetes mellitus,JPN,lower,0,1,0.0,0.0,148.23785392426564,0.0008513395697716,1268.9385604554582
Diabetes mellitus,KAZ,lower,0,1,0.0,0.0,15.518992407016723,0.0006702973969877,722.1636779728273
Diabetes mellitus,KEN,lower,0,1,0.0,0.0,6.80338322177591,0.0004277204367566,93.35673612968635
Diabetes mellitus,KGZ,lower,0,1,0.0,0.0,1.3003178847742882,0.0008004238370514,165.3002558685911
Diabetes mellitus,KHM,lower,0,1,0.0,0.0,5.881170312779549,0.0009876879746947,300.7091698802402
Diabetes mellitus,KOR,lower,0,1,0.0,0.0,98.24327123119312,0.00096011720942,1961.9420840851192
Diabetes mellitus,KWT,lower,0,1,0.0,0.0,3.946055567253876,0.0005939480645897,802.2093319586779
Diabetes mellitus,LAO,lower,0,1,0.0,0.0,4.067585301269485,0.0009984282319031,476.3879994539803
Diabetes mellitus,LBN,lower,0,1,0.0,0.0,0.2721232246845398,0.0005182723548243,42.530244838377456
Diabetes mellitus,LKA,lower,0,1,0.0,0.0,30.516019412813783,0.0022195905025423,1388.9025497708883
Diabetes mellitus,LSO,lower,0,1,0.0,0.0,0.1786610263741369,0.0011304975337097,74.06745436875384
Diabetes mellitus,LTU,lower,0,1,0.0,0.0,3.232075777080521,0.0006140662900736,1350.4893945423505
Diabetes mellitus,LUX,lower,0,1,0.0,0.0,1.611189864010086,0.0004848137710427,2253.0888428840863
Diabetes mellitus,LVA,lower,0,1,0.0,0.0,2.6772411966160963,0.0009746680939984,1612.6429104626916
Diabetes mellitus,MAR,lower,0,1,0.0,0.0,6.946802481144806,0.000552589484603,164.6766627006216
Diabetes mellitus,MDA,lower,0,1,0.0,0.0,1.302730659335697,0.000759021032346,347.8378847253516
Diabetes mellitus,MDG,lower,0,1,0.0,0.0,1.0999655880547483,0.0004982516239148,27.31554270881279
Diabetes mellitus,MDV,lower,0,1,0.0,0.0,0.3307389056655483,0.0006794897788485,605.4707154601125
Diabetes mellitus,MEX,lower,0,1,0.0,0.0,150.68598074513403,0.0016625136170281,1043.3887356534867
Diabetes mellitus,MKD,lower,0,1,0.0,0.0,1.8770464579980128,0.0012214432563319,939.4513463194056
Diabetes mellitus,MLI,lower,0,1,0.0,0.0,1.0457706516590728,0.0003485182271914,33.50232531709808
Diabetes mellitus,MLT,lower,0,1,0.0,0.0,1.6249277357342262,0.0010176364668326,3679.7268610136593
Diabetes mellitus,MNG,lower,0,1,0.0,0.0,0.799736482873436,0.0003440799643764,205.40198619305573
Diabetes mellitus,MOZ,lower,0,1,0.0,0.0,1.4357059899683915,0.0005489230311011,30.338949836970883
Diabetes mellitus,MRT,lower,0,1,0.0,0.0,0.4064715811155243,0.0002671376259918,60.325266160101926
Diabetes mellitus,MUS,lower,0,1,0.0,0.0,2.5360845308877527,0.002169942606773,2027.546553861379
Diabetes mellitus,MYS,lower,0,1,0.0,0.0,36.03477229811499,0.0006848283862443,969.8955083539144
Diabetes mellitus,NAM,lower,0,1,0.0,0.0,0.3299301442566833,0.0004229170341539,101.31962499241736
Diabetes mellitus,NER,lower,0,1,0.0,0.0,0.7539501411143952,0.0002903946682928,17.67496879920184
Diabetes mellitus,NGA,lower,0,1,0.0,0.0,9.478576279993774,0.0002305618537737,31.78867770245859
Diabetes mellitus,NLD,lower,0,1,0.0,0.0,29.51341764212012,0.0007414440481578,1699.2934331524068
Diabetes mellitus,NOR,lower,0,1,0.0,0.0,10.841998742220705,0.0007860060336342,1790.5170508880667
Diabetes mellitus,NPL,lower,0,1,0.0,0.0,5.364782578230469,0.00069743987313,159.56888911599285
Diabetes mellitus,NZL,lower,0,1,0.0,0.0,8.919931757029419,0.0008317499723826,1689.931316025514
Diabetes mellitus,OMN,lower,0,1,0.0,0.0,7.02544063857489,0.0010838294356125,1144.4585753857705
Diabetes mellitus,PAK,lower,0,1,0.0,0.0,72.90204745229833,0.0011632572055659,258.77515596484733
Diabetes mellitus,PAN,lower,0,1,0.0,0.0,7.539919633157852,0.001156535713827,1461.9068029163657
Diabetes mellitus,PER,lower,0,1,0.0,0.0,7.277042446069458,0.0004059804015056,196.02860531883044
Diabetes mellitus,PHL,lower,0,1,0.0,0.0,65.6621398151344,0.0009540175860576,509.2862155398277
Diabetes mellitus,POL,lower,0,1,0.0,0.0,87.54284964787011,0.0012492395356394,2434.1646612642203
Diabetes mellitus,PRT,lower,0,1,0.0,0.0,7.792671097221924,0.000560505617726,802.6285296269841
Diabetes mellitus,PRY,lower,0,1,0.0,0.0,4.225209597721222,0.0009795828103993,512.9974957108345
Diabetes mellitus,QAT,lower,0,1,0.0,0.0,5.157924757564026,0.0005208394200936,1496.2678567257926
Diabetes mellitus,ROU,lower,0,1,0.0,0.0,-14224.923594644575,-0.4396744851682445,-799728.2645484476
Diabetes mellitus,RUS,lower,0,1,0.0,0.0,59.35847609167676,0.0004781780481652,420.5383157949087
Diabetes mellitus,RWA,lower,0,1,0.0,0.0,1.6763991259368591,0.0006248883105304,93.3667744964374
Diabetes mellitus,SAU,lower,0,1,0.0,0.0,33.217668417537844,0.000508202547231,818.730994302508
Diabetes mellitus,SDN,lower,0,1,0.0,0.0,3.2121025136843877,0.0004462092979435,51.94113354500658
Diabetes mellitus,SEN,lower,0,1,0.0,0.0,2.1526129876180344,0.0004524616913835,87.85891303465344
Diabetes mellitus,SGP,lower,0,1,0.0,0.0,16.80065376410553,0.0006439965716352,2671.026904067911
Diabetes mellitus,SLE,lower,0,1,0.0,0.0,0.1253416314656315,0.0002539355560396,11.953943228552284
Diabetes mellitus,SLV,lower,0,1,0.0,0.0,2.915028063261757,0.0012910452584747,427.8184783606155
Diabetes mellitus,SRB,lower,0,1,0.0,0.0,10.410844925258347,0.0015420614222921,1309.4963956938586
Diabetes mellitus,SUR,lower,0,1,0.0,0.0,0.3957757420093193,0.0014956216587101,614.5368425536573
Diabetes mellitus,SVK,lower,0,1,0.0,0.0,10.688047030511443,0.0013118476073289,2022.191619169609
Diabetes mellitus,SVN,lower,0,1,0.0,0.0,2.8498202730603333,0.000708049912472,1407.1674122873696
Diabetes mellitus,SWE,lower,0,1,0.0,0.0,14.200453686316711,0.0006025539632306,1315.062821820515
Diabetes mellitus,SWZ,lower,0,1,0.0,0.0,0.3116045319817333,0.0007651891143691,220.6237669988209
Diabetes mellitus,TGO,lower,0,1,0.0,0.0,0.7659636022420959,0.0005833536695839,65.499751514764
Diabetes mellitus,THA,lower,0,1,0.0,0.0,35.341271905434084,0.0006073496493592,510.86005019376137
Diabetes mellitus,TJK,lower,0,1,0.0,0.0,3.5410300151245804,0.001192986925886,277.48975355155045
Diabetes mellitus,TUN,lower,0,1,0.0,0.0,2.878180360454361,0.000632923753995,221.57549399688605
Diabetes mellitus,TUR,lower,0,1,0.0,0.0,62.032005844121095,0.0004290812365863,678.4429946309891
Diabetes mellitus,TZA,lower,0,1,0.0,0.0,9.431011255609985,0.0006969209226706,102.63039467212708
Diabetes mellitus,UGA,lower,0,1,0.0,0.0,4.9492621807356105,0.0006467607181319,73.73020070029688
Diabetes mellitus,UKR,lower,0,1,0.0,0.0,0.7918442715628738,0.0002402227116449,20.068610701477105
Diabetes mellitus,URY,lower,0,1,0.0,0.0,1.0838788555061034,0.0003838039863508,302.2752091276194
Diabetes mellitus,USA,lower,0,1,0.0,0.0,1484.2512069948557,0.0017277031161085,4154.192880214681
Diabetes mellitus,UZB,lower,0,1,0.0,0.0,32.69399541530908,0.001719099893452,842.4253232533621
Diabetes mellitus,VNM,lower,0,1,0.0,0.0,84.04381692508495,0.0011294159263291,798.2909392697377
Diabetes mellitus,ZAF,lower,0,1,0.0,0.0,22.295381444623168,0.0008362711158676,326.3028482330693
Diabetes mellitus,ZMB,lower,0,1,0.0,0.0,2.180624265709091,0.0007089543223062,77.64563693996737
Diabetes mellitus,ZWE,lower,0,1,0.0,0.0,1.0725084047060012,0.0005346163774013,55.63980666762678
Diabetes mellitus,AGO,upper,0,1,0.0,0.0,11.06394268475992,0.0016798547770764,208.38209662473835
Diabetes mellitus,ALB,upper,0,1,0.0,0.0,2.9763743581893616,0.0015935949862028,1104.6622001957053
Diabetes mellitus,ARG,upper,0,1,0.0,0.0,40.72694550751465,0.0013276063098655,806.5199275882737
Diabetes mellitus,ARM,upper,0,1,0.0,0.0,5.028455896803261,0.0023244511577675,1719.7535428848964
Diabetes mellitus,ATG,upper,0,1,0.0,0.0,,,
Diabetes mellitus,AUS,upper,0,1,0.0,0.0,82.12182301818042,0.0014569958253581,2801.259306706632
Diabetes mellitus,AUT,upper,0,1,0.0,0.0,21.23183925302649,0.0011570450326329,2317.8564571842835
Diabetes mellitus,AZE,upper,0,1,0.0,0.0,11.156386204347168,0.0021890449263935,1031.1340331441552
Diabetes mellitus,BDI,upper,0,1,0.0,0.0,0.3526201075969524,0.0010273830537269,19.39666540481588
Diabetes mellitus,BEL,upper,0,1,0.0,0.0,31.38581893361993,0.001435327192563,2619.02325379318
Diabetes mellitus,BEN,upper,0,1,0.0,0.0,4.036366790817192,0.0013562098731265,226.0573931031252
Diabetes mellitus,BFA,upper,0,1,0.0,0.0,5.948044869079895,0.0017350707679226,188.89995986175236
Diabetes mellitus,BGD,upper,0,1,0.0,0.0,149.73875923751356,0.0018461719411927,821.3775577430904
Diabetes mellitus,BGR,upper,0,1,0.0,0.0,29.551765067625,0.0038881834282375,4804.081065497506
Diabetes mellitus,BHR,upper,0,1,0.0,0.0,5.022020858117226,0.0015569483302834,2415.535754979002
Diabetes mellitus,BHS,upper,0,1,0.0,0.0,1.941126772709982,0.0043606580947932,4454.878447677156
Diabetes mellitus,BIH,upper,0,1,0.0,0.0,8.421126021598793,0.0036335556772228,2794.871394111562
Diabetes mellitus,BLR,upper,0,1,0.0,0.0,4.877082304711517,0.000871688743045,536.7558016929733
Diabetes mellitus,BLZ,upper,0,1,0.0,0.0,0.4493288087287109,0.004833918953791,910.7047131790684
Diabetes mellitus,BOL,upper,0,1,0.0,0.0,12.619730951840042,0.0026613988984685,908.3267179160688
Diabetes mellitus,BRA,upper,0,1,0.0,0.0,114.1308163072295,0.0011740076690955,507.4924327386344
Diabetes mellitus,BRB,upper,0,1,0.0,0.0,0.8843566859139776,0.0067701531504482,3087.994452697724
Diabetes mellitus,BRN,upper,0,1,0.0,0.0,4.714245952519474,0.0046427619319261,9908.305095120346
Diabetes mellitus,BTN,upper,0,1,0.0,0.0,1.42141678592167,0.0026137881952638,1659.0750603515537
Diabetes mellitus,BWA,upper,0,1,0.0,0.0,2.69883952642395,0.0015726081608227,911.5762910386256
Diabetes mellitus,CAN,upper,0,1,0.0,0.0,110.58074221449414,0.0015606200634347,2630.93054887246
Diabetes mellitus,CHE,upper,0,1,0.0,0.0,48.099554846089966,0.0020254273479517,5154.820224244634
Diabetes mellitus,CHL,upper,0,1,0.0,0.0,30.474172866813355,0.0016205350600068,1539.256685047016
Diabetes mellitus,CHN,upper,0,1,0.0,0.0,1993.658569051215,0.0014397259457015,1377.815582421989
Diabetes mellitus,CIV,upper,0,1,0.0,0.0,14.78786705314798,0.0011239353255258,387.6273867456038
Diabetes mellitus,CMR,upper,0,1,0.0,0.0,8.930280340855148,0.001496575325934,234.85491846964507
Diabetes mellitus,COD,upper,0,1,0.0,0.0,13.967601124329695,0.0019859229414996,100.4507021500329
Diabetes mellitus,COG,upper,0,1,0.0,0.0,0.8649672879890384,0.0019597833105211,108.70290768131008
Diabetes mellitus,COL,upper,0,1,0.0,0.0,82.19201680909033,0.0025074455459533,1519.3735753855192
Diabetes mellitus,COM,upper,0,1,0.0,0.0,0.213126088644196,0.0016415836196687,182.71087019888068
Diabetes mellitus,CPV,upper,0,1,0.0,0.0,0.2695104048663511,0.0015099764466295,429.4924489643349
Diabetes mellitus,CRI,upper,0,1,0.0,0.0,14.520195970513672,0.0027977031037897,2621.01278141028
Diabetes mellitus,CYP,upper,0,1,0.0,0.0,2.4494647545692976,0.0011827708003134,1892.118487591338
Diabetes mellitus,CZE,upper,0,1,0.0,0.0,98.84439795706037,0.0047796356933683,9263.230412337713
Diabetes mellitus,DEU,upper,0,1,0.0,0.0,586.6398070479355,0.0035766222437263,7118.432108253583
Diabetes mellitus,DJI,upper,0,1,0.0,0.0,0.954057342781887,0.0020669545526624,822.5257165321487
Diabetes mellitus,DNK,upper,0,1,0.0,0.0,20.76403152784308,0.0014743760516414,3427.777183846756
Diabetes mellitus,DOM,upper,0,1,0.0,0.0,60.29331493315176,0.0043127516527397,5016.309477696605
Diabetes mellitus,ECU,upper,0,1,0.0,0.0,10.120750858368744,0.0015563478405539,488.8000668998665
Diabetes mellitus,ESP,upper,0,1,0.0,0.0,117.26222328950196,0.0015834849039828,2572.021772713529
Diabetes mellitus,EST,upper,0,1,0.0,0.0,5.813552448428223,0.0023483734604629,4658.687910529135
Diabetes mellitus,ETH,upper,0,1,0.0,0.0,34.587630762576566,0.001067483947664,215.90691907581956
Diabetes mellitus,FIN,upper,0,1,0.0,0.0,18.708149347248323,0.0018308326789551,3369.9554206496646
Diabetes mellitus,FJI,upper,0,1,0.0,0.0,3.984921285563368,0.0087613024075084,4014.618193362547
Diabetes mellitus,FRA,upper,0,1,0.0,0.0,100.04768659009034,0.0009181704434546,1494.6418597435477
Diabetes mellitus,GAB,upper,0,1,0.0,0.0,2.209050404416542,0.0015527364563061,734.1220192206832
Diabetes mellitus,GBR,upper,0,1,0.0,0.0,280.95848119049367,0.0024484511730446,3937.437474350232
Diabetes mellitus,GEO,upper,0,1,0.0,0.0,3.850384185933724,0.0012339530848592,1022.0792801945904
Diabetes mellitus,GHA,upper,0,1,0.0,0.0,26.793283776738956,0.0022385369088578,647.0015142570396
Diabetes mellitus,GIN,upper,0,1,0.0,0.0,4.761886941659088,0.001429643775937,246.84581970558685
Diabetes mellitus,GMB,upper,0,1,0.0,0.0,0.4307543610065364,0.0011959711560914,119.45866568673932
Diabetes mellitus,GNB,upper,0,1,0.0,0.0,0.4075680930578656,0.0017170402699024,148.83271196611727
Diabetes mellitus,GRC,upper,0,1,0.0,0.0,10.813665445317628,0.0010333147061682,1112.697367313392
Diabetes mellitus,GTM,upper,0,1,0.0,0.0,22.535398380023835,0.0029599674332181,995.0007981838648
Diabetes mellitus,HND,upper,0,1,0.0,0.0,7.06371920214637,0.0025502283999501,586.4406101020668
Diabetes mellitus,HRV,upper,0,1,0.0,0.0,10.92147497421556,0.0020366534049989,2913.94003329408
Diabetes mellitus,HUN,upper,0,1,0.0,0.0,47.80088516328217,0.0028937477541168,5249.341364964123
Diabetes mellitus,IDN,upper,0,1,0.0,0.0,792.6287906158316,0.003763675680086,2581.2328099578763
Diabetes mellitus,IND,upper,0,1,0.0,0.0,1696.4740960935935,0.0022896238801236,1103.5189094934317
Diabetes mellitus,IRL,upper,0,1,0.0,0.0,103.30582569397296,0.0017482955888321,19293.486942710424
Diabetes mellitus,IRQ,upper,0,1,0.0,0.0,27.051763475145503,0.0013476162135353,487.8665842863849
Diabetes mellitus,ISL,upper,0,1,0.0,0.0,1.917588137640572,0.0019370583692129,5270.271094243703
Diabetes mellitus,ISR,upper,0,1,0.0,0.0,42.28993977595606,0.0020973031130407,3964.640892701012
Diabetes mellitus,ITA,upper,0,1,0.0,0.0,116.02467978290017,0.0014252708738223,2002.9358292888703
Diabetes mellitus,JAM,upper,0,1,0.0,0.0,4.692158203354626,0.0050526294785047,1552.291522326078
Diabetes mellitus,JOR,upper,0,1,0.0,0.0,5.108315138014557,0.0011673819794968,449.570123113433
Diabetes mellitus,JPN,upper,0,1,0.0,0.0,305.9383052246191,0.0017570234474633,2618.878392682681
Diabetes mellitus,KAZ,upper,0,1,0.0,0.0,36.41473300389056,0.0015728276749123,1694.5299558622155
Diabetes mellitus,KEN,upper,0,1,0.0,0.0,14.57349019077353,0.0009162176208911,199.97895662762215
Diabetes mellitus,KGZ,upper,0,1,0.0,0.0,2.92492379486496,0.0018004664508443,371.8249647633152
Diabetes mellitus,KHM,upper,0,1,0.0,0.0,14.95967262957202,0.0025123381870938,764.9006063204237
Diabetes mellitus,KOR,upper,0,1,0.0,0.0,223.72641814944555,0.0021864457644298,4467.871128355254
Diabetes mellitus,KWT,upper,0,1,0.0,0.0,9.513032593408326,0.0014318722078122,1933.9422346173567
Diabetes mellitus,LAO,upper,0,1,0.0,0.0,11.196773663203803,0.0027483566055968,1311.345235731858
Diabetes mellitus,LBN,upper,0,1,0.0,0.0,0.7018445548993397,0.0013366982204844,109.69155900954166
Diabetes mellitus,LKA,upper,0,1,0.0,0.0,84.445988568247,0.0061422006477416,3843.464878355407
Diabetes mellitus,LSO,upper,0,1,0.0,0.0,0.5456852008674907,0.0034528838565539,226.2245691476001
Diabetes mellitus,LTU,upper,0,1,0.0,0.0,7.47933051772084,0.0014210077547749,3125.160806589375
Diabetes mellitus,LUX,upper,0,1,0.0,0.0,3.79089921438292,0.001140697434127,5301.195666143251
Diabetes mellitus,LVA,upper,0,1,0.0,0.0,6.435851111646843,0.0023430159165991,3876.650964847294
Diabetes mellitus,MAR,upper,0,1,0.0,0.0,17.32604648398819,0.0013782155348136,410.7206906376325
Diabetes mellitus,MDA,upper,0,1,0.0,0.0,2.9550883600910263,0.0017217482383455,789.0285509014769
Diabetes mellitus,MDG,upper,0,1,0.0,0.0,2.9528202949947127,0.0013375395767712,73.32764747851608
Diabetes mellitus,MDV,upper,0,1,0.0,0.0,0.7903914847092027,0.0016238275145407,1446.938626036311
Diabetes mellitus,MEX,upper,0,1,0.0,0.0,298.6905547559158,0.0032954433591224,2068.210716997821
Diabetes mellitus,MKD,upper,0,1,0.0,0.0,4.876726520880799,0.0031734135809607,2440.774588264276
Diabetes mellitus,MLI,upper,0,1,0.0,0.0,3.13180643355059,0.0010437198867612,100.33060097884446
Diabetes mellitus,MLT,upper,0,1,0.0,0.0,3.614232218595344,0.0022634695835147,8184.60235753003
Diabetes mellitus,MNG,upper,0,1,0.0,0.0,2.0811310032162096,0.0008953892898277,534.5116181928717
Diabetes mellitus,MOZ,upper,0,1,0.0,0.0,4.271256131049217,0.0016330577976597,90.2590268524334
Diabetes mellitus,MRT,upper,0,1,0.0,0.0,1.1912153087510755,0.0007828798971667,176.7906635863259
Diabetes mellitus,MUS,upper,0,1,0.0,0.0,5.840434216311943,0.0049972336858954,4669.305034636277
Diabetes mellitus,MYS,upper,0,1,0.0,0.0,99.81378042916111,0.0018969263801848,2686.5422239710224
Diabetes mellitus,NAM,upper,0,1,0.0,0.0,0.9333579034543455,0.0011964137354662,286.628774023541
Diabetes mellitus,NER,upper,0,1,0.0,0.0,2.160598835492073,0.0008321855092687,50.65124989361857
Diabetes mellitus,NGA,upper,0,1,0.0,0.0,22.09337546057873,0.0005374108359566,74.09543069860764
Diabetes mellitus,NLD,upper,0,1,0.0,0.0,63.589860159665406,0.0015975216394893,3661.312054561394
Diabetes mellitus,NOR,upper,0,1,0.0,0.0,21.550622872022583,0.0015623428860974,3559.007764809175
Diabetes mellitus,NPL,upper,0,1,0.0,0.0,13.854655187257492,0.0018011520159777,412.0897548181741
Diabetes mellitus,NZL,upper,0,1,0.0,0.0,17.680853594920045,0.0016486728699115,3349.737307190828
Diabetes mellitus,OMN,upper,0,1,0.0,0.0,16.982782110192872,0.0026199693508983,2766.529762304118
Diabetes mellitus,PAK,upper,0,1,0.0,0.0,177.53926586808336,0.0028328947884087,630.1983664444991
Diabetes mellitus,PAN,upper,0,1,0.0,0.0,18.98261414286748,0.0029117115653963,3680.518374566792
Diabetes mellitus,PER,upper,0,1,0.0,0.0,19.097825140678587,0.0010654524521407,514.4562581151649
Diabetes mellitus,PHL,upper,0,1,0.0,0.0,150.81925653177345,0.0021912813601955,1169.778636606257
Diabetes mellitus,POL,upper,0,1,0.0,0.0,194.62709251937207,0.0027773354381282,5411.685736080944
Diabetes mellitus,PRT,upper,0,1,0.0,0.0,18.11136218304669,0.001302700976548,1865.4317392790829
Diabetes mellitus,PRY,upper,0,1,0.0,0.0,11.517238515968582,0.0026701844281516,1398.34826641092
Diabetes mellitus,QAT,upper,0,1,0.0,0.0,11.883590277449708,0.0011999869249081,3447.323291905625
Diabetes mellitus,ROU,upper,0,1,0.0,0.0,-14204.486772663347,-0.4390428087220908,-798579.3020203053
Diabetes mellitus,RUS,upper,0,1,0.0,0.0,125.15507641990966,0.001008220124587,886.6889535628093
Diabetes mellitus,RWA,upper,0,1,0.0,0.0,4.8695417535266765,0.0018151522941879,271.2083296681675
Diabetes mellitus,SAU,upper,0,1,0.0,0.0,86.77695579566333,0.0013276148530951,2138.831130712887
Diabetes mellitus,SDN,upper,0,1,0.0,0.0,9.04824848192749,0.0012569376554885,146.31422277028156
Diabetes mellitus,SEN,upper,0,1,0.0,0.0,6.404408214802986,0.0013461543667387,261.39596277611975
Diabetes mellitus,SGP,upper,0,1,0.0,0.0,40.00815903402423,0.0015335782533888,6360.63754795174
Diabetes mellitus,SLE,upper,0,1,0.0,0.0,0.3540134133097992,0.0007172125645977,33.762575094706065
Diabetes mellitus,SLV,upper,0,1,0.0,0.0,8.113814984692505,0.0035935511208793,1190.808426237441
Diabetes mellitus,SRB,upper,0,1,0.0,0.0,25.719987498458146,0.0038096620195525,3235.110230564333
Diabetes mellitus,SUR,upper,0,1,0.0,0.0,1.0022797232265588,0.0037875774157687,1556.279860256568
Diabetes mellitus,SVK,upper,0,1,0.0,0.0,26.25772410957138,0.0032228649863449,4967.993636373641
Diabetes mellitus,SVN,upper,0,1,0.0,0.0,6.758451468240036,0.0016791658813609,3337.1482242353195
Diabetes mellitus,SWE,upper,0,1,0.0,0.0,29.80332284227576,0.0012646152505225,2759.9992720202195
Diabetes mellitus,SWZ,upper,0,1,0.0,0.0,0.9594702463555832,0.0023561152445479,679.3288233903626
Diabetes mellitus,TGO,upper,0,1,0.0,0.0,2.0952271789503443,0.001595713503716,179.1689046144146
Diabetes mellitus,THA,upper,0,1,0.0,0.0,90.64722111324608,0.001557797866071,1310.3106207311555
Diabetes mellitus,TJK,upper,0,1,0.0,0.0,8.772401362204398,0.0029554564883761,687.441643153579
Diabetes mellitus,TUN,upper,0,1,0.0,0.0,7.29215838893013,0.0016035757611519,561.383719912417
Diabetes mellitus,TUR,upper,0,1,0.0,0.0,147.19471674940186,0.001018159742255,1609.866117762959
Diabetes mellitus,TZA,upper,0,1,0.0,0.0,27.712746725000365,0.0020478814512958,301.5763693573842
Diabetes mellitus,UGA,upper,0,1,0.0,0.0,14.056813842110932,0.0018369192585023,209.40731525997032
Diabetes mellitus,UKR,upper,0,1,0.0,0.0,1.7089043969989623,0.000518432301567,43.31070931627184
Diabetes mellitus,URY,upper,0,1,0.0,0.0,2.347347480714676,0.000831201121668,654.6349225503677
Diabetes mellitus,USA,upper,0,1,0.0,0.0,2615.985097501797,0.0030450678317441,7321.743526685467
Diabetes mellitus,UZB,upper,0,1,0.0,0.0,78.68143579501154,0.0041371892964946,2027.3824946037
Diabetes mellitus,VNM,upper,0,1,0.0,0.0,230.1047575148395,0.0030922438719438,2185.652076829098
Diabetes mellitus,ZAF,upper,0,1,0.0,0.0,40.81424142196326,0.0015308897630664,597.3346209634146
Diabetes mellitus,ZMB,upper,0,1,0.0,0.0,5.757735052912697,0.0018719277853809,205.0160646862324
Diabetes mellitus,ZWE,upper,0,1,0.0,0.0,2.8472139521025164,0.0014192590026152,147.70833789389243
Diabetes mellitus,AGO,val,0,1,0.0,0.0,6.880617895639862,0.0010446943888411,129.5919207121455
Diabetes mellitus,ALB,val,0,1,0.0,0.0,1.9754283170288391,0.0010576736266251,733.1675147025114
Diabetes mellitus,ARG,val,0,1,0.0,0.0,28.300764623725343,0.0009225409178192,560.4429782441752
Diabetes mellitus,ARM,val,0,1,0.0,0.0,3.409628335624061,0.0015761328517044,1166.1075547740122
Diabetes mellitus,ATG,val,0,1,0.0,0.0,,,
Diabetes mellitus,AUS,val,0,1,0.0,0.0,56.90196560166797,0.0010095480505583,1940.9841970542363
Diabetes mellitus,AUT,val,0,1,0.0,0.0,14.525799739660217,0.0007915943707702,1585.7655251199171
Diabetes mellitus,AZE,val,0,1,0.0,0.0,7.054121509953919,0.0013841210423059,651.9803661882423
Diabetes mellitus,BDI,val,0,1,0.0,0.0,0.2243596908694858,0.0006536874652712,12.341411508777362
Diabetes mellitus,BEL,val,0,1,0.0,0.0,20.619680920783757,0.0009429732832579,1720.631344096639
Diabetes mellitus,BEN,val,0,1,0.0,0.0,2.4688353358456423,0.0008295229425668,138.26753338963857
Diabetes mellitus,BFA,val,0,1,0.0,0.0,3.77182541208342,0.0011002580105328,119.78686856447872
Diabetes mellitus,BGD,val,0,1,0.0,0.0,95.90090113700025,0.0011823896078462,526.0551667609693
Diabetes mellitus,BGR,val,0,1,0.0,0.0,18.876513450057555,0.0024836197300385,3068.6593724778336
Diabetes mellitus,BHR,val,0,1,0.0,0.0,3.3050046180561066,0.0010246316307795,1589.6701847387858
Diabetes mellitus,BHS,val,0,1,0.0,0.0,1.2831311701834145,0.0028824991765634,2944.7810807392857
Diabetes mellitus,BIH,val,0,1,0.0,0.0,5.432387044203835,0.0023439716653938,1802.9445364724545
Diabetes mellitus,BLR,val,0,1,0.0,0.0,3.184111927048248,0.0005691014319611,350.4329931918248
Diabetes mellitus,BLZ,val,0,1,0.0,0.0,0.3176339845388763,0.0034171344200582,643.7841535329947
