Index,Location,Notes,LocID,Country Code,LocType,LocTypeName,ParentID,WorldID,SubRegID,SubRegName,SDGSubRegID,SDGSubRegName,SDGRegID,SDGRegName,GeoRegID,GeoRegName,MoreDev,LessDev,LeastDev,oLessDev,LessDev_ExcludingChina,LLDC,SIDS,WB_HIC,WB_MIC,WB_UMIC,WB_LMIC,WB_LIC,WB_NoIncomeGroup,MaxHIV_Male,MaxHIV_Female,MaxHIV_BothSexes,YearMaxHIV_BothSexes,HIVAIDSMortalityImpact_AgePattern,HIVAIDSMortalityImpact_e0,TotPop2019LessThan90k
1,WORLD,,900,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,UN development groups,a,1803,,25,Label/Separator,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,More developed regions,b,901,,5,Development group,1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Less developed regions,c,902,,5,Development group,1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Least developed countries,d,941,,5,Development group,902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"Less developed regions, excluding least developed countries",e,934,,5,Development group,902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"Less developed regions, excluding China",,948,,5,Development group,1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Land-locked Developing Countries (LLDC),f,1636,,5,Development group,1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Small island developing States (SIDS),g,1637,,5,Development group,1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,World Bank income groups,,1802,,25,Label/Separator,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,High-income countries,h,1503,,13,Income group,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Middle-income countries,h,1517,,13,Income group,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Upper-middle-income countries,h,1502,,13,Income group,1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Lower-middle-income countries,h,1501,,13,Income group,1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Low-income countries,h,1500,,13,Income group,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,No income group available,,1518,,13,Income group,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Geographic regions,i,1840,,25,Label/Separator,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Africa,j,903,,2,Geographic region,1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Asia,k,935,,2,Geographic region,1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Europe,l,908,,2,Geographic region,1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Latin America and the Caribbean,m,904,,2,Geographic region,1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Northern America,n,905,,2,Geographic region,1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Oceania,o,909,,2,Geographic region,1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Sustainable Development Goal (SDG) regions,p,1828,,25,Label/Separator,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,SUB-SAHARAN AFRICA,,947,,12,SDG region,1828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Eastern Africa,,910,,3,Subregion,947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Burundi,,108,BDI,4,Country/Area,910,   900,910,Eastern Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,1636,,,,,,1500,,3.48,4.45,3.96,1997,,Yes,
28,Comoros,,174,COM,4,Country/Area,910,   900,910,Eastern Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,,1637,,,,,1500,,0.07,0.04,0.05,2003,,,
29,Djibouti,,262,DJI,4,Country/Area,910,   900,910,Eastern Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,,,,1517,,1501,,,2.43,3.20,2.81,2002,,Yes,
30,Eritrea,,232,ERI,4,Country/Area,910,   900,910,Eastern Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,,,,,,,1500,,1.07,2.23,1.66,1998,,Yes,
31,Ethiopia,,231,ETH,4,Country/Area,910,   900,910,Eastern Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,1636,,,,,,1500,,2.61,4.68,3.65,1997,,Yes,
32,Kenya,,404,KEN,4,Country/Area,910,   900,910,Eastern Africa,,,947,Sub-Saharan Africa,903,Africa,,902,,934,948,,,,1517,,1501,,,7.94,12.37,10.19,1997,Yes,Yes,
33,Madagascar,,450,MDG,4,Country/Area,910,   900,910,Eastern Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,,,,,,,1500,,0.36,0.16,0.26,2017,,,
34,Malawi,,454,MWI,4,Country/Area,910,   900,910,Eastern Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,1636,,,,,,1500,,12.32,17.39,14.90,1998,Yes,Yes,
35,Mauritius,1,480,MUS,4,Country/Area,910,   900,910,Eastern Africa,,,947,Sub-Saharan Africa,903,Africa,,902,,934,948,,1637,,1517,1502,,,,1.99,0.93,1.46,2008,,Yes,
36,Mayotte,2,175,MYT,4,Country/Area,910,   900,910,Eastern Africa,,,947,Sub-Saharan Africa,903,Africa,,902,,934,948,,,,,,,,1518,,,,,,,
37,Mozambique,,508,MOZ,4,Country/Area,910,   900,910,Eastern Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,,,,,,,1500,,10.76,15.76,13.35,2010,Yes,Yes,
38,Réunion,2,638,REU,4,Country/Area,910,   900,910,Eastern Africa,,,947,Sub-Saharan Africa,903,Africa,,902,,934,948,,,,,,,,1518,,,,,,,
39,Rwanda,,646,RWA,4,Country/Area,910,   900,910,Eastern Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,1636,,,,,,1500,,5.00,6.86,5.95,1995,Yes,Yes,
40,Seychelles,,690,SYC,4,Country/Area,910,   900,910,Eastern Africa,,,947,Sub-Saharan Africa,903,Africa,,902,,934,948,,1637,1503,,,,,,,,,,,,
41,Somalia,,706,SOM,4,Country/Area,910,   900,910,Eastern Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,,,,,,,1500,,0.41,0.37,0.39,2002,,,
42,South Sudan,,728,SSD,4,Country/Area,910,   900,910,Eastern Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,1636,,,,,,1500,,2.45,3.45,2.95,2006,,Yes,
43,Uganda,,800,UGA,4,Country/Area,910,   900,910,Eastern Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,1636,,,,,,1500,,9.24,12.11,10.69,1990,Yes,Yes,
44,United Republic of Tanzania,3,834,TZA,4,Country/Area,910,   900,910,Eastern Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,,,,,,,1500,,7.25,9.70,8.43,1997,Yes,Yes,
45,Zambia,,894,ZMB,4,Country/Area,910,   900,910,Eastern Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,1636,,,1517,,1501,,,12.88,19.00,15.93,1998,Yes,Yes,
46,Zimbabwe,,716,ZWE,4,Country/Area,910,   900,910,Eastern Africa,,,947,Sub-Saharan Africa,903,Africa,,902,,934,948,1636,,,,,,1500,,23.90,30.64,27.28,1997,Yes,Yes,
47,Middle Africa,,911,   ,3,Subregion,947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Angola,,24,AGO,4,Country/Area,911,   900,911,Middle Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,,,,1517,,1501,,,1.25,2.58,1.92,2016,,Yes,
49,Cameroon,,120,CMR,4,Country/Area,911,   900,911,Middle Africa,,,947,Sub-Saharan Africa,903,Africa,,902,,934,948,,,,1517,,1501,,,3.74,6.44,5.08,2004,Yes,Yes,
50,Central African Republic,,140,CAF,4,Country/Area,911,   900,911,Middle Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,1636,,,,,,1500,,8.75,10.98,9.87,1998,Yes,Yes,
51,Chad,,148,TCD,4,Country/Area,911,   900,911,Middle Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,1636,,,,,,1500,,1.79,2.57,2.18,2000,,Yes,
52,Congo,,178,COG,4,Country/Area,911,   900,911,Middle Africa,,,947,Sub-Saharan Africa,903,Africa,,902,,934,948,,,,1517,,1501,,,3.61,6.14,4.85,1996,Yes,Yes,
53,Democratic Republic of the Congo,,180,COD,4,Country/Area,911,   900,911,Middle Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,,,,,,,1500,,1.40,3.02,2.16,1998,,Yes,
54,Equatorial Guinea,,226,GNQ,4,Country/Area,911,   900,911,Middle Africa,,,947,Sub-Saharan Africa,903,Africa,,902,,934,948,,,,1517,1502,,,,5.49,8.06,6.52,2017,Yes,Yes,
55,Gabon,,266,GAB,4,Country/Area,911,   900,911,Middle Africa,,,947,Sub-Saharan Africa,903,Africa,,902,,934,948,,,,1517,1502,,,,2.32,6.43,4.26,2016,Yes,Yes,
56,Sao Tome and Principe,,678,STP,4,Country/Area,911,   900,911,Middle Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,,1637,,1517,,1501,,,,,,,,,
57,Southern Africa,,913,   ,3,Subregion,947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Botswana,,72,BWA,4,Country/Area,913,   900,913,Southern Africa,,,947,Sub-Saharan Africa,903,Africa,,902,,934,948,1636,,,1517,1502,,,,22.84,31.13,26.95,2000,Yes,Yes,
59,Eswatini,,748,SWZ,4,Country/Area,913,   900,913,Southern Africa,,,947,Sub-Saharan Africa,903,Africa,,902,,934,948,1636,,,1517,,1501,,,21.97,35.90,28.43,2014,Yes,Yes,
60,Lesotho,,426,LSO,4,Country/Area,913,   900,913,Southern Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,1636,,,1517,,1501,,,18.81,29.13,23.91,2016,Yes,Yes,
61,Namibia,,516,NAM,4,Country/Area,913,   900,913,Southern Africa,,,947,Sub-Saharan Africa,903,Africa,,902,,934,948,,,,1517,1502,,,,12.21,16.93,14.63,2002,Yes,Yes,
62,South Africa,,710,ZAF,4,Country/Area,913,   900,913,Southern Africa,,,947,Sub-Saharan Africa,903,Africa,,902,,934,948,,,,1517,1502,,,,14.20,23.67,18.85,2016,Yes,Yes,
63,Western Africa,,914,   ,3,Subregion,947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Benin,,204,BEN,4,Country/Area,914,   900,914,Western Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,,,,,,,1500,,1.25,1.62,1.42,2001,,Yes,
65,Burkina Faso,,854,BFA,4,Country/Area,914,   900,914,Western Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,1636,,,,,,1500,,4.27,3.49,3.81,1993,,Yes,
66,Cabo Verde,,132,CPV,4,Country/Area,914,   900,914,Western Africa,,,947,Sub-Saharan Africa,903,Africa,,902,,934,948,,1637,,1517,,1501,,,0.77,1.04,0.91,2001,,Yes,
67,Côte d'Ivoire,,384,CIV,4,Country/Area,914,   900,914,Western Africa,,,947,Sub-Saharan Africa,903,Africa,,902,,934,948,,,,1517,,1501,,,6.78,9.99,8.33,1997,Yes,Yes,
68,Gambia,,270,GMB,4,Country/Area,914,   900,914,Western Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,,,,,,,1500,,2.03,2.38,2.21,2007,,Yes,
69,Ghana,,288,GHA,4,Country/Area,914,   900,914,Western Africa,,,947,Sub-Saharan Africa,903,Africa,,902,,934,948,,,,1517,,1501,,,2.29,3.09,2.64,2001,,Yes,
70,Guinea,,324,GIN,4,Country/Area,914,   900,914,Western Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,,,,,,,1500,,1.41,2.16,1.78,2000,,Yes,
71,Guinea-Bissau,,624,GNB,4,Country/Area,914,   900,914,Western Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,,1637,,,,,1500,,3.39,4.69,4.06,2008,Yes,Yes,
72,Liberia,,430,LBR,4,Country/Area,914,   900,914,Western Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,,,,,,,1500,,4.46,6.17,5.30,1994,Yes,Yes,
73,Mali,,466,MLI,4,Country/Area,914,   900,914,Western Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,1636,,,,,,1500,,1.27,1.85,1.56,1999,,Yes,
74,Mauritania,,478,MRT,4,Country/Area,914,   900,914,Western Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,,,,1517,,1501,,,1.25,0.53,0.90,2003,,Yes,
75,Niger,,562,NER,4,Country/Area,914,   900,914,Western Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,1636,,,,,,1500,,0.82,0.59,0.70,2001,,,
76,Nigeria,,566,NGA,4,Country/Area,914,   900,914,Western Africa,,,947,Sub-Saharan Africa,903,Africa,,902,,934,948,,,,1517,,1501,,,3.74,3.66,3.69,2002,,Yes,
77,Saint Helena,4,654,SHN,4,Country/Area,914,   900,914,Western Africa,,,947,Sub-Saharan Africa,903,Africa,,902,,934,948,,,,,,,,1518,,,,,,,Yes
78,Senegal,,686,SEN,4,Country/Area,914,   900,914,Western Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,,,,,,,1500,,0.55,0.94,0.75,2004,,,
79,Sierra Leone,,694,SLE,4,Country/Area,914,   900,914,Western Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,,,,,,,1500,,1.46,1.81,1.64,2008,,Yes,
80,Togo,,768,TGO,4,Country/Area,914,   900,914,Western Africa,,,947,Sub-Saharan Africa,903,Africa,,902,941,,948,,,,,,,1500,,2.95,4.30,3.65,2003,,Yes,
81,NORTHERN AFRICA AND WESTERN ASIA,,1833,,12,SDG region,1828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Northern Africa,,912,   ,3,Subregion,1833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Algeria,,12,DZA,4,Country/Area,912,   900,912,Northern Africa,,,1833,Northern Africa and Western Asia,903,Africa,,902,,934,948,,,,1517,1502,,,,0.06,0.05,0.05,2017,,,
84,Egypt,,818,EGY,4,Country/Area,912,   900,912,Northern Africa,,,1833,Northern Africa and Western Asia,903,Africa,,902,,934,948,,,,1517,,1501,,,0.04,0.02,0.03,2017,,,
85,Libya,,434,LBY,4,Country/Area,912,   900,912,Northern Africa,,,1833,Northern Africa and Western Asia,903,Africa,,902,,934,948,,,,1517,1502,,,,,,,,,,
86,Morocco,,504,MAR,4,Country/Area,912,   900,912,Northern Africa,,,1833,Northern Africa and Western Asia,903,Africa,,902,,934,948,,,,1517,,1501,,,0.11,0.07,0.09,2017,,,
87,Sudan,,729,SDN,4,Country/Area,912,   900,912,Northern Africa,,,1833,Northern Africa and Western Asia,903,Africa,,902,941,,948,,,,1517,,1501,,,0.24,0.21,0.23,2017,,,
88,Tunisia,,788,TUN,4,Country/Area,912,   900,912,Northern Africa,,,1833,Northern Africa and Western Asia,903,Africa,,902,,934,948,,,,1517,,1501,,,0.06,0.03,0.04,2017,,,
89,Western Sahara,,732,ESH,4,Country/Area,912,   900,912,Northern Africa,,,1833,Northern Africa and Western Asia,903,Africa,,902,,934,948,,,,,,,,1518,,,,,,,
90,Western Asia,,922,   ,3,Subregion,1833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Armenia,,51,ARM,4,Country/Area,922,   900,922,Western Asia,,,1833,Northern Africa and Western Asia,935,Asia,,902,,934,948,1636,,,1517,1502,,,,0.28,0.12,0.19,2008,,,
92,Azerbaijan,5,31,AZE,4,Country/Area,922,   900,922,Western Asia,,,1833,Northern Africa and Western Asia,935,Asia,,902,,934,948,1636,,,1517,1502,,,,0.15,0.08,0.12,2017,,,
93,Bahrain,,48,BHR,4,Country/Area,922,   900,922,Western Asia,,,1833,Northern Africa and Western Asia,935,Asia,,902,,934,948,,1637,1503,,,,,,0.08,0.06,0.07,2017,,,
94,Cyprus,6,196,CYP,4,Country/Area,922,   900,922,Western Asia,,,1833,Northern Africa and Western Asia,935,Asia,,902,,934,948,,,1503,,,,,,0.17,0.05,0.11,2017,,,
95,Georgia,7,268,GEO,4,Country/Area,922,   900,922,Western Asia,,,1833,Northern Africa and Western Asia,935,Asia,,902,,934,948,,,,1517,,1501,,,0.68,0.17,0.43,2017,,,
96,Iraq,,368,IRQ,4,Country/Area,922,   900,922,Western Asia,,,1833,Northern Africa and Western Asia,935,Asia,,902,,934,948,,,,1517,1502,,,,,,,,,,
97,Israel,,376,ISR,4,Country/Area,922,   900,922,Western Asia,,,1833,Northern Africa and Western Asia,935,Asia,,902,,934,948,,,1503,,,,,,,,,,,,
98,Jordan,,400,JOR,4,Country/Area,922,   900,922,Western Asia,,,1833,Northern Africa and Western Asia,935,Asia,,902,,934,948,,,,1517,1502,,,,,,,,,,
99,Kuwait,,414,KWT,4,Country/Area,922,   900,922,Western Asia,,,1833,Northern Africa and Western Asia,935,Asia,,902,,934,948,,,1503,,,,,,0.09,0.04,0.06,2017,,,
100,Lebanon,,422,LBN,4,Country/Area,922,   900,922,Western Asia,,,1833,Northern Africa and Western Asia,935,Asia,,902,,934,948,,,,1517,1502,,,,0.08,0.02,0.05,2017,,,
101,Oman,,512,OMN,4,Country/Area,922,   900,922,Western Asia,,,1833,Northern Africa and Western Asia,935,Asia,,902,,934,948,,,1503,,,,,,,,,,,,
102,Qatar,,634,QAT,4,Country/Area,922,   900,922,Western Asia,,,1833,Northern Africa and Western Asia,935,Asia,,902,,934,948,,,1503,,,,,,0.17,0.08,0.12,2017,,,
103,Saudi Arabia,,682,SAU,4,Country/Area,922,   900,922,Western Asia,,,1833,Northern Africa and Western Asia,935,Asia,,902,,934,948,,,1503,,,,,,,,,,,,
104,State of Palestine,8,275,PSE,4,Country/Area,922,   900,922,Western Asia,,,1833,Northern Africa and Western Asia,935,Asia,,902,,934,948,,,,1517,,1501,,,,,,,,,
105,Syrian Arab Republic,,760,SYR,4,Country/Area,922,   900,922,Western Asia,,,1833,Northern Africa and Western Asia,935,Asia,,902,,934,948,,,,,,,1500,,,,,,,,
106,Turkey,,792,TUR,4,Country/Area,922,   900,922,Western Asia,,,1833,Northern Africa and Western Asia,935,Asia,,902,,934,948,,,,1517,1502,,,,,,,,,,
107,United Arab Emirates,,784,ARE,4,Country/Area,922,   900,922,Western Asia,,,1833,Northern Africa and Western Asia,935,Asia,,902,,934,948,,,1503,,,,,,,,,,,,
108,Yemen,,887,YEM,4,Country/Area,922,   900,922,Western Asia,,,1833,Northern Africa and Western Asia,935,Asia,,902,941,,948,,,,,,,1500,,,,,,,,
109,CENTRAL AND SOUTHERN ASIA,,921,,12,SDG region,1828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Central Asia,,5500,   ,3,Subregion,921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Kazakhstan,,398,KAZ,4,Country/Area,5500,   900,5500,Central Asia,,,921,Central and Southern Asia,935,Asia,,902,,934,948,1636,,,1517,1502,,,,0.31,0.14,0.23,2017,,,
112,Kyrgyzstan,,417,KGZ,4,Country/Area,5500,   900,5500,Central Asia,,,921,Central and Southern Asia,935,Asia,,902,,934,948,1636,,,1517,,1501,,,0.26,0.14,0.20,2017,,,
113,Tajikistan,,762,TJK,4,Country/Area,5500,   900,5500,Central Asia,,,921,Central and Southern Asia,935,Asia,,902,,934,948,1636,,,,,,1500,,0.37,0.14,0.26,2017,,,
114,Turkmenistan,,795,TKM,4,Country/Area,5500,   900,5500,Central Asia,,,921,Central and Southern Asia,935,Asia,,902,,934,948,1636,,,1517,1502,,,,,,,,,,
115,Uzbekistan,,860,UZB,4,Country/Area,5500,   900,5500,Central Asia,,,921,Central and Southern Asia,935,Asia,,902,,934,948,1636,,,1517,,1501,,,0.34,0.18,0.26,2017,,,
116,Southern Asia,,5501,   ,3,Subregion,921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Afghanistan,,4,AFG,4,Country/Area,5501,   900,5501,Southern Asia,,,921,Central and Southern Asia,935,Asia,,902,941,,948,1636,,,,,,1500,,,,,,,,
118,Bangladesh,,50,BGD,4,Country/Area,5501,   900,5501,Southern Asia,,,921,Central and Southern Asia,935,Asia,,902,941,,948,,,,1517,,1501,,,0.02,0.01,0.01,2017,,,
119,Bhutan,,64,BTN,4,Country/Area,5501,   900,5501,Southern Asia,,,921,Central and Southern Asia,935,Asia,,902,941,,948,1636,,,1517,,1501,,,,,,,,,
120,India,,356,IND,4,Country/Area,5501,   900,5501,Southern Asia,,,921,Central and Southern Asia,935,Asia,,902,,934,948,,,,1517,,1501,,,0.59,0.39,0.50,1999,,,
121,Iran (Islamic Republic of),,364,IRN,4,Country/Area,5501,   900,5501,Southern Asia,,,921,Central and Southern Asia,935,Asia,,902,,934,948,,,,1517,1502,,,,0.16,0.06,0.11,2016,,,
122,Maldives,,462,MDV,4,Country/Area,5501,   900,5501,Southern Asia,,,921,Central and Southern Asia,935,Asia,,902,,934,948,,1637,,1517,1502,,,,,,,,,,
123,Nepal,,524,NPL,4,Country/Area,5501,   900,5501,Southern Asia,,,921,Central and Southern Asia,935,Asia,,902,941,,948,1636,,,,,,1500,,0.33,0.15,0.24,2005,,,
124,Pakistan,,586,PAK,4,Country/Area,5501,   900,5501,Southern Asia,,,921,Central and Southern Asia,935,Asia,,902,,934,948,,,,1517,,1501,,,0.17,0.08,0.13,2017,,,
125,Sri Lanka,,144,LKA,4,Country/Area,5501,   900,5501,Southern Asia,,,921,Central and Southern Asia,935,Asia,,902,,934,948,,,,1517,,1501,,,0.05,0.02,0.04,2007,,,
126,EASTERN AND SOUTH-EASTERN ASIA,,1832,,12,SDG region,1828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Eastern Asia,,906,   ,3,Subregion,1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,China,9,156,CHN,4,Country/Area,906,   900,906,Eastern Asia,,,1832,Eastern and South-Eastern Asia,935,Asia,,902,,934,,,,,1517,1502,,,,0.12,0.06,0.04,2007.00,,,
129,"China, Hong Kong SAR",10,344,HKG,4,Country/Area,906,   900,906,Eastern Asia,,,1832,Eastern and South-Eastern Asia,935,Asia,,902,,934,,,,1503,,,,,,,,,,,,
130,"China, Macao SAR",11,446,MAC,4,Country/Area,906,   900,906,Eastern Asia,,,1832,Eastern and South-Eastern Asia,935,Asia,,902,,934,,,,1503,,,,,,,,,,,,
131,"China, Taiwan Province of China",12,158,TWN,4,Country/Area,906,   900,906,Eastern Asia,,,1832,Eastern and South-Eastern Asia,935,Asia,,902,,934,,,,1503,,,,,,,,,,,,
132,Dem. People's Republic of Korea,,408,PRK,4,Country/Area,906,   900,906,Eastern Asia,,,1832,Eastern and South-Eastern Asia,935,Asia,,902,,934,948,,,,,,,1500,,,,,,,,
133,Japan,,392,JPN,4,Country/Area,906,   900,906,Eastern Asia,,,1832,Eastern and South-Eastern Asia,935,Asia,901,,,,,,,1503,,,,,,0.07,0.01,0.04,2017,,,
134,Mongolia,,496,MNG,4,Country/Area,906,   900,906,Eastern Asia,,,1832,Eastern and South-Eastern Asia,935,Asia,,902,,934,948,1636,,,1517,,1501,,,0.05,0.02,0.03,2012,,,
135,Republic of Korea,,410,KOR,4,Country/Area,906,   900,906,Eastern Asia,,,1832,Eastern and South-Eastern Asia,935,Asia,,902,,934,948,,,1503,,,,,,,,,,,,
136,South-Eastern Asia,,920,   ,3,Subregion,1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Brunei Darussalam,,96,BRN,4,Country/Area,920,   900,920,South-Eastern Asia,,,1832,Eastern and South-Eastern Asia,935,Asia,,902,,934,948,,,1503,,,,,,,,,,,,
138,Cambodia,,116,KHM,4,Country/Area,920,   900,920,South-Eastern Asia,,,1832,Eastern and South-Eastern Asia,935,Asia,,902,941,,948,,,,1517,,1501,,,2.36,1.25,1.73,1998,,Yes,
139,Indonesia,,360,IDN,4,Country/Area,920,   900,920,South-Eastern Asia,,,1832,Eastern and South-Eastern Asia,935,Asia,,902,,934,948,,,,1517,,1501,,,0.54,0.31,0.42,2017,,,
140,Lao People's Democratic Republic,,418,LAO,4,Country/Area,920,   900,920,South-Eastern Asia,,,1832,Eastern and South-Eastern Asia,935,Asia,,902,941,,948,1636,,,1517,,1501,,,0.33,0.26,0.30,2012,,,
141,Malaysia,13,458,MYS,4,Country/Area,920,   900,920,South-Eastern Asia,,,1832,Eastern and South-Eastern Asia,935,Asia,,902,,934,948,,,,1517,1502,,,,0.84,0.17,0.50,2001,,,
142,Myanmar,,104,MMR,4,Country/Area,920,   900,920,South-Eastern Asia,,,1832,Eastern and South-Eastern Asia,935,Asia,,902,941,,948,,,,1517,,1501,,,1.12,0.53,0.77,2007,,Yes,
143,Philippines,,608,PHL,4,Country/Area,920,   900,920,South-Eastern Asia,,,1832,Eastern and South-Eastern Asia,935,Asia,,902,,934,948,,,,1517,,1501,,,0.22,0.02,0.12,2017,,,
144,Singapore,,702,SGP,4,Country/Area,920,   900,920,South-Eastern Asia,,,1832,Eastern and South-Eastern Asia,935,Asia,,902,,934,948,,1637,1503,,,,,,0.44,0.05,0.25,2017,,,
145,Thailand,,764,THA,4,Country/Area,920,   900,920,South-Eastern Asia,,,1832,Eastern and South-Eastern Asia,935,Asia,,902,,934,948,,,,1517,1502,,,,3.03,1.26,2.00,1997,,Yes,
146,Timor-Leste,,626,TLS,4,Country/Area,920,   900,920,South-Eastern Asia,,,1832,Eastern and South-Eastern Asia,935,Asia,,902,941,,948,,1637,,1517,,1501,,,,,,,,,
147,Viet Nam,,704,VNM,4,Country/Area,920,   900,920,South-Eastern Asia,,,1832,Eastern and South-Eastern Asia,935,Asia,,902,,934,948,,,,1517,,1501,,,0.53,0.25,0.37,2010,,,
148,LATIN AMERICA AND THE CARIBBEAN,,1830,   ,12,SDG region,1828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Caribbean,,915,   ,3,Subregion,1830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Anguilla,14,660,AIA,4,Country/Area,915,   900,915,Caribbean,,,1830,Latin America and the Caribbean,904,Latin America and the Caribbean,,902,,934,948,,1637,,,,,,1518,,,,,,,Yes
151,Antigua and Barbuda,,28,ATG,4,Country/Area,915,   900,915,Caribbean,,,1830,Latin America and the Caribbean,904,Latin America and the Caribbean,,902,,934,948,,1637,1503,,,,,,,,,,,,
152,Aruba,15,533,ABW,4,Country/Area,915,   900,915,Caribbean,,,1830,Latin America and the Caribbean,904,Latin America and the Caribbean,,902,,934,948,,1637,1503,,,,,,,,,,,,
153,Bahamas,,44,BHS,4,Country/Area,915,   900,915,Caribbean,,,1830,Latin America and the Caribbean,904,Latin America and the Caribbean,,902,,934,948,,1637,1503,,,,,,3.57,2.45,2.92,1998,,Yes,
