Region,country,WBCountry,totalloss,pc_loss,tax %
Latin America & Caribbean,Bolivia (Plurinational State of),Bolivia,41214(34804-48911),2966(2505-3520),1.45(1.22-1.72)
Latin America & Caribbean,Brazil,Brazil,957459(848234-1079958),4257(3772-4802),1.5(1.33-1.69)
Latin America & Caribbean,Chile,Chile,206134(176033-243182),10412(8891-12283),1.75(1.5-2.07)
Latin America & Caribbean,Colombia,Colombia,434445(377730-495182),8031(6983-9154),2.15(1.87-2.45)
Latin America & Caribbean,Costa Rica,Costa Rica,92551(79267-106471),16706(14308-19219),2.94(2.52-3.38)
Latin America & Caribbean,Cuba,Cuba,109405(94684-126222),10041(8690-11584),2.61(2.26-3.01)
Latin America & Caribbean,Dominica,Dominica,532(464-610),7342(6407-8419),2.95(2.58-3.39)
Latin America & Caribbean,Dominican Republic,Dominican Republic,116288(96930-140013),9675(8064-11649),1.45(1.21-1.75)
Latin America & Caribbean,Ecuador,Ecuador,56336(49850-64422),2721(2408-3111),1.35(1.19-1.54)
Latin America & Caribbean,El Salvador,El Salvador,34434(29256-40394),5054(4294-5928),2.46(2.09-2.89)
Latin America & Caribbean,Grenada,Grenada,1216(1058-1396),10517(9154-12077),2.56(2.23-2.95)
Latin America & Caribbean,Guatemala,Guatemala,81732(70769-94113),3609(3125-4155),1.77(1.54-2.04)
Latin America & Caribbean,Guyana,Guyana,33017(28774-37831),40172(35009-46029),2.4(2.09-2.75)
Latin America & Caribbean,Haiti,Haiti,12743(10787-14990),960(813-1129),1.69(1.43-1.98)
Latin America & Caribbean,Honduras,Honduras,31146(26718-36260),2586(2218-3010),1.87(1.61-2.18)
Latin America & Caribbean,Jamaica,Jamaica,13572(11143-16160),4490(3686-5346),2.29(1.88-2.73)
Latin America & Caribbean,Mexico,Mexico,1259348(1101944-1425807),8720(7630-9873),2.22(1.94-2.51)
Latin America & Caribbean,Nicaragua,Nicaragua,16327(13995-18929),2126(1822-2465),1.71(1.47-1.98)
Latin America & Caribbean,Panama,Panama,72334(62327-83469),14025(12084-16184),1.88(1.62-2.17)
Latin America & Caribbean,Paraguay,Paraguay,35666(30259-41856),4330(3674-5082),1.35(1.15-1.59)
Latin America & Caribbean,Peru,Peru,95516(84862-108705),2573(2286-2928),0.87(0.78-1.0)
Latin America & Caribbean,Puerto Rico,Puerto Rico,68462(60176-77356),24899(21885-28133),3.48(3.06-3.94)
Latin America & Caribbean,Saint Kitts and Nevis,St. Kitts and Nevis,804(695-929),14400(12443-16643),2.45(2.12-2.84)
Latin America & Caribbean,Saint Lucia,St. Lucia,1671(1466-1900),8945(7847-10171),3.13(2.75-3.56)
Latin America & Caribbean,Saint Vincent and the Grenadines,St. Vincent and the Grenadines,1032(903-1177),9216(8063-10509),2.84(2.48-3.24)
Latin America & Caribbean,Suriname,Suriname,6237(5325-7272),9684(8269-11292),3.6(3.08-4.2)
Latin America & Caribbean,Trinidad and Tobago,Trinidad and Tobago,20480(18035-23343),14687(12934-16740),3.23(2.84-3.68)
Latin America & Caribbean,United States Virgin Islands,Virgin Islands (U.S.),3555(3088-4109),36672(31859-42386),3.0(2.61-3.47)
Latin America & Caribbean,Uruguay,Uruguay,20587(17834-23504),5741(4974-6555),1.14(0.99-1.3)
Latin America & Caribbean,Venezuela (Bolivarian Republic of),"Venezuela, RB",167951(145332-193661),4921(4258-5674),2.04(1.77-2.35)
Middle East & North Africa,Algeria,Algeria,225556(191371-266751),4267(3621-5047),1.89(1.6-2.24)
Middle East & North Africa,Bahrain,Bahrain,37962(34674-42541),18259(16678-20462),1.92(1.75-2.15)
Middle East & North Africa,Djibouti,Djibouti,2992(2451-3633),2579(2113-3132),1.15(0.94-1.4)
Middle East & North Africa,Egypt,"Egypt, Arab Rep.",666261(561927-791311),5093(4296-6049),1.34(1.13-1.6)
Middle East & North Africa,Iran (Islamic Republic of),"Iran, Islamic Rep.",482805(410300-564361),5078(4316-5936),1.75(1.49-2.05)
Middle East & North Africa,Iraq,Iraq,256371(224581-291070),4624(4050-5249),2.17(1.9-2.46)
Middle East & North Africa,Israel,Israel,172005(146168-198962),16125(13703-18652),1.42(1.21-1.64)
Middle East & North Africa,Jordan,Jordan,64163(54825-75037),5647(4825-6604),2.35(2.01-2.75)
Middle East & North Africa,Kuwait,Kuwait,68723(58546-80314),13971(11902-16327),1.6(1.36-1.87)
Middle East & North Africa,Lebanon,Lebanon,9086(7732-10637),1420(1208-1662),2.19(1.87-2.57)
Middle East & North Africa,Libya,Libya,177764(151453-208705),22700(19340-26651),2.18(1.86-2.56)
Middle East & North Africa,Malta,Malta,25742(22816-29055),58293(51668-65797),2.86(2.53-3.23)
Middle East & North Africa,Morocco,Morocco,255439(220490-294968),6055(5227-6992),3.33(2.87-3.85)
Middle East & North Africa,Oman,Oman,90485(76120-107254),14740(12400-17472),2.24(1.88-2.65)
Middle East & North Africa,Qatar,Qatar,70799(63945-78375),20538(18550-22736),1.14(1.03-1.26)
Middle East & North Africa,Saudi Arabia,Saudi Arabia,840599(729129-970426),20719(17971-23919),2.05(1.77-2.36)
Middle East & North Africa,Syrian Arab Republic,Syrian Arab Republic,27769(23538-32550),1009(855-1182),1.81(1.53-2.12)
Middle East & North Africa,Tunisia,Tunisia,88997(74870-104737),6851(5764-8063),3.1(2.61-3.65)
Middle East & North Africa,United Arab Emirates,United Arab Emirates,392428(330222-466451),37360(31438-44407),2.15(1.81-2.55)
Middle East & North Africa,Yemen,"Yemen, Rep.",20611(17081-24903),523(434-632),0.92(0.76-1.11)
North America,Bermuda,Bermuda,3629(3114-4204),61870(53093-71674),2.27(1.95-2.63)
North America,Canada,Canada,691579(598989-797947),16454(14251-18985),1.55(1.35-1.79)
North America,United States of America,United States,16733942(14806081-18903479),46836(41440-52908),3.13(2.77-3.54)
South Asia,Afghanistan,Afghanistan,18893(15725-22757),361(301-435),1.22(1.01-1.47)
South Asia,Bangladesh,Bangladesh,694505(583083-826098),3810(3198-4531),1.54(1.29-1.83)
South Asia,Bhutan,Bhutan,4964(4187-5892),5794(4887-6877),1.58(1.33-1.87)
South Asia,India,India,12559195(10795276-14554320),8169(7022-9467),3.0(2.58-3.48)
South Asia,Maldives,Maldives,4604(3923-5344),8427(7181-9783),1.66(1.42-1.93)
South Asia,Nepal,Nepal,60688(51100-71941),1805(1520-2140),1.36(1.15-1.62)
South Asia,Pakistan,Pakistan,675994(554352-820382),2400(1968-2912),1.83(1.5-2.21)
South Asia,Sri Lanka,Sri Lanka,346468(294610-411291),15769(13409-18719),4.17(3.55-4.95)
Sub-Saharan Africa,Angola,Angola,30623(24894-37743),577(469-711),0.71(0.57-0.87)
Sub-Saharan Africa,Benin,Benin,12709(10214-15688),712(572-879),0.73(0.59-0.9)
Sub-Saharan Africa,Botswana,Botswana,10878(9699-12283),3674(3276-4149),1.04(0.92-1.17)
Sub-Saharan Africa,Burkina Faso,Burkina Faso,18609(15084-22616),591(479-718),0.94(0.76-1.14)
Sub-Saharan Africa,Burundi,Burundi,958(785-1171),53(43-64),0.43(0.35-0.53)
Sub-Saharan Africa,Cabo Verde,Cabo Verde,1847(1559-2177),2943(2484-3469),1.73(1.46-2.04)
Sub-Saharan Africa,Cameroon,Cameroon,20567(16652-25367),541(438-667),0.58(0.47-0.72)
Sub-Saharan Africa,Central African Republic,Central African Republic,1549(1289-1856),235(196-282),1.02(0.84-1.22)
Sub-Saharan Africa,Chad,Chad,3718(3057-4505),150(123-181),0.65(0.53-0.79)
Sub-Saharan Africa,Comoros,Comoros,607(491-743),520(421-637),0.76(0.62-0.94)
Sub-Saharan Africa,Congo,"Congo, Rep.",2868(2349-3510),360(295-441),0.92(0.75-1.12)
Sub-Saharan Africa,Côte d'Ivoire,Cote d'Ivoire,67832(57008-81174),1778(1494-2128),0.92(0.78-1.1)
Sub-Saharan Africa,Democratic Republic of the Congo,"Congo, Dem. Rep.",43932(35432-54263),316(255-390),1.07(0.86-1.32)
Sub-Saharan Africa,Equatorial Guinea,Equatorial Guinea,2601(2163-3122),1233(1025-1480),0.9(0.75-1.08)
Sub-Saharan Africa,Eritrea,Eritrea,2179(1793-2649),463(381-563),0.73(0.6-0.89)
Sub-Saharan Africa,Eswatini,Eswatini,2988(2459-3631),2116(1741-2571),1.17(0.97-1.43)
Sub-Saharan Africa,Ethiopia,Ethiopia,90611(74003-109757),566(462-685),0.52(0.42-0.62)
Sub-Saharan Africa,Gabon,Gabon,9898(8454-11699),3289(2810-3888),1.12(0.96-1.33)
Sub-Saharan Africa,Gambia,"Gambia, The",1587(1304-1926),440(362-534),0.75(0.62-0.91)
Sub-Saharan Africa,Ghana,Ghana,67573(53465-84997),1632(1291-2052),0.97(0.77-1.22)
Sub-Saharan Africa,Guinea,Guinea,13724(11234-16749),711(582-868),0.74(0.6-0.9)
Sub-Saharan Africa,Guinea-Bissau,Guinea-Bissau,1098(899-1346),401(328-492),0.79(0.65-0.97)
Sub-Saharan Africa,Kenya,Kenya,42059(35737-49896),577(490-685),0.45(0.38-0.53)
Sub-Saharan Africa,Lesotho,Lesotho,1191(973-1472),494(403-610),1.15(0.94-1.42)
Sub-Saharan Africa,Liberia,Liberia,1682(1396-2030),236(196-285),0.92(0.76-1.1)
Sub-Saharan Africa,Madagascar,Madagascar,8135(6632-9954),202(165-247),0.61(0.5-0.75)
Sub-Saharan Africa,Malawi,Malawi,7641(6300-9281),271(223-329),0.76(0.63-0.92)
Sub-Saharan Africa,Mali,Mali,12023(9862-14580),385(316-467),0.69(0.57-0.84)
Sub-Saharan Africa,Mauritania,Mauritania,6139(5097-7394),911(757-1097),0.69(0.57-0.83)
Sub-Saharan Africa,Mauritius,Mauritius,21791(18151-25797),17421(14511-20624),3.09(2.57-3.65)
Sub-Saharan Africa,Mozambique,Mozambique,11791(10018-14081),249(212-298),0.76(0.65-0.91)
Sub-Saharan Africa,Namibia,Namibia,4385(3771-5106),1346(1158-1568),0.88(0.75-1.02)
Sub-Saharan Africa,Niger,Niger,8716(7256-10473),204(170-246),0.59(0.49-0.7)
Sub-Saharan Africa,Nigeria,Nigeria,180451(151239-214733),605(507-720),0.69(0.58-0.82)
Sub-Saharan Africa,Rwanda,Rwanda,9729(7634-12226),542(425-681),0.65(0.51-0.82)
Sub-Saharan Africa,Sao Tome and Principe,Sao Tome and Principe,259(214-310),860(712-1033),0.92(0.76-1.11)
Sub-Saharan Africa,Senegal,Senegal,32937(27265-40085),1344(1113-1636),1.21(1.01-1.48)
Sub-Saharan Africa,Seychelles,Seychelles,2176(1876-2519),21115(18207-24443),2.58(2.23-2.99)
Sub-Saharan Africa,Sierra Leone,Sierra Leone,1235(1019-1498),118(97-143),0.39(0.32-0.47)
Sub-Saharan Africa,Somalia,Somalia,3857(3167-4706),156(128-191),0.64(0.52-0.78)
Sub-Saharan Africa,South Africa,South Africa,220060(193694-251495),3221(2835-3681),1.29(1.13-1.47)
Sub-Saharan Africa,South Sudan,South Sudan,4123(3402-5021),268(221-326),0.67(0.56-0.82)
Sub-Saharan Africa,Sudan,Sudan,85046(71703-100432),1375(1159-1624),1.88(1.58-2.21)
Sub-Saharan Africa,Togo,Togo,5819(4766-7099),498(408-607),0.76(0.63-0.93)
Sub-Saharan Africa,Uganda,Uganda,33185(26777-41301),494(399-615),0.75(0.61-0.94)
Sub-Saharan Africa,United Republic of Tanzania,Tanzania,44523(34837-57102),485(379-621),0.58(0.46-0.75)
Sub-Saharan Africa,Zambia,Zambia,11534(9261-14493),411(330-516),0.62(0.5-0.78)
Sub-Saharan Africa,Zimbabwe,Zimbabwe,10110(8516-12032),524(442-624),0.8(0.67-0.95)
,Cook Islands,,320(282-363),18368(16177-20816),3.49(3.07-3.95)
,Niue,,12(11-14),7374(6531-8338),4.08(3.61-4.61)
,Palestine,,11381(9674-13277),1633(1388-1906),1.44(1.22-1.68)
,Tokelau,,6(5-7),4068(3526-4712),2.54(2.2-2.94)
