Region,country,WBCountry,totalloss,pc_loss,tax %
Europe & Central Asia,Kazakhstan,Kazakhstan,1018941(885828-1171967),47416(41221-54537),6.14(5.34-7.07)
Europe & Central Asia,Kyrgyzstan,Kyrgyz Republic,52405(45444-59540),6662(5777-7569),4.58(3.97-5.2)
Europe & Central Asia,Latvia,Latvia,96709(84593-109342),58253(50955-65862),4.93(4.31-5.57)
Europe & Central Asia,Lithuania,Lithuania,117079(103257-132392),48920(43145-55319),3.12(2.76-3.53)
Europe & Central Asia,Luxembourg,Luxembourg,273661(239324-310302),382687(334671-433927),11.46(10.02-12.99)
Europe & Central Asia,Monaco,Monaco,23825(20704-27425),556671(483753-640776),8.68(7.54-9.99)
Europe & Central Asia,Montenegro,Montenegro,38681(33554-43907),62922(54582-71423),9.55(8.28-10.83)
Europe & Central Asia,Netherlands,Netherlands,1910280(1698879-2158635),109988(97816-124288),6.62(5.89-7.48)
Europe & Central Asia,North Macedonia,North Macedonia,161201(136151-186177),80680(68143-93181),14.64(12.37-16.91)
Europe & Central Asia,Norway,Norway,855666(763091-958234),141310(126022-158249),8.47(7.55-9.48)
Europe & Central Asia,Poland,Poland,5469259(4828035-6129003),152075(134245-170419),11.11(9.81-12.45)
Europe & Central Asia,Portugal,Portugal,1119906(945686-1326118),115348(97404-136587),11.16(9.43-13.22)
Europe & Central Asia,Republic of Moldova,Moldova,83631(72617-96399),22330(19389-25739),6.86(5.96-7.91)
Europe & Central Asia,Romania,Romania,1542300(1319347-1780105),86708(74174-100078),6.81(5.83-7.86)
Europe & Central Asia,Russian Federation,Russian Federation,4135345(3680856-4662012),29298(26078-33029),4.49(4.0-5.07)
Europe & Central Asia,San Marino,San Marino,4425(3831-5117),129312(111967-149561),7.78(6.73-8.99)
Europe & Central Asia,Serbia,Serbia,497007(422394-560251),62514(53129-70469),10.34(8.78-11.65)
Europe & Central Asia,Slovakia,Slovak Republic,418624(359475-481511),79204(68013-91102),7.2(6.19-8.29)
Europe & Central Asia,Slovenia,Slovenia,272338(239490-301314),134473(118254-148781),9.52(8.37-10.54)
Europe & Central Asia,Spain,Spain,5272201(4276993-6522178),115640(93811-143057),9.9(8.03-12.25)
Europe & Central Asia,Sweden,Sweden,1131332(996912-1290338),104769(92321-119494),6.66(5.87-7.6)
Europe & Central Asia,Switzerland,Switzerland,1292755(1088772-1533531),138544(116683-164348),7.47(6.29-8.86)
Europe & Central Asia,Tajikistan,Tajikistan,130897(113048-150337),10258(8859-11781),6.49(5.61-7.45)
Europe & Central Asia,Turkey,Turkey,4539205(3697726-5508606),49645(40442-60248),4.46(3.63-5.41)
Europe & Central Asia,Turkmenistan,Turkmenistan,115272(99404-133333),16304(14060-18859),4.54(3.92-5.25)
Europe & Central Asia,Ukraine,Ukraine,85781(76641-95490),2174(1942-2420),2.95(2.64-3.29)
Europe & Central Asia,United Kingdom,United Kingdom,9384082(8388194-10477444),131511(117555-146834),11.25(10.06-12.56)
Europe & Central Asia,Uzbekistan,Uzbekistan,909014(786079-1046924),23423(20255-26976),6.94(6.0-8.0)
Latin America & Caribbean,Antigua and Barbuda,Antigua and Barbuda,5791(5061-6595),54494(47630-62061),9.49(8.3-10.81)
Latin America & Caribbean,Argentina,Argentina,1055758(920968-1203006),20907(18238-23823),4.6(4.02-5.25)
Latin America & Caribbean,Bahamas,"Bahamas, The",24692(21425-28182),56669(49170-64679),7.57(6.57-8.64)
Latin America & Caribbean,Barbados,Barbados,12395(10725-14121),43282(37450-49306),12.86(11.13-14.65)
Latin America & Caribbean,Belize,Belize,3500(2971-4082),7094(6022-8273),5.17(4.39-6.03)
Latin America & Caribbean,Bolivia (Plurinational State of),Bolivia,168426(144843-196142),12123(10425-14118),5.03(4.32-5.85)
Latin America & Caribbean,Brazil,Brazil,3897901(3446644-4397827),17332(15326-19555),5.34(4.72-6.02)
Latin America & Caribbean,Chile,Chile,925619(795352-1084431),46753(40173-54775),6.77(5.82-7.94)
Latin America & Caribbean,Colombia,Colombia,1679033(1473858-1880296),31038(27245-34759),7.12(6.25-7.97)
Latin America & Caribbean,Costa Rica,Costa Rica,396709(340374-453122),71609(61440-81792),10.74(9.21-12.27)
Latin America & Caribbean,Cuba,Cuba,498816(435732-569007),45779(39990-52221),10.17(8.89-11.6)
Latin America & Caribbean,Dominica,Dominica,2463(2168-2795),33980(29913-38557),11.83(10.42-13.43)
Latin America & Caribbean,Dominican Republic,Dominican Republic,436002(376495-507034),36275(31324-42184),4.55(3.93-5.29)
Latin America & Caribbean,Ecuador,Ecuador,191589(167371-220823),9253(8084-10665),3.98(3.48-4.59)
Latin America & Caribbean,El Salvador,El Salvador,138613(120117-159302),20343(17629-23380),8.5(7.36-9.77)
Latin America & Caribbean,Grenada,Grenada,5553(4885-6295),48041(42268-54466),9.95(8.76-11.28)
Latin America & Caribbean,Guatemala,Guatemala,273052(239726-311212),12056(10585-13741),5.04(4.43-5.75)
Latin America & Caribbean,Guyana,Guyana,149691(132057-169017),182127(160673-205641),9.19(8.11-10.38)
Latin America & Caribbean,Haiti,Haiti,51876(44464-60104),3908(3350-4528),5.94(5.09-6.88)
Latin America & Caribbean,Honduras,Honduras,109546(94671-125444),9095(7860-10415),5.59(4.83-6.41)
Latin America & Caribbean,Jamaica,Jamaica,53095(44676-61534),17565(14780-20357),7.77(6.54-9.01)
Latin America & Caribbean,Mexico,Mexico,4577843(4072138-5136515),31698(28197-35567),6.94(6.18-7.79)
Latin America & Caribbean,Nicaragua,Nicaragua,66907(58207-76149),8713(7580-9916),6.05(5.27-6.89)
Latin America & Caribbean,Panama,Panama,282105(245956-321979),54697(47688-62428),6.2(5.4-7.07)
Latin America & Caribbean,Paraguay,Paraguay,132606(114021-152206),16100(13844-18480),4.3(3.69-4.93)
Latin America & Caribbean,Peru,Peru,341667(299405-391174),9204(8065-10537),2.67(2.34-3.06)
Latin America & Caribbean,Puerto Rico,Puerto Rico,322297(285408-360266),117215(103799-131024),14.49(12.83-16.2)
Latin America & Caribbean,Saint Kitts and Nevis,St. Kitts and Nevis,3605(3146-4116),64550(56341-73704),9.43(8.23-10.77)
Latin America & Caribbean,Saint Lucia,St. Lucia,7885(6978-8864),42204(37352-47447),12.72(11.26-14.3)
Latin America & Caribbean,Saint Vincent and the Grenadines,St. Vincent and the Grenadines,4778(4222-5380),42660(37701-48041),11.27(9.96-12.69)
Latin America & Caribbean,Suriname,Suriname,24257(21190-27865),37666(32903-43267),12.25(10.7-14.07)
Latin America & Caribbean,Trinidad and Tobago,Trinidad and Tobago,94978(84412-107160),68113(60536-76850),13.19(11.72-14.88)
Latin America & Caribbean,United States Virgin Islands,Virgin Islands (U.S.),16731(14646-19182),172603(151093-197885),12.07(10.57-13.84)
Latin America & Caribbean,Uruguay,Uruguay,94023(81855-106562),26221(22828-29718),4.52(3.93-5.12)
Latin America & Caribbean,Venezuela (Bolivarian Republic of),"Venezuela, RB",723932(635037-821195),21211(18606-24061),7.52(6.59-8.53)
Middle East & North Africa,Algeria,Algeria,947837(812967-1107995),17932(15381-20962),6.84(5.87-8.0)
Middle East & North Africa,Bahrain,Bahrain,134347(126271-146620),64620(60735-70523),5.81(5.46-6.34)
Middle East & North Africa,Djibouti,Djibouti,11769(9892-13882),10146(8529-11969),3.76(3.16-4.43)
Middle East & North Africa,Egypt,"Egypt, Arab Rep.",2649315(2269704-3092446),20253(17351-23641),4.5(3.86-5.26)
Middle East & North Africa,Iran (Islamic Republic of),"Iran, Islamic Rep.",1986323(1709313-2284988),20893(17979-24034),6.24(5.37-7.18)
Middle East & North Africa,Iraq,Iraq,810663(707773-921156),14620(12764-16613),5.79(5.05-6.58)
Middle East & North Africa,Israel,Israel,641930(550272-737738),60180(51587-69162),4.5(3.86-5.17)
Middle East & North Africa,Jordan,Jordan,248300(214013-285724),21852(18835-25146),7.83(6.75-9.01)
Middle East & North Africa,Kuwait,Kuwait,227136(192982-263557),46175(39232-53580),4.6(3.91-5.34)
Middle East & North Africa,Lebanon,Lebanon,36475(31710-41741),5701(4956-6524),8.19(7.12-9.38)
Middle East & North Africa,Libya,Libya,835481(718397-970582),106690(91739-123942),8.16(7.01-9.48)
Middle East & North Africa,Malta,Malta,126299(112307-141269),286010(254324-319911),11.66(10.37-13.04)
Middle East & North Africa,Morocco,Morocco,1128715(984459-1285589),26757(23337-30475),12.56(10.96-14.31)
Middle East & North Africa,Oman,Oman,357263(308594-412445),58199(50271-67188),7.6(6.56-8.77)
Middle East & North Africa,Qatar,Qatar,231307(212383-251395),67100(61611-72927),3.2(2.94-3.48)
Middle East & North Africa,Saudi Arabia,Saudi Arabia,3002377(2632133-3427021),74001(64875-84467),6.3(5.52-7.19)
Middle East & North Africa,Syrian Arab Republic,Syrian Arab Republic,116400(99802-134444),4228(3625-4884),6.47(5.55-7.47)
Middle East & North Africa,Tunisia,Tunisia,380105(324173-442932),29262(24956-34099),11.44(9.76-13.34)
Middle East & North Africa,United Arab Emirates,United Arab Emirates,1712692(1451146-2019850),163051(138152-192293),8.0(6.78-9.43)
Middle East & North Africa,Yemen,"Yemen, Rep.",73997(62486-87571),1879(1587-2224),2.81(2.37-3.32)
North America,Bermuda,Bermuda,16022(13888-18319),273189(236790-312355),8.56(7.42-9.79)
North America,Canada,Canada,3258231(2828705-3737544),77520(67300-88923),6.31(5.48-7.24)
North America,United States of America,United States,69044590(60581314-78663226),193245(169558-220166),11.11(9.74-12.65)
South Asia,Afghanistan,Afghanistan,71394(60296-84645),1365(1153-1618),3.99(3.37-4.73)
South Asia,Bangladesh,Bangladesh,2836340(2447128-3275823),15558(13423-17969),5.19(4.48-6.0)
South Asia,Bhutan,Bhutan,19884(17282-22905),23208(20172-26735),5.3(4.61-6.11)
South Asia,India,India,51245330(44828783-58376989),33334(29160-37973),10.18(8.9-11.6)
South Asia,Maldives,Maldives,19830(16971-22784),36302(31068-41710),5.97(5.11-6.85)
South Asia,Nepal,Nepal,231023(198921-267364),6871(5917-7952),4.35(3.75-5.03)
South Asia,Pakistan,Pakistan,2419795(2027825-2865426),8589(7198-10171),5.52(4.62-6.53)
South Asia,Sri Lanka,Sri Lanka,1800998(1578290-2059607),81970(71834-93741),18.45(16.17-21.1)
Sub-Saharan Africa,Angola,Angola,92528(77332-110280),1743(1456-2077),1.87(1.56-2.23)
Sub-Saharan Africa,Benin,Benin,49954(41707-59465),2798(2336-3330),2.42(2.02-2.88)
Sub-Saharan Africa,Botswana,Botswana,30641(26946-34772),10350(9101-11745),2.49(2.19-2.83)
Sub-Saharan Africa,Burkina Faso,Burkina Faso,64257(52957-76381),2041(1682-2426),2.72(2.24-3.24)
Sub-Saharan Africa,Burundi,Burundi,2949(2472-3504),162(136-193),1.16(0.97-1.38)
Sub-Saharan Africa,Cabo Verde,Cabo Verde,7850(6668-9048),12509(10626-14418),6.24(5.3-7.19)
Sub-Saharan Africa,Cameroon,Cameroon,70798(58819-84478),1862(1547-2222),1.69(1.4-2.02)
Sub-Saharan Africa,Central African Republic,Central African Republic,5740(4861-6739),872(739-1024),3.19(2.7-3.75)
Sub-Saharan Africa,Chad,Chad,12103(10187-14275),488(410-575),1.84(1.55-2.17)
Sub-Saharan Africa,Comoros,Comoros,2049(1719-2437),1756(1474-2089),2.2(1.85-2.62)
Sub-Saharan Africa,Congo,"Congo, Rep.",8940(7544-10563),1123(948-1328),2.57(2.17-3.03)
Sub-Saharan Africa,Côte d'Ivoire,Cote d'Ivoire,254433(218664-296876),6669(5732-7782),2.87(2.46-3.34)
Sub-Saharan Africa,Democratic Republic of the Congo,"Congo, Dem. Rep.",151499(125510-181612),1090(903-1306),3.1(2.56-3.71)
Sub-Saharan Africa,Equatorial Guinea,Equatorial Guinea,8703(7381-10213),4125(3498-4840),2.76(2.34-3.24)
Sub-Saharan Africa,Eritrea,Eritrea,7438(6253-8836),1581(1329-1878),2.14(1.8-2.54)
Sub-Saharan Africa,Eswatini,Eswatini,10456(8900-12286),7403(6301-8699),3.53(3.01-4.15)
Sub-Saharan Africa,Ethiopia,Ethiopia,332854(278692-392093),2078(1740-2448),1.55(1.3-1.83)
Sub-Saharan Africa,Gabon,Gabon,29646(25447-34623),9852(8457-11506),2.88(2.48-3.37)
Sub-Saharan Africa,Gambia,"Gambia, The",5795(4892-6840),1607(1357-1897),2.31(1.95-2.73)
Sub-Saharan Africa,Ghana,Ghana,233970(190939-285223),5650(4611-6888),2.82(2.3-3.44)
Sub-Saharan Africa,Guinea,Guinea,50806(42936-59854),2634(2226-3103),2.26(1.91-2.66)
Sub-Saharan Africa,Guinea-Bissau,Guinea-Bissau,3673(3085-4357),1341(1127-1591),2.22(1.86-2.63)
Sub-Saharan Africa,Kenya,Kenya,127117(108273-149339),1744(1486-2049),1.15(0.98-1.35)
Sub-Saharan Africa,Lesotho,Lesotho,3868(3264-4620),1604(1353-1915),3.26(2.75-3.9)
Sub-Saharan Africa,Liberia,Liberia,5940(5026-7020),834(705-985),2.81(2.38-3.32)
Sub-Saharan Africa,Madagascar,Madagascar,28190(23412-33362),700(581-828),1.81(1.5-2.14)
Sub-Saharan Africa,Malawi,Malawi,26501(22313-31451),939(790-1114),2.23(1.88-2.65)
Sub-Saharan Africa,Mali,Mali,43753(36890-51534),1402(1182-1651),2.11(1.78-2.48)
Sub-Saharan Africa,Mauritania,Mauritania,24084(20409-28344),3574(3029-4207),2.27(1.92-2.67)
Sub-Saharan Africa,Mauritius,Mauritius,102191(85617-118059),81700(68449-94385),12.32(10.32-14.23)
Sub-Saharan Africa,Mozambique,Mozambique,32323(27537-38226),683(582-808),1.77(1.51-2.09)
Sub-Saharan Africa,Namibia,Namibia,13738(11833-15828),4219(3634-4861),2.38(2.05-2.74)
Sub-Saharan Africa,Niger,Niger,31395(26458-36991),736(620-867),1.76(1.49-2.08)
Sub-Saharan Africa,Nigeria,Nigeria,688806(587556-803517),2310(1971-2695),2.29(1.95-2.67)
Sub-Saharan Africa,Rwanda,Rwanda,34911(28433-42109),1944(1584-2345),1.93(1.57-2.33)
Sub-Saharan Africa,Sao Tome and Principe,Sao Tome and Principe,933(786-1095),3104(2617-3646),2.83(2.39-3.33)
Sub-Saharan Africa,Senegal,Senegal,116793(96781-140399),4767(3950-5730),3.59(2.98-4.32)
Sub-Saharan Africa,Seychelles,Seychelles,10003(8701-11456),97064(84430-111164),10.03(8.72-11.48)
Sub-Saharan Africa,Sierra Leone,Sierra Leone,4289(3626-5067),409(346-483),1.17(0.99-1.38)
Sub-Saharan Africa,Somalia,Somalia,12829(10781-15258),520(437-619),1.81(1.52-2.15)
Sub-Saharan Africa,South Africa,South Africa,786569(701357-889427),11512(10265-13017),4.0(3.56-4.52)
Sub-Saharan Africa,South Sudan,South Sudan,13803(11659-16397),896(757-1064),1.93(1.63-2.29)
Sub-Saharan Africa,Sudan,Sudan,314384(269773-364523),5084(4362-5894),5.98(5.13-6.93)
Sub-Saharan Africa,Togo,Togo,21334(18006-25143),1824(1540-2150),2.35(1.98-2.77)
Sub-Saharan Africa,Uganda,Uganda,104521(86684-125928),1557(1291-1876),1.99(1.65-2.39)
Sub-Saharan Africa,United Republic of Tanzania,Tanzania,145861(118747-178873),1587(1292-1947),1.59(1.29-1.94)
Sub-Saharan Africa,Zambia,Zambia,35884(29860-43464),1278(1063-1548),1.64(1.36-1.98)
Sub-Saharan Africa,Zimbabwe,Zimbabwe,32409(27695-38126),1681(1437-1978),2.2(1.88-2.59)
,Cook Islands,,1559(1384-1749),89463(79413-100382),14.52(12.89-16.29)
,Niue,,63(56-71),37221(33170-41776),17.59(15.68-19.75)
,Palestine,,45280(39113-51752),6499(5613-7428),4.88(4.22-5.58)
,Tokelau,,27(24-31),18432(16141-21121),9.84(8.62-11.27)
