Region,country,WBCountry,totalloss,pc_loss,tax %
Europe & Central Asia,Republic of Moldova,Moldova,2620(2160-3243),700(577-866),0.21(0.18-0.27)
Europe & Central Asia,Romania,Romania,70535(57750-86760),3965(3247-4878),0.31(0.26-0.38)
Europe & Central Asia,Russian Federation,Russian Federation,113847(93551-138169),807(663-979),0.12(0.1-0.15)
Europe & Central Asia,San Marino,San Marino,195(162-238),5689(4743-6946),0.34(0.29-0.42)
Europe & Central Asia,Serbia,Serbia,24453(20568-30553),3076(2587-3843),0.51(0.43-0.64)
Europe & Central Asia,Slovakia,Slovak Republic,19356(15365-25353),3662(2907-4797),0.33(0.26-0.44)
Europe & Central Asia,Slovenia,Slovenia,6730(5608-8196),3323(2769-4047),0.24(0.2-0.29)
Europe & Central Asia,Spain,Spain,184625(165451-211470),4050(3629-4638),0.35(0.31-0.4)
Europe & Central Asia,Sweden,Sweden,80554(75927-86344),7460(7031-7996),0.47(0.45-0.51)
Europe & Central Asia,Switzerland,Switzerland,86889(79205-97196),9312(8488-10416),0.5(0.46-0.56)
Europe & Central Asia,Tajikistan,Tajikistan,6175(4683-7968),484(367-624),0.31(0.23-0.4)
Europe & Central Asia,Turkey,Turkey,160093(136537-192193),1751(1493-2102),0.16(0.13-0.19)
Europe & Central Asia,Turkmenistan,Turkmenistan,5939(4761-7513),840(673-1063),0.23(0.19-0.3)
Europe & Central Asia,Ukraine,Ukraine,1049(734-1437),27(19-36),0.04(0.03-0.05)
Europe & Central Asia,United Kingdom,United Kingdom,447674(404519-501059),6274(5669-7022),0.54(0.49-0.6)
Europe & Central Asia,Uzbekistan,Uzbekistan,38135(25439-54751),983(655-1411),0.29(0.19-0.42)
Latin America & Caribbean,Antigua and Barbuda,Antigua and Barbuda,240(205-287),2261(1925-2698),0.39(0.34-0.47)
Latin America & Caribbean,Argentina,Argentina,57582(51083-66001),1140(1012-1307),0.25(0.22-0.29)
Latin America & Caribbean,Bahamas,"Bahamas, The",1449(1124-1891),3325(2578-4340),0.44(0.34-0.58)
Latin America & Caribbean,Barbados,Barbados,438(293-630),1529(1022-2201),0.45(0.3-0.65)
Latin America & Caribbean,Belize,Belize,319(250-407),647(508-825),0.47(0.37-0.6)
Latin America & Caribbean,Bolivia (Plurinational State of),Bolivia,10867(8646-13789),782(622-993),0.32(0.26-0.41)
Latin America & Caribbean,Brazil,Brazil,238549(223715-255575),1061(995-1136),0.33(0.31-0.35)
Latin America & Caribbean,Chile,Chile,45577(40814-51863),2302(2062-2620),0.33(0.3-0.38)
Latin America & Caribbean,Colombia,Colombia,114773(101587-133934),2122(1878-2476),0.49(0.43-0.57)
Latin America & Caribbean,Costa Rica,Costa Rica,20707(18268-23822),3738(3298-4300),0.56(0.49-0.64)
Latin America & Caribbean,Cuba,Cuba,20281(17336-24115),1861(1591-2213),0.41(0.35-0.49)
Latin America & Caribbean,Dominica,Dominica,96(83-112),1321(1148-1551),0.46(0.4-0.54)
Latin America & Caribbean,Dominican Republic,Dominican Republic,38400(27853-52229),3195(2317-4345),0.4(0.29-0.54)
Latin America & Caribbean,Ecuador,Ecuador,27314(25759-29779),1319(1244-1438),0.57(0.54-0.62)
Latin America & Caribbean,El Salvador,El Salvador,6199(4655-8086),910(683-1187),0.38(0.29-0.5)
Latin America & Caribbean,Grenada,Grenada,227(195-269),1966(1687-2332),0.41(0.35-0.48)
Latin America & Caribbean,Guatemala,Guatemala,25959(22291-30993),1146(984-1368),0.48(0.41-0.57)
Latin America & Caribbean,Guyana,Guyana,6270(5364-7456),7629(6526-9072),0.38(0.33-0.46)
Latin America & Caribbean,Haiti,Haiti,2470(2007-3073),186(151-231),0.28(0.23-0.35)
Latin America & Caribbean,Honduras,Honduras,8265(7127-9873),686(592-820),0.42(0.36-0.5)
Latin America & Caribbean,Jamaica,Jamaica,3454(2616-4477),1143(866-1481),0.51(0.38-0.66)
Latin America & Caribbean,Mexico,Mexico,378877(329065-427067),2623(2279-2957),0.57(0.5-0.65)
Latin America & Caribbean,Nicaragua,Nicaragua,3168(2607-3892),413(339-507),0.29(0.24-0.35)
Latin America & Caribbean,Panama,Panama,22782(19505-26850),4417(3782-5206),0.5(0.43-0.59)
Latin America & Caribbean,Paraguay,Paraguay,11415(9312-14071),1386(1131-1708),0.37(0.3-0.46)
Latin America & Caribbean,Peru,Peru,44335(41340-49044),1194(1114-1321),0.35(0.32-0.38)
Latin America & Caribbean,Puerto Rico,Puerto Rico,11811(10449-13544),4296(3800-4926),0.53(0.47-0.61)
Latin America & Caribbean,Saint Kitts and Nevis,St. Kitts and Nevis,150(127-179),2684(2281-3209),0.39(0.33-0.47)
Latin America & Caribbean,Saint Lucia,St. Lucia,300(263-349),1607(1409-1865),0.48(0.42-0.56)
Latin America & Caribbean,Saint Vincent and the Grenadines,St. Vincent and the Grenadines,188(164-221),1683(1462-1971),0.44(0.39-0.52)
Latin America & Caribbean,Suriname,Suriname,866(686-1102),1345(1066-1712),0.44(0.35-0.56)
Latin America & Caribbean,Trinidad and Tobago,Trinidad and Tobago,3578(3154-4153),2566(2262-2979),0.5(0.44-0.58)
Latin America & Caribbean,United States Virgin Islands,Virgin Islands (U.S.),647(560-763),6674(5780-7872),0.47(0.4-0.55)
Latin America & Caribbean,Uruguay,Uruguay,3570(3195-4051),996(891-1130),0.17(0.15-0.19)
Latin America & Caribbean,Venezuela (Bolivarian Republic of),"Venezuela, RB",32167(27031-38877),942(792-1139),0.33(0.28-0.4)
Middle East & North Africa,Algeria,Algeria,43295(35530-53676),819(672-1016),0.31(0.26-0.39)
Middle East & North Africa,Bahrain,Bahrain,9528(8714-10655),4583(4191-5125),0.41(0.38-0.46)
Middle East & North Africa,Djibouti,Djibouti,498(331-733),430(286-632),0.16(0.11-0.23)
Middle East & North Africa,Egypt,"Egypt, Arab Rep.",136822(109074-174193),1046(834-1332),0.23(0.19-0.3)
Middle East & North Africa,Iran (Islamic Republic of),"Iran, Islamic Rep.",93209(76216-115067),980(802-1210),0.29(0.24-0.36)
Middle East & North Africa,Iraq,Iraq,94971(90456-100789),1713(1631-1818),0.68(0.65-0.72)
Middle East & North Africa,Israel,Israel,59934(53712-67995),5619(5035-6374),0.42(0.38-0.48)
Middle East & North Africa,Jordan,Jordan,7232(6420-8508),636(565-749),0.23(0.2-0.27)
Middle East & North Africa,Kuwait,Kuwait,22317(20706-24481),4537(4209-4977),0.45(0.42-0.5)
Middle East & North Africa,Lebanon,Lebanon,329(194-511),51(30-80),0.07(0.04-0.11)
Middle East & North Africa,Libya,Libya,36243(30155-44239),4628(3851-5649),0.35(0.29-0.43)
Middle East & North Africa,Malta,Malta,5865(5337-6591),13281(12086-14926),0.54(0.49-0.61)
Middle East & North Africa,Morocco,Morocco,25990(23168-30011),616(549-711),0.29(0.26-0.33)
Middle East & North Africa,Oman,Oman,9141(6308-12802),1489(1028-2085),0.19(0.13-0.27)
Middle East & North Africa,Qatar,Qatar,18773(16902-21361),5446(4903-6197),0.26(0.23-0.3)
Middle East & North Africa,Saudi Arabia,Saudi Arabia,165041(150121-185870),4068(3700-4581),0.35(0.32-0.39)
Middle East & North Africa,Syrian Arab Republic,Syrian Arab Republic,5405(4418-6675),196(160-242),0.3(0.25-0.37)
Middle East & North Africa,Tunisia,Tunisia,11216(9946-12902),863(766-993),0.34(0.3-0.39)
Middle East & North Africa,United Arab Emirates,United Arab Emirates,74730(61390-92222),7114(5844-8780),0.35(0.29-0.43)
Middle East & North Africa,Yemen,"Yemen, Rep.",4390(3353-5817),111(85-148),0.17(0.13-0.22)
North America,Bermuda,Bermuda,685(576-825),11685(9814-14073),0.37(0.31-0.44)
North America,Canada,Canada,138368(121692-160529),3292(2895-3819),0.27(0.24-0.31)
North America,United States of America,United States,5199336(4852220-5611335),14552(13581-15705),0.84(0.78-0.9)
South Asia,Afghanistan,Afghanistan,3820(2987-4951),73(57-95),0.21(0.17-0.28)
South Asia,Bangladesh,Bangladesh,73066(48759-107160),401(267-588),0.13(0.09-0.2)
South Asia,Bhutan,Bhutan,636(397-970),743(463-1132),0.17(0.11-0.26)
South Asia,India,India,1089461(830998-1408911),709(541-916),0.22(0.17-0.28)
South Asia,Maldives,Maldives,901(778-1068),1650(1425-1955),0.27(0.23-0.32)
South Asia,Nepal,Nepal,8677(6362-11802),258(189-351),0.16(0.12-0.22)
South Asia,Pakistan,Pakistan,85629(56130-124112),304(199-441),0.2(0.13-0.28)
South Asia,Sri Lanka,Sri Lanka,37116(24377-59606),1689(1109-2713),0.38(0.25-0.61)
Sub-Saharan Africa,Angola,Angola,6631(4608-9523),125(87-179),0.13(0.09-0.19)
Sub-Saharan Africa,Benin,Benin,2377(1696-3397),133(95-190),0.11(0.08-0.16)
Sub-Saharan Africa,Botswana,Botswana,6733(6272-7384),2274(2118-2494),0.55(0.51-0.6)
Sub-Saharan Africa,Burkina Faso,Burkina Faso,4214(3172-5614),134(101-178),0.18(0.13-0.24)
Sub-Saharan Africa,Burundi,Burundi,261(199-349),14(11-19),0.1(0.08-0.14)
Sub-Saharan Africa,Cabo Verde,Cabo Verde,376(332-437),600(528-697),0.3(0.26-0.35)
Sub-Saharan Africa,Cameroon,Cameroon,6059(4544-8377),159(119-220),0.14(0.11-0.2)
Sub-Saharan Africa,Central African Republic,Central African Republic,328(253-429),50(38-65),0.18(0.14-0.24)
Sub-Saharan Africa,Chad,Chad,813(602-1105),33(24-45),0.12(0.09-0.17)
Sub-Saharan Africa,Comoros,Comoros,107(67-159),91(58-137),0.11(0.07-0.17)
Sub-Saharan Africa,Congo,"Congo, Rep.",541(378-779),68(48-98),0.16(0.11-0.22)
Sub-Saharan Africa,Côte d'Ivoire,Cote d'Ivoire,11476(9031-14968),301(237-392),0.13(0.1-0.17)
Sub-Saharan Africa,Democratic Republic of the Congo,"Congo, Dem. Rep.",8868(6495-12237),64(47-88),0.18(0.13-0.25)
Sub-Saharan Africa,Equatorial Guinea,Equatorial Guinea,519(397-684),246(188-324),0.16(0.13-0.22)
Sub-Saharan Africa,Eritrea,Eritrea,478(357-646),102(76-137),0.14(0.1-0.19)
Sub-Saharan Africa,Eswatini,Eswatini,722(538-978),511(381-693),0.24(0.18-0.33)
Sub-Saharan Africa,Ethiopia,Ethiopia,19157(14396-26043),120(90-163),0.09(0.07-0.12)
Sub-Saharan Africa,Gabon,Gabon,3621(3241-4183),1203(1077-1390),0.35(0.32-0.41)
Sub-Saharan Africa,Gambia,"Gambia, The",238(165-348),66(46-96),0.1(0.07-0.14)
Sub-Saharan Africa,Ghana,Ghana,14975(10575-21668),362(255-523),0.18(0.13-0.26)
Sub-Saharan Africa,Guinea,Guinea,2366(1585-3514),123(82-182),0.11(0.07-0.16)
Sub-Saharan Africa,Guinea-Bissau,Guinea-Bissau,297(229-394),108(83-144),0.18(0.14-0.24)
Sub-Saharan Africa,Kenya,Kenya,15652(13585-18596),215(186-255),0.14(0.12-0.17)
Sub-Saharan Africa,Lesotho,Lesotho,396(291-542),164(120-225),0.33(0.25-0.46)
Sub-Saharan Africa,Liberia,Liberia,352(270-466),49(38-65),0.17(0.13-0.22)
Sub-Saharan Africa,Madagascar,Madagascar,1682(1168-2383),42(29-59),0.11(0.07-0.15)
Sub-Saharan Africa,Malawi,Malawi,1681(1262-2266),60(45-80),0.14(0.11-0.19)
Sub-Saharan Africa,Mali,Mali,2013(1475-2826),64(47-91),0.1(0.07-0.14)
Sub-Saharan Africa,Mauritania,Mauritania,968(770-1281),144(114-190),0.09(0.07-0.12)
Sub-Saharan Africa,Mauritius,Mauritius,5128(4331-6490),4100(3463-5189),0.62(0.52-0.78)
Sub-Saharan Africa,Mozambique,Mozambique,5766(5048-6877),122(107-145),0.32(0.28-0.38)
Sub-Saharan Africa,Namibia,Namibia,1570(1406-1818),482(432-558),0.27(0.24-0.32)
Sub-Saharan Africa,Niger,Niger,2028(1667-2563),48(39-60),0.11(0.09-0.14)
Sub-Saharan Africa,Nigeria,Nigeria,19860(16338-25244),67(55-85),0.07(0.05-0.08)
Sub-Saharan Africa,Rwanda,Rwanda,2730(1897-3926),152(106-219),0.15(0.1-0.22)
Sub-Saharan Africa,Sao Tome and Principe,Sao Tome and Principe,55(42-73),184(140-242),0.17(0.13-0.22)
Sub-Saharan Africa,Senegal,Senegal,9217(8095-10798),376(330-441),0.28(0.25-0.33)
Sub-Saharan Africa,Seychelles,Seychelles,408(348-487),3963(3373-4729),0.41(0.35-0.49)
Sub-Saharan Africa,Sierra Leone,Sierra Leone,232(168-325),22(16-31),0.06(0.05-0.09)
Sub-Saharan Africa,Somalia,Somalia,866(640-1186),35(26-48),0.12(0.09-0.17)
Sub-Saharan Africa,South Africa,South Africa,57211(51508-64126),837(754-939),0.29(0.26-0.33)
Sub-Saharan Africa,South Sudan,South Sudan,915(681-1245),59(44-81),0.13(0.1-0.17)
Sub-Saharan Africa,Sudan,Sudan,8299(6669-10601),134(108-171),0.16(0.13-0.2)
Sub-Saharan Africa,Togo,Togo,1115(762-1631),95(65-140),0.12(0.08-0.18)
Sub-Saharan Africa,Uganda,Uganda,9167(6757-12624),137(101-188),0.17(0.13-0.24)
Sub-Saharan Africa,United Republic of Tanzania,Tanzania,13175(8433-20048),143(92-218),0.14(0.09-0.22)
Sub-Saharan Africa,Zambia,Zambia,3191(2218-4593),114(79-164),0.15(0.1-0.21)
Sub-Saharan Africa,Zimbabwe,Zimbabwe,3369(2862-4066),175(148-211),0.23(0.19-0.28)
,Cook Islands,,57(51-66),3277(2904-3766),0.53(0.47-0.61)
,Niue,,2(2-2),1288(1161-1463),0.61(0.55-0.69)
,Palestine,,2284(1842-2853),328(264-409),0.25(0.2-0.31)
,Tokelau,,1(1-1),757(647-904),0.4(0.35-0.48)
