Region,country,WBCountry,totalloss,pc_loss,tax %
Europe & Central Asia,Kyrgyzstan,Kyrgyz Republic,21308(18387-24368),2709(2337-3098),2.2(1.9-2.51)
Europe & Central Asia,Latvia,Latvia,41119(35711-47006),24768(21511-28314),2.46(2.13-2.81)
Europe & Central Asia,Lithuania,Lithuania,50296(44088-57341),21016(18422-23959),1.58(1.38-1.8)
Europe & Central Asia,Luxembourg,Luxembourg,111938(97877-127045),156534(136872-177660),5.47(4.79-6.21)
Europe & Central Asia,Monaco,Monaco,10064(8729-11623),235156(203944-271579),4.29(3.72-4.95)
Europe & Central Asia,Montenegro,Montenegro,16208(14037-18456),26366(22834-30022),4.71(4.08-5.37)
Europe & Central Asia,Netherlands,Netherlands,816400(724588-924102),47006(41720-53207),3.29(2.92-3.72)
Europe & Central Asia,North Macedonia,North Macedonia,65965(55628-76500),33015(27842-38288),7.01(5.91-8.13)
Europe & Central Asia,Norway,Norway,374913(335650-418610),61916(55431-69132),4.29(3.84-4.79)
Europe & Central Asia,Poland,Poland,2229107(1960764-2508679),61981(54520-69755),5.35(4.71-6.03)
Europe & Central Asia,Portugal,Portugal,464922(392843-550499),47886(40462-56700),5.4(4.56-6.39)
Europe & Central Asia,Republic of Moldova,Moldova,34734(30088-40149),9274(8034-10720),3.35(2.9-3.87)
Europe & Central Asia,Romania,Romania,645940(551046-748780),36315(30980-42097),3.38(2.88-3.92)
Europe & Central Asia,Russian Federation,Russian Federation,1735889(1541214-1961396),12298(10919-13896),2.17(1.92-2.45)
Europe & Central Asia,San Marino,San Marino,1892(1634-2196),55288(47759-64183),3.85(3.33-4.47)
Europe & Central Asia,Serbia,Serbia,211516(179323-240556),26605(22556-30258),5.16(4.38-5.87)
Europe & Central Asia,Slovakia,Slovak Republic,177419(151281-206267),33568(28623-39026),3.58(3.05-4.16)
Europe & Central Asia,Slovenia,Slovenia,111749(98075-124129),55179(48427-61292),4.59(4.03-5.1)
Europe & Central Asia,Spain,Spain,2202709(1795443-2714887),48314(39381-59548),4.83(3.94-5.96)
Europe & Central Asia,Sweden,Sweden,491635(434807-558809),45529(40266-51750),3.37(2.98-3.84)
Europe & Central Asia,Switzerland,Switzerland,564899(477986-667989),60540(51226-71588),3.78(3.2-4.47)
Europe & Central Asia,Tajikistan,Tajikistan,53163(45582-61507),4166(3572-4820),3.17(2.72-3.67)
Europe & Central Asia,Turkey,Turkey,1877947(1534393-2275748),20539(16782-24890),2.18(1.78-2.64)
Europe & Central Asia,Turkmenistan,Turkmenistan,49873(42823-58042),7054(6057-8210),2.26(1.94-2.63)
Europe & Central Asia,Ukraine,Ukraine,39218(34869-43875),994(884-1112),1.43(1.27-1.59)
Europe & Central Asia,United Kingdom,United Kingdom,4005506(3576682-4479628),56134(50125-62779),5.58(4.98-6.24)
Europe & Central Asia,Uzbekistan,Uzbekistan,369787(316283-430804),9528(8150-11101),3.37(2.89-3.93)
Latin America & Caribbean,Antigua and Barbuda,Antigua and Barbuda,2414(2106-2757),22713(19818-25946),4.69(4.09-5.35)
Latin America & Caribbean,Argentina,Argentina,458033(399158-523154),9070(7905-10360),2.29(1.99-2.61)
Latin America & Caribbean,Bahamas,"Bahamas, The",10596(9120-12221),24318(20930-28046),3.76(3.23-4.33)
Latin America & Caribbean,Barbados,Barbados,5348(4571-6175),18673(15961-21562),6.4(5.47-7.39)
Latin America & Caribbean,Belize,Belize,1567(1318-1849),3175(2671-3747),2.68(2.26-3.16)
Latin America & Caribbean,Bolivia (Plurinational State of),Bolivia,72227(61581-84896),5199(4432-6111),2.54(2.16-2.98)
Latin America & Caribbean,Brazil,Brazil,1694413(1502578-1907354),7534(6681-8481),2.65(2.35-2.98)
Latin America & Caribbean,Chile,Chile,394006(338561-461911),19901(17101-23331),3.35(2.88-3.93)
Latin America & Caribbean,Colombia,Colombia,722044(633146-812747),13347(11704-15024),3.57(3.13-4.02)
Latin America & Caribbean,Costa Rica,Costa Rica,166171(142668-190079),29995(25753-34311),5.28(4.53-6.04)
Latin America & Caribbean,Cuba,Cuba,210283(183419-240531),19299(16833-22075),5.02(4.38-5.74)
Latin America & Caribbean,Dominica,Dominica,1050(923-1194),14486(12740-16473),5.83(5.12-6.63)
Latin America & Caribbean,Dominican Republic,Dominican Republic,187934(159614-222404),15636(13280-18504),2.35(1.99-2.78)
Latin America & Caribbean,Ecuador,Ecuador,89760(79041-102985),4335(3817-4974),2.15(1.89-2.46)
Latin America & Caribbean,El Salvador,El Salvador,58363(50188-67560),8566(7366-9915),4.17(3.58-4.83)
Latin America & Caribbean,Grenada,Grenada,2328(2045-2647),20138(17690-22899),4.91(4.31-5.58)
Latin America & Caribbean,Guatemala,Guatemala,119655(104657-137192),5283(4621-6057),2.6(2.27-2.98)
Latin America & Caribbean,Guyana,Guyana,62359(54907-70648),75872(66804-85957),4.54(4.0-5.14)
Latin America & Caribbean,Haiti,Haiti,22321(19069-25988),1681(1437-1958),2.95(2.52-3.44)
Latin America & Caribbean,Honduras,Honduras,46961(40525-54036),3899(3364-4486),2.83(2.44-3.25)
Latin America & Caribbean,Jamaica,Jamaica,23317(19432-27313),7714(6429-9036),3.94(3.28-4.62)
Latin America & Caribbean,Mexico,Mexico,2011391(1782551-2261235),13927(12343-15657),3.54(3.14-3.98)
Latin America & Caribbean,Nicaragua,Nicaragua,28691(24877-32822),3736(3239-4274),3.01(2.61-3.44)
Latin America & Caribbean,Panama,Panama,121372(105382-139302),23533(20432-27009),3.16(2.74-3.63)
Latin America & Caribbean,Paraguay,Paraguay,58070(49581-67270),7050(6020-8167),2.2(1.88-2.55)
Latin America & Caribbean,Peru,Peru,154156(135786-176298),4153(3658-4749),1.41(1.24-1.61)
Latin America & Caribbean,Puerto Rico,Puerto Rico,139878(123831-156591),50872(45036-56950),7.12(6.3-7.97)
Latin America & Caribbean,Saint Kitts and Nevis,St. Kitts and Nevis,1525(1329-1747),27318(23803-31288),4.66(4.06-5.33)
Latin America & Caribbean,Saint Lucia,St. Lucia,3339(2953-3761),17870(15804-20130),6.26(5.53-7.05)
Latin America & Caribbean,Saint Vincent and the Grenadines,St. Vincent and the Grenadines,2019(1782-2280),18030(15915-20355),5.55(4.9-6.27)
Latin America & Caribbean,Suriname,Suriname,10298(8962-11877),15989(13915-18442),5.95(5.18-6.86)
Latin America & Caribbean,Trinidad and Tobago,Trinidad and Tobago,41169(36565-46532),29524(26223-33370),6.48(5.76-7.33)
Latin America & Caribbean,United States Virgin Islands,Virgin Islands (U.S.),7038(6155-8084),72602(63500-83393),5.94(5.2-6.83)
Latin America & Caribbean,Uruguay,Uruguay,39600(34472-44939),11044(9614-12533),2.2(1.91-2.49)
Latin America & Caribbean,Venezuela (Bolivarian Republic of),"Venezuela, RB",306381(268056-349008),8977(7854-10226),3.72(3.26-4.24)
Middle East & North Africa,Algeria,Algeria,404830(346269-475179),7659(6551-8990),3.39(2.9-3.98)
Middle East & North Africa,Bahrain,Bahrain,57553(53784-63197),27682(25870-30397),2.91(2.72-3.19)
Middle East & North Africa,Djibouti,Djibouti,4767(3970-5685),4110(3423-4901),1.83(1.53-2.19)
Middle East & North Africa,Egypt,"Egypt, Arab Rep.",1112495(949009-1306401),8505(7255-9987),2.25(1.92-2.64)
Middle East & North Africa,Iran (Islamic Republic of),"Iran, Islamic Rep.",852920(731679-985879),8971(7696-10370),3.1(2.66-3.58)
Middle East & North Africa,Iraq,Iraq,358671(315875-405152),6468(5697-7307),3.04(2.67-3.43)
Middle East & North Africa,Israel,Israel,288381(247470-332276),27035(23200-31151),2.38(2.04-2.74)
Middle East & North Africa,Jordan,Jordan,102351(88214-118008),9008(7764-10386),3.76(3.24-4.33)
Middle East & North Africa,Kuwait,Kuwait,101793(86971-117812),20694(17681-23951),2.37(2.02-2.74)
Middle East & North Africa,Lebanon,Lebanon,16107(13931-18534),2517(2177-2897),3.89(3.37-4.48)
Middle East & North Africa,Libya,Libya,328891(282197-383382),41999(36036-48957),4.04(3.46-4.7)
Middle East & North Africa,Malta,Malta,52040(46246-58329),117847(104725-132089),5.78(5.14-6.48)
Middle East & North Africa,Morocco,Morocco,458477(399424-523278),10868(9469-12405),5.98(5.21-6.82)
Middle East & North Africa,Oman,Oman,144069(123561-167573),23469(20128-27298),3.56(3.05-4.14)
Middle East & North Africa,Qatar,Qatar,101009(92263-110643),29302(26765-32096),1.62(1.48-1.78)
Middle East & North Africa,Saudi Arabia,Saudi Arabia,1269447(1112648-1451459),31289(27424-35775),3.09(2.71-3.53)
Middle East & North Africa,Syrian Arab Republic,Syrian Arab Republic,49359(42195-57271),1793(1533-2080),3.21(2.74-3.72)
Middle East & North Africa,Tunisia,Tunisia,158305(135052-184590),12187(10397-14211),5.52(4.71-6.44)
Middle East & North Africa,United Arab Emirates,United Arab Emirates,723570(611804-856108),68885(58245-81503),3.96(3.35-4.68)
Middle East & North Africa,Yemen,"Yemen, Rep.",31719(26627-37835),805(676-961),1.41(1.18-1.68)
North America,Bermuda,Bermuda,6770(5856-7767),115424(99843-132432),4.23(3.66-4.86)
North America,Canada,Canada,1384306(1200473-1591928),32935(28562-37875),3.11(2.7-3.58)
North America,United States of America,United States,30381848(26776443-34487709),85034(74943-96526),5.69(5.01-6.46)
South Asia,Afghanistan,Afghanistan,30898(25975-36863),591(497-705),1.99(1.68-2.38)
South Asia,Bangladesh,Bangladesh,1126573(965709-1310977),6180(5297-7191),2.49(2.14-2.9)
South Asia,Bhutan,Bhutan,8021(6898-9352),9362(8051-10915),2.55(2.19-2.98)
South Asia,India,India,20247601(17645660-23155532),13171(11478-15062),4.84(4.22-5.53)
South Asia,Maldives,Maldives,8013(6849-9237),14669(12539-16911),2.89(2.47-3.33)
South Asia,Nepal,Nepal,93810(80260-109368),2790(2387-3253),2.11(1.8-2.46)
South Asia,Pakistan,Pakistan,997201(828777-1191156),3540(2942-4228),2.69(2.24-3.22)
South Asia,Sri Lanka,Sri Lanka,738348(641815-855636),33605(29211-38943),8.89(7.73-10.3)
Sub-Saharan Africa,Angola,Angola,41217(34015-49872),776(641-939),0.95(0.78-1.15)
Sub-Saharan Africa,Benin,Benin,20779(17213-24992),1164(964-1400),1.2(0.99-1.44)
Sub-Saharan Africa,Botswana,Botswana,15091(13390-17064),5097(4523-5764),1.44(1.27-1.62)
Sub-Saharan Africa,Burkina Faso,Burkina Faso,26839(21997-32164),852(699-1021),1.36(1.11-1.63)
Sub-Saharan Africa,Burundi,Burundi,1325(1101-1593),73(61-88),0.6(0.5-0.72)
Sub-Saharan Africa,Cabo Verde,Cabo Verde,3232(2750-3730),5151(4383-5945),3.03(2.58-3.5)
Sub-Saharan Africa,Cameroon,Cameroon,30631(25219-37070),806(663-975),0.86(0.71-1.05)
Sub-Saharan Africa,Central African Republic,Central African Republic,2436(2052-2882),370(312-438),1.6(1.35-1.89)
Sub-Saharan Africa,Chad,Chad,5320(4445-6337),214(179-255),0.93(0.78-1.11)
Sub-Saharan Africa,Comoros,Comoros,870(721-1049),746(618-900),1.1(0.91-1.32)
Sub-Saharan Africa,Congo,"Congo, Rep.",4028(3361-4826),506(422-607),1.29(1.08-1.55)
Sub-Saharan Africa,Côte d'Ivoire,Cote d'Ivoire,103045(88127-120973),2701(2310-3171),1.4(1.2-1.65)
Sub-Saharan Africa,Democratic Republic of the Congo,"Congo, Dem. Rep.",63919(52589-77336),460(378-556),1.55(1.28-1.88)
Sub-Saharan Africa,Equatorial Guinea,Equatorial Guinea,3992(3365-4723),1892(1595-2238),1.39(1.17-1.64)
Sub-Saharan Africa,Eritrea,Eritrea,3200(2671-3835),680(568-815),1.08(0.9-1.29)
Sub-Saharan Africa,Eswatini,Eswatini,4573(3855-5432),3237(2729-3846),1.8(1.51-2.13)
Sub-Saharan Africa,Ethiopia,Ethiopia,136590(113622-162449),853(709-1014),0.78(0.65-0.93)
Sub-Saharan Africa,Gabon,Gabon,13393(11542-15638),4451(3836-5197),1.52(1.31-1.77)
Sub-Saharan Africa,Gambia,"Gambia, The",2389(2000-2850),663(555-790),1.13(0.95-1.35)
Sub-Saharan Africa,Ghana,Ghana,98791(79948-121857),2386(1931-2943),1.42(1.15-1.75)
Sub-Saharan Africa,Guinea,Guinea,20754(17355-24765),1076(900-1284),1.11(0.93-1.33)
Sub-Saharan Africa,Guinea-Bissau,Guinea-Bissau,1580(1317-1894),577(481-692),1.13(0.94-1.36)
Sub-Saharan Africa,Kenya,Kenya,56721(48362-66792),778(664-917),0.61(0.52-0.72)
Sub-Saharan Africa,Lesotho,Lesotho,1774(1473-2155),735(611-893),1.71(1.42-2.08)
Sub-Saharan Africa,Liberia,Liberia,2589(2178-3084),363(306-433),1.41(1.19-1.68)
Sub-Saharan Africa,Madagascar,Madagascar,11879(9760-14247),295(242-354),0.9(0.74-1.08)
Sub-Saharan Africa,Malawi,Malawi,11304(9454-13535),400(335-479),1.12(0.94-1.35)
Sub-Saharan Africa,Mali,Mali,18029(15104-21433),578(484-687),1.03(0.87-1.23)
Sub-Saharan Africa,Mauritania,Mauritania,9886(8349-11704),1467(1239-1737),1.1(0.93-1.31)
Sub-Saharan Africa,Mauritius,Mauritius,43180(36142-50226),34521(28895-40155),6.12(5.12-7.11)
Sub-Saharan Africa,Mozambique,Mozambique,15110(12913-17914),319(273-379),0.98(0.84-1.16)
Sub-Saharan Africa,Namibia,Namibia,6290(5430-7268),1932(1668-2232),1.26(1.08-1.45)
Sub-Saharan Africa,Niger,Niger,12996(10924-15401),305(256-361),0.87(0.74-1.04)
Sub-Saharan Africa,Nigeria,Nigeria,285765(243390-334420),958(816-1122),1.1(0.93-1.28)
Sub-Saharan Africa,Rwanda,Rwanda,14846(11938-18207),827(665-1014),0.99(0.8-1.22)
Sub-Saharan Africa,Sao Tome and Principe,Sao Tome and Principe,398(334-472),1326(1112-1570),1.42(1.19-1.68)
Sub-Saharan Africa,Senegal,Senegal,49455(41168-59341),2019(1680-2422),1.82(1.52-2.19)
Sub-Saharan Africa,Seychelles,Seychelles,4172(3624-4791),40484(35163-46492),4.95(4.3-5.68)
Sub-Saharan Africa,Sierra Leone,Sierra Leone,1856(1555-2218),177(148-211),0.58(0.49-0.69)
Sub-Saharan Africa,Somalia,Somalia,5500(4588-6606),223(186-268),0.91(0.76-1.09)
Sub-Saharan Africa,South Africa,South Africa,345479(307989-390694),5056(4508-5718),2.02(1.8-2.29)
Sub-Saharan Africa,South Sudan,South Sudan,5946(4986-7130),386(324-463),0.97(0.81-1.17)
Sub-Saharan Africa,Sudan,Sudan,130662(111857-152014),2113(1809-2458),2.88(2.47-3.35)
Sub-Saharan Africa,Togo,Togo,8913(7436-10653),762(636-911),1.17(0.98-1.4)
Sub-Saharan Africa,Uganda,Uganda,45082(37006-55008),672(551-819),1.02(0.84-1.25)
Sub-Saharan Africa,United Republic of Tanzania,Tanzania,62785(50114-78658),683(545-856),0.82(0.66-1.03)
Sub-Saharan Africa,Zambia,Zambia,15768(12923-19419),561(460-691),0.84(0.69-1.04)
Sub-Saharan Africa,Zimbabwe,Zimbabwe,14646(12481-17309),760(647-898),1.15(0.98-1.36)
,Cook Islands,,654(580-735),37541(33313-42183),7.13(6.33-8.01)
,Niue,,26(24-30),15580(13889-17496),8.62(7.68-9.68)
,Palestine,,19271(16578-22158),2766(2379-3180),2.43(2.09-2.8)
,Tokelau,,11(10-13),7774(6797-8933),4.86(4.25-5.58)
