Region,country,WBCountry,totalloss,pc_loss,tax %
Sub-Saharan Africa,Côte d'Ivoire,Cote d'Ivoire,84372(70934-100966),2212(1859-2647),0.95(0.8-1.14)
Sub-Saharan Africa,Democratic Republic of the Congo,"Congo, Dem. Rep.",53285(42926-65881),383(309-474),1.09(0.88-1.35)
Sub-Saharan Africa,Equatorial Guinea,Equatorial Guinea,2925(2431-3512),1386(1152-1665),0.93(0.77-1.11)
Sub-Saharan Africa,Eritrea,Eritrea,2620(2156-3188),557(458-678),0.75(0.62-0.92)
Sub-Saharan Africa,Eswatini,Eswatini,3539(2912-4303),2506(2062-3047),1.2(0.98-1.45)
Sub-Saharan Africa,Ethiopia,Ethiopia,112773(92053-136660),704(575-853),0.53(0.43-0.64)
Sub-Saharan Africa,Gabon,Gabon,11944(10203-14118),3969(3391-4692),1.16(0.99-1.37)
Sub-Saharan Africa,Gambia,"Gambia, The",1930(1585-2343),535(440-650),0.77(0.63-0.94)
Sub-Saharan Africa,Ghana,Ghana,82319(65049-103671),1988(1571-2503),0.99(0.79-1.25)
Sub-Saharan Africa,Guinea,Guinea,16964(13883-20711),879(720-1074),0.75(0.62-0.92)
Sub-Saharan Africa,Guinea-Bissau,Guinea-Bissau,1336(1095-1639),488(400-598),0.81(0.66-0.99)
Sub-Saharan Africa,Kenya,Kenya,51512(43776-61117),707(601-839),0.46(0.39-0.55)
Sub-Saharan Africa,Lesotho,Lesotho,1403(1146-1736),582(475-720),1.18(0.97-1.47)
Sub-Saharan Africa,Liberia,Liberia,1990(1652-2403),279(232-337),0.94(0.78-1.14)
Sub-Saharan Africa,Madagascar,Madagascar,9892(8060-12109),246(200-301),0.63(0.52-0.78)
Sub-Saharan Africa,Malawi,Malawi,9264(7635-11256),328(270-399),0.78(0.64-0.95)
Sub-Saharan Africa,Mali,Mali,14672(12031-17797),470(385-570),0.71(0.58-0.86)
Sub-Saharan Africa,Mauritania,Mauritania,7489(6217-9024),1111(923-1339),0.71(0.59-0.85)
Sub-Saharan Africa,Mauritius,Mauritius,26406(21979-31288),21111(17572-25014),3.18(2.65-3.77)
Sub-Saharan Africa,Mozambique,Mozambique,14521(12341-17343),307(261-366),0.79(0.68-0.95)
Sub-Saharan Africa,Namibia,Namibia,5202(4477-6055),1597(1375-1860),0.9(0.78-1.05)
Sub-Saharan Africa,Niger,Niger,10839(9023-13025),254(212-305),0.61(0.51-0.73)
Sub-Saharan Africa,Nigeria,Nigeria,214641(179904-255401),720(603-857),0.71(0.6-0.85)
Sub-Saharan Africa,Rwanda,Rwanda,12006(9408-15102),669(524-841),0.66(0.52-0.84)
Sub-Saharan Africa,Sao Tome and Principe,Sao Tome and Principe,312(258-375),1038(859-1247),0.95(0.78-1.14)
Sub-Saharan Africa,Senegal,Senegal,40595(33590-49440),1657(1371-2018),1.25(1.03-1.52)
Sub-Saharan Africa,Seychelles,Seychelles,2647(2282-3065),25687(22147-29740),2.65(2.29-3.07)
Sub-Saharan Africa,Sierra Leone,Sierra Leone,1454(1200-1764),139(114-168),0.4(0.33-0.48)
Sub-Saharan Africa,Somalia,Somalia,4665(3829-5694),189(155-231),0.66(0.54-0.8)
Sub-Saharan Africa,South Africa,South Africa,260439(229345-297578),3812(3357-4355),1.32(1.17-1.51)
Sub-Saharan Africa,South Sudan,South Sudan,4959(4091-6041),322(266-392),0.69(0.57-0.84)
Sub-Saharan Africa,Sudan,Sudan,100958(85122-119226),1633(1376-1928),1.92(1.62-2.27)
Sub-Saharan Africa,Togo,Togo,7081(5799-8641),606(496-739),0.78(0.64-0.95)
Sub-Saharan Africa,Uganda,Uganda,40521(32674-50472),604(487-752),0.77(0.62-0.96)
Sub-Saharan Africa,United Republic of Tanzania,Tanzania,54815(42828-70408),597(466-766),0.6(0.47-0.77)
Sub-Saharan Africa,Zambia,Zambia,13860(11119-17434),494(396-621),0.63(0.51-0.8)
Sub-Saharan Africa,Zimbabwe,Zimbabwe,12024(10130-14312),624(526-742),0.82(0.69-0.97)
,Cook Islands,,385(339-437),22106(19469-25056),3.59(3.16-4.07)
,Niue,,15(13-17),8876(7860-10037),4.2(3.72-4.74)
,Palestine,,13693(11637-15978),1965(1670-2293),1.48(1.25-1.72)
,Tokelau,,7(6-8),4895(4243-5671),2.61(2.26-3.03)
