Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
GHA,0.0279087734,0.0317252946,0.028882091,0.0283229733,0.0277140665,0.0364265633,0.0368296194,0.0381368589,0.0389917445,0.0442220068,0.0425117254,0.0471008253,0.0403214407,0.0462300539,0.0410044813,0.0462171459,0.0346157742,0.0335796332,0.0348865867,0.0341858864,0.0349363348,0.035703257,0.0364870147,0.0372879774,0.0381065229,0.038943037,0.0397979144,0.0406715579,0.0415643797,0.0424768008,0.0434092512,0.0443621709,0.045336009,0.0463312248,0.0473482875,0.0483876769,0.0494498829,0.0505354064,0.0516447594,0.0527784648,0.0539370574,0.0551210833,0.056331101,0.057567681,0.0588314064,0.0601228731,0.0614426901,0.0627914796,0.0641698778,0.0655785346,0.0670181142
GIN,0.0474567652,0.0488881445,0.053613739,0.047780695,0.0478209734,0.0404247189,0.0361069894,0.0343232441,0.0326223779,0.0357716823,0.0342734981,0.0378955078,0.0350398302,0.0346079683,0.0478097677,0.0580920601,0.0539708233,0.0391060591,0.0363913226,0.0398389959,0.0397159425,0.0395932693,0.0394709749,0.0393490583,0.0392275182,0.0391063536,0.0389855632,0.0388651459,0.0387451006,0.038625426,0.0385061211,0.0383871847,0.0382686156,0.0381504128,0.0380325751,0.0379151014,0.0377979905,0.0376812413,0.0375648528,0.0374488237,0.037333153,0.0372178396,0.0371028824,0.0369882803,0.0368740321,0.0367601369,0.0366465934,0.0365334006,0.0364205575,0.0363080629,0.0361959158
GMB,0.0663892317,0.0570734835,0.0635030413,0.0556995296,0.0554182816,0.0572842979,0.0619758415,0.0567628479,0.0546723223,0.0518213415,0.0508982468,0.0549951601,0.051643424,0.0391374874,0.04451684,0.0317612934,0.0368266177,0.0414472675,0.048878727,0.0382171082,0.0371661707,0.036144133,0.0351502005,0.0341836003,0.0332435808,0.0323294109,0.03144038,0.0305757967,0.0297349886,0.0297349886,0.0297349886,0.0297349886,0.0297349886,0.0297349886,0.0297349886,0.0297349886,0.0297349886,0.0297349886,0.0297349886,0.0297349886,0.0297349886,0.0297349886,0.0297349886,0.0297349886,0.0297349886,0.0297349886,0.0297349886,0.0297349886,0.0297349886,0.0297349886,0.0297349886
GNB,0.0674484873,0.0670832253,0.0582295132,0.0588066721,0.0747920132,0.072509346,0.0728979492,0.072952776,0.0704291964,0.0694844484,0.062611661,0.0621634817,0.0594403839,0.0703947115,0.0996897316,0.0813228226,0.0832881451,0.0700049543,0.0762560892,0.0834976101,0.0841529597,0.084813453,0.0854791303,0.0861500323,0.0868262,0.0875076748,0.0881944983,0.0888867125,0.0895843597,0.0902874825,0.0909961239,0.0917103273,0.0924301363,0.0931555948,0.0938867473,0.0946236383,0.0953663131,0.0961148168,0.0968691954,0.0976294949,0.0983957617,0.0991680428,0.0999463853,0.1007308368,0.1015214452,0.1023182589,0.1031213266,0.1039306973,0.1047464206,0.1055685462,0.1063971245
GNQ,0.0214653134,0.0220352745,0.0234720826,0.0197840834,0.0166348076,0.0149993956,0.0151855373,0.0157114804,0.0182898772,0.0184398258,0.0181856561,0.0155349779,0.0126357603,0.0187566769,0.0219292378,0.0291533303,0.0314450336,0.0295976138,0.0306170225,0.0313503671,0.0320329607,0.0327304164,0.033443058,0.0341712158,0.034915228,0.0356754395,0.0364522032,0.0372458794,0.0380568364,0.0388854504,0.0397321058,0.0405971956,0.041481121,0.0423842921,0.0433071281,0.044250057,0.0452135164,0.0461979533,0.0472038244,0.0482315963,0.049281746,0.0503547607,0.0514511382,0.0525713872,0.0537160275,0.0548855901,0.0560806176,0.0573016646,0.0585492975,0.0598240952,0.0611266491
GRC,0.0724332571,0.079878397,0.0823378086,0.0844915676,0.0809390354,0.0856466961,0.0825866985,0.0839808178,0.0882774258,0.0940688515,0.0959662342,0.0919330311,0.0892377281,0.0836682224,0.0790779018,0.0806892395,0.0832109451,0.0810309219,0.0795876884,0.0783788586,0.0786274878,0.0788769057,0.0791271147,0.0793781175,0.0796299165,0.0798825142,0.0801359132,0.080390116,0.0806451252,0.0809009433,0.0811575729,0.0814150166,0.0816732769,0.0819323564,0.0821922578,0.0824529837,0.0827145366,0.0829769192,0.0832401341,0.0835041839,0.0837690714,0.0840347991,0.0843013698,0.084568786,0.0848370505,0.0851061661,0.0853761352,0.0856469608,0.0859186455,0.086191192,0.086464603
GRD,0.0535886383,0.0562456989,0.061756978,0.0528485727,0.0536568451,0.0514460278,0.0511352158,0.0523867893,0.05386199,0.0543471003,0.0541881227,0.0580423355,0.0582235813,0.0562652922,0.0477353573,0.0464675617,0.0443910027,0.0465701056,0.0457647324,0.0496524,0.0493454424,0.0490403825,0.0487372085,0.0484359087,0.0481364716,0.0478388857,0.0475431395,0.0472492216,0.0469571208,0.0466668258,0.0463783254,0.0460916086,0.0458066643,0.0455234815,0.0452420495,0.0449623572,0.0446843941,0.0444081494,0.0441336124,0.0438607727,0.0435896197,0.043320143,0.0430523323,0.0427861771,0.0425216674,0.042258793,0.0419975436,0.0417379094,0.0414798802,0.0412234462,0.0409685975
GTM,0.0539686108,0.0607015848,0.0601308298,0.0615313578,0.0626182795,0.0614832115,0.0636372948,0.0619192553,0.0608125973,0.0633950901,0.0612487125,0.0596316576,0.0607307673,0.0577188921,0.058885684,0.0600602055,0.0607008219,0.0613921785,0.0612415409,0.0621161032,0.0620568628,0.0619976789,0.0619385514,0.0618794803,0.0618204656,0.0617615071,0.0617026049,0.0616437589,0.0615849689,0.0615262351,0.0614675572,0.0614089353,0.0613503694,0.0612918592,0.0612334049,0.0611750063,0.0611166635,0.0610583762,0.0610001446,0.0609419685,0.0608838478,0.0608257826,0.0607677728,0.0607098183,0.0606519191,0.0605940751,0.0605362862,0.0604785525,0.0604208738,0.0603632502,0.0603056815
GUY,0.0318737936,0.0305506778,0.0319353795,0.0326884198,0.0343770432,0.0379409742,0.0393144441,0.0428126192,0.0420242214,0.0435117102,0.0421897697,0.0417213488,0.037081871,0.0380231333,0.0394755459,0.0402264786,0.0401842117,0.0431911182,0.0490492487,0.0493048668,0.0499866575,0.0506778761,0.0513786529,0.05208912,0.0528094116,0.0535396634,0.0542800131,0.0550306005,0.055791567,0.0565630562,0.0573452137,0.0581381868,0.0589421252,0.0597571805,0.0605835065,0.0614212589,0.0622705959,0.0631316775,0.0640046662,0.0648897267,0.0657870258,0.0666967328,0.0676190194,0.0685540593,0.0695020291,0.0704631074,0.0714374756,0.0724253174,0.0734268191,0.0744421697,0.0754715606
HIC,0.0942226534,0.0991364359,0.1034563147,0.1051570161,0.1047712528,0.1051461352,0.1056675983,0.1055192919,0.1072266341,0.1167257331,0.1157196122,0.1158839989,0.1171414207,0.1174238848,0.1189591335,0.1228357623,0.1245483724,0.1241220174,0.1233962255,0.1253420741,0.1253420741,0.1253420741,0.1253420741,0.1253420741,0.1253420741,0.1253420741,0.1253420741,0.1253420741,0.1253420741,0.1253420741,0.1253420741,0.1253420741,0.1253420741,0.1253420741,0.1253420741,0.1253420741,0.1253420741,0.1253420741,0.1253420741,0.1253420741,0.1253420741,0.1253420741,0.1253420741,0.1253420741,0.1253420741,0.1253420741,0.1253420741,0.1253420741,0.1253420741,0.1253420741,0.1253420741
HND,0.0626817942,0.0592998314,0.062445755,0.068900466,0.0685484314,0.0750086403,0.0786318684,0.0808494949,0.0860362625,0.089959259,0.0872536373,0.0879187012,0.0865655136,0.0847723007,0.0791455746,0.0748378992,0.0769098616,0.0698996687,0.0721891975,0.072839179,0.0736693665,0.0745090161,0.0753582356,0.0762171341,0.077085822,0.0779644107,0.0788530132,0.0797517436,0.0806607173,0.0815800511,0.082509863,0.0834502725,0.0844014004,0.0853633687,0.0863363012,0.0873203227,0.0883155596,0.0893221397,0.0903401924,0.0913698484,0.0924112399,0.0934645007,0.0945297662,0.095607173,0.0966968596,0.097798966,0.0989136336,0.1000410057,0.1011812271,0.1023344443,0.1035008052
HPC,0.0407288685,0.0439604962,0.0457952386,0.0477348841,0.0490934344,0.0493923644,0.0507295238,0.0509720304,0.0490906386,0.0521816396,0.0507406315,0.0504532696,0.0491465438,0.0500519988,0.0493581765,0.0515817906,0.0495051915,0.0483207957,0.0465930924,0.0460123443,0.0462051395,0.0463987425,0.0465931567,0.0467883855,0.0469844323,0.0471813006,0.0473789938,0.0475775153,0.0477768687,0.0479770573,0.0481780848,0.0483799546,0.0485826702,0.0487862352,0.0489906532,0.0491959277,0.0494020623,0.0496090607,0.0498169263,0.050025663,0.0502352743,0.0504457638,0.0506571353,0.0508693925,0.0510825391,0.0512965787,0.0515115152,0.0517273523,0.0519440938,0.0521617435,0.0523803051
HRV,0.0771451426,0.072349987,0.0620509815,0.0635763264,0.0657048893,0.0690785742,0.0697907209,0.0747507524,0.0772871161,0.0817583179,0.080887022,0.0776850891,0.0778380489,0.0651796293,0.0670013046,0.0678702879,0.0682921791,0.0675844765,0.0678430557,0.0697861767,0.0698789276,0.0699718017,0.0700647993,0.0701579205,0.0702511654,0.0703445343,0.0704380273,0.0705316445,0.0706253862,0.0707192524,0.0708132434,0.0709073593,0.0710016003,0.0710959666,0.0711904583,0.0712850755,0.0713798186,0.0714746875,0.0715696825,0.0716648038,0.0717600515,0.0718554258,0.0719509269,0.0720465548,0.0721423099,0.0722381923,0.072334202,0.0724303394,0.0725266046,0.0726229977,0.0727195189
HTI,0.0395964003,0.0373088169,0.0340510392,0.0341427732,0.0344730067,0.0336843777,0.0353148794,0.0372829294,0.0379294419,0.0360447621,0.0462583256,0.0591197777,0.0556462383,0.0421974993,0.0462687111,0.0506690121,0.0490023947,0.0478747177,0.0457474232,0.0472808981,0.0487842268,0.0503353548,0.051935802,0.0535871365,0.0552909763,0.0570489909,0.0588629028,0.0607344892,0.0626655841,0.0646580794,0.0667139275,0.0688351426,0.0710238033,0.073282054,0.0756121072,0.0780162461,0.0804968263,0.0830562782,0.0856971097,0.0884219082,0.0912333435,0.0941341704,0.097127231,0.1002154581,0.1034018775,0.1066896112,0.1100818808,0.1135820098,0.1171934279,0.1209196735,0.1247643976
HUN,0.0677804375,0.0682614756,0.0712101698,0.0811923409,0.0777005482,0.0800078201,0.0778737354,0.0721529293,0.0709688091,0.072392807,0.0746319818,0.0749094248,0.0743017483,0.0724897766,0.0706011677,0.0685949564,0.0699535179,0.0675595856,0.0654620171,0.0635002232,0.0632221688,0.0629453319,0.0626697073,0.0623952895,0.0621220734,0.0618500536,0.0615792249,0.0613095822,0.0610411201,0.0607738336,0.0605077175,0.0602427666,0.059978976,0.0597163404,0.0594548548,0.0591945142,0.0589353136,0.058677248,0.0584203124,0.0581645019,0.0579098115,0.0576562363,0.0574037715,0.0571524122,0.0569021536,0.0566529907,0.056404919,0.0561579334,0.0559120294,0.0556672021,0.0554234469
IBD,0.0525823624,0.0531212936,0.0518922183,0.0520871576,0.0514491627,0.0511514837,0.0507314354,0.0498584052,0.050381546,0.05417555,0.0520130045,0.0515463102,0.052058817,0.0528000902,0.0531551587,0.0539255282,0.0539615032,0.0544780708,0.0540650223,0.0548222902,0.0549943742,0.0551669984,0.0553401645,0.0555138741,0.055688129,0.0558629309,0.0560382814,0.0562141824,0.0563906355,0.0565676425,0.0567452051,0.056923325,0.0571020041,0.057281244,0.0574610466,0.0576414135,0.0578223466,0.0580038477,0.0581859184,0.0583685607,0.0585517763,0.058735567,0.0589199346,0.0591048809,0.0592904077,0.0594765169,0.0596632103,0.0598504897,0.060038357,0.060226814,0.0604158625
IBT,0.051260252,0.0518682805,0.0506619059,0.0513116895,0.0506403372,0.0503832331,0.050021578,0.0492207844,0.0495729985,0.0531131102,0.0510730403,0.0507640537,0.051249897,0.0520146047,0.0522904578,0.0530284888,0.053058424,0.053529782,0.0530599813,0.0537446675,0.0539207598,0.054097429,0.0542746771,0.054452506,0.0546309174,0.0548099135,0.054989496,0.0551696669,0.0553504282,0.0555317817,0.0557137293,0.0558962732,0.0560794151,0.0562631571,0.0564475011,0.0566324491,0.0568180031,0.0570041651,0.057190937,0.0573783208,0.0575663186,0.0577549324,0.0579441642,0.0581340159,0.0583244897,0.0585155876,0.0587073116,0.0588996638,0.0590926463,0.059286261,0.0594805101
IDA,0.0364053093,0.0376671281,0.0375877079,0.0429632316,0.0418329745,0.0418382607,0.0421864147,0.0417552239,0.0400712874,0.0408604443,0.0395932897,0.0395112466,0.0395805981,0.0408523931,0.0404470817,0.0414395721,0.0408178692,0.0398367744,0.0385305539,0.0384701413,0.0384520719,0.038434011,0.0384159587,0.0383979148,0.0383798793,0.0383618524,0.0383438339,0.0383258239,0.0383078223,0.0382898292,0.0382718445,0.0382538683,0.0382359005,0.0382179412,0.0381999903,0.0381820478,0.0381641138,0.0381461882,0.038128271,0.0381103622,0.0380924619,0.0380745699,0.0380566863,0.0380388112,0.0380209444,0.0380030861,0.0379852361,0.0379673945,0.0379495613,0.0379317364,0.03791392
IDB,0.0334879416,0.0328121104,0.030208176,0.0396234414,0.0376835525,0.0385515005,0.0391707983,0.0380100139,0.036390867,0.0353954246,0.0354203366,0.0341258339,0.0347084996,0.0359215674,0.0354131167,0.0361776992,0.0372667656,0.03613901,0.0346830109,0.0354602733,0.035393536,0.0353269244,0.0352604381,0.035194077,0.0351278407,0.0350617291,0.0349957419,0.034929879,0.0348641399,0.0347985246,0.0347330328,0.0346676643,0.0346024187,0.034537296,0.0344722958,0.034407418,0.0343426622,0.0342780284,0.0342135161,0.0341491253,0.0340848557,0.034020707,0.0339566791,0.0338927716,0.0338289845,0.0337653174,0.0337017701,0.0336383424,0.0335750341,0.0335118449,0.0334487747
IDN,0.0185297656,0.021185019,0.0198062718,0.0224837184,0.0212002277,0.0253189397,0.026194644,0.0282385564,0.0254842281,0.0262324095,0.027908783,0.0298942471,0.0291427088,0.0286934805,0.0296433592,0.0292428517,0.0302147222,0.0290417194,0.0286757827,0.0290493584,0.0290493584,0.0290493584,0.0290493584,0.0290493584,0.0290493584,0.0290493584,0.0290493584,0.0290493584,0.0290493584,0.0290493584,0.0290493584,0.0290493584,0.0290493584,0.0290493584,0.0290493584,0.0290493584,0.0290493584,0.0290493584,0.0290493584,0.0290493584,0.0290493584,0.0290493584,0.0290493584,0.0290493584,0.0290493584,0.0290493584,0.0290493584,0.0290493584,0.0290493584,0.0290493584,0.0290493584
IDX,0.0382445785,0.040687182,0.0423720296,0.0451845922,0.0447651853,0.0442602776,0.0446147209,0.0446976396,0.0429451701,0.0447663255,0.042767882,0.0447746178,0.0448041626,0.0462720059,0.0459725891,0.0469743903,0.0443257617,0.0431312748,0.0418581683,0.0410284092,0.0411650488,0.0413021435,0.0414396948,0.0415777042,0.0417161731,0.0418551033,0.0419944961,0.0421343531,0.042274676,0.0424154661,0.0425567252,0.0426984546,0.0428406561,0.0429833312,0.0431264814,0.0432701084,0.0434142137,0.043558799,0.0437038657,0.0438494156,0.0439954502,0.0441419712,0.0442889801,0.0444364786,0.0445844684,0.044732951,0.0448819281,0.0450314013,0.0451813724,0.0453318429,0.0454828146
IND,0.0403493214,0.0426278114,0.0424016666,0.040084796,0.0395739222,0.0379116249,0.0363477802,0.0351754165,0.0351468062,0.0348537874,0.0327211905,0.0324634194,0.0332935309,0.0374944162,0.0361956549,0.0359565997,0.0350430417,0.0293597651,0.0295175385,0.030141468,0.0297038038,0.0297038038,0.0297038038,0.0297038038,0.0297038038,0.0297038038,0.0297038038,0.0297038038,0.0297038038,0.0297038038,0.0297038038,0.0297038038,0.0297038038,0.0297038038,0.0297038038,0.0297038038,0.0297038038,0.0297038038,0.0297038038,0.0297038038,0.0297038038,0.0297038038,0.0297038038,0.0297038038,0.0297038038,0.0297038038,0.0297038038,0.0297038038,0.0297038038,0.0297038038,0.0297038038
IRL,0.0590420008,0.0639664602,0.0667468452,0.070096755,0.0722300482,0.0764583445,0.0751655483,0.0780535555,0.0910927963,0.105062685,0.1050632477,0.10676898,0.1065266323,0.1029696083,0.0953489971,0.0731605005,0.074248991,0.0706397724,0.0686017275,0.0667931509,0.0681929925,0.0696221718,0.0710813037,0.0725710158,0.0740919491,0.075644758,0.0772301103,0.0788486883,0.0805011882,0.082188321,0.0839108125,0.0856694037,0.0874648512,0.0892979275,0.0911694211,0.0930801372,0.0950308978,0.0970225423,0.0990559273,0.1011319277,0.1032514367,0.105415366,0.1076246467,0.1098802292,0.1121830838,0.1145342014,0.1169345933,0.1193852924,0.1218873528,0.1244418511,0.1244418511
IRN,0.0477719402,0.0540086508,0.0477904272,0.0516859722,0.0516670179,0.0538635683,0.0529366922,0.0506425858,0.0529006815,0.0650478983,0.0669382286,0.0657423449,0.0658410263,0.0593868208,0.0675900412,0.0753802347,0.0857090187,0.0842790699,0.084627676,0.0671061659,0.0694762137,0.0719299665,0.0744703807,0.0771005169,0.079823544,0.0826427426,0.0855615094,0.0885833608,0.0917119376,0.0949510091,0.0983044778,0.1017763839,0.1053709104,0.1090923879,0.1129453002,0.1169342892,0.1210641608,0.1253398907,0.1253398907,0.1253398907,0.1253398907,0.1253398907,0.1253398907,0.1253398907,0.1253398907,0.1253398907,0.1253398907,0.1253398907,0.1253398907,0.1253398907,0.1253398907
IRQ,0.0299196076,0.0299196076,0.0299196076,0.0299196076,0.0384302664,0.0289739919,0.0242247868,0.0310637736,0.0303573871,0.0376825881,0.0323055601,0.0279131818,0.0269039416,0.0281939769,0.0279654908,0.0314434433,0.03492342,0.0419215298,0.0424407291,0.0447671509,0.0451048019,0.0454449996,0.0457877632,0.0461331121,0.0464810657,0.0468316437,0.0471848659,0.0475407523,0.0478993228,0.0482605979,0.0486245978,0.0489913432,0.0493608546,0.0497331531,0.0501082596,0.0504861953,0.0508669816,0.0512506398,0.0516371918,0.0520266593,0.0524190643,0.052814429,0.0532127757,0.0536141268,0.0540185051,0.0544259334,0.0548364346,0.055250032,0.0556667489,0.0560866089,0.0565096356
ISL,0.08929286,0.0878546429,0.0946551323,0.0972930241,0.0932854366,0.0894695091,0.0855709076,0.083535862,0.0834370804,0.0877518463,0.0836173058,0.0820293236,0.0818118858,0.0817555237,0.0822888947,0.0806978989,0.0809714699,0.0830908108,0.0844292068,0.0863868046,0.0856770071,0.0849730417,0.0842748604,0.0835824158,0.0828956606,0.0822145481,0.081539032,0.0808690663,0.0802046053,0.0795456039,0.0788920172,0.0782438007,0.0776009102,0.0769633021,0.0763309329,0.0757037595,0.0750817393,0.07446483,0.0738529894,0.0732461761,0.0726443487,0.0720474661,0.0714554879,0.0708683736,0.0702860834,0.0697085776,0.0691358168,0.0685677622,0.0680043749,0.0674456167,0.0668914496
ISR,0.067833848,0.0720983076,0.0713073444,0.0706917286,0.0701328945,0.0711729813,0.069061389,0.0688173389,0.0696061993,0.0706538868,0.0701663876,0.0699058676,0.0711508703,0.0707797098,0.0714262056,0.0709919786,0.0717326927,0.0728954744,0.0753235054,0.0746131897,0.0747731228,0.0749333988,0.0750940183,0.0752549821,0.0754162909,0.0755779455,0.0757399466,0.0759022949,0.0760649912,0.0762280363,0.0763914308,0.0765551756,0.0767192714,0.0768837189,0.0770485189,0.0772136722,0.0773791794,0.0775450414,0.077711259,0.0778778328,0.0780447637,0.0782120524,0.0783796997,0.0785477063,0.0787160731,0.0788848008,0.0790538901,0.0792233418,0.0793931568,0.0795633358,0.0797338795
ITA,0.0756665564,0.0773760843,0.0786693525,0.0783297729,0.0816549301,0.0833931828,0.0843673038,0.0813610077,0.0853282356,0.0895162296,0.0891602039,0.0877413177,0.0878352833,0.0877543831,0.0886791897,0.0885689163,0.0872533035,0.086777401,0.0867509365,0.0866856861,0.0874251343,0.0881708901,0.0889230074,0.0896815404,0.0904465439,0.0912180731,0.0919961835,0.0927809314,0.0935723734,0.0943705665,0.0951755685,0.0959874372,0.0968062314,0.0976320101,0.0984648329,0.0993047598,0.1001518515,0.101006169,0.1018677741,0.1027367289,0.103613096,0.1044969388,0.1053883209,0.1062873067,0.1071939611,0.1081083494,0.1090305377,0.1099605924,0.1108985807,0.1118445703,0.1127986293
JAM,0.0564462566,0.0515652943,0.0474544334,0.0422014093,0.0480435324,0.0454581738,0.0420788145,0.0532057667,0.0561143064,0.0514652538,0.0529506874,0.0523800802,0.0488511038,0.0495442057,0.0516565466,0.0562469387,0.0570086861,0.0614843798,0.0596785641,0.0609748316,0.0615962955,0.0622240934,0.06285829,0.0634989503,0.0641461404,0.0647999267,0.0654603765,0.0661275576,0.0668015388,0.0674823893,0.0681701791,0.068864979,0.0695668603,0.0702758954,0.070992157,0.0717157188,0.0724466553,0.0731850416,0.0739309537,0.0746844681,0.0754456625,0.0762146151,0.076991405,0.077776112,0.0785688169,0.0793696011,0.080178547,0.0809957378,0.0818212575,0.082655191,0.0834976241
JOR,0.0934367943,0.0958549213,0.0936340237,0.0884089088,0.0874985027,0.0859408951,0.0781179047,0.0804956055,0.0848880672,0.0922397041,0.0817025661,0.0814807701,0.0781799555,0.071659236,0.0720892906,0.074609561,0.0715642214,0.0798199606,0.0778079128,0.0758246946,0.0748099437,0.0738087731,0.072821001,0.0718464481,0.0708849375,0.0699362947,0.0690003474,0.0680769258,0.0671658622,0.0662669912,0.0653801497,0.0645051766,0.0636419132,0.0627902027,0.0619498905,0.0611208241,0.060302853,0.0594958287,0.0586996047,0.0579140364,0.0571389812,0.0563742985,0.0556198495,0.0548754971,0.0541411063,0.0534165437,0.0527016779,0.051996379,0.051300519,0.0506139716,0.0499366121
JPN,0.0703456163,0.0723947954,0.0735235357,0.0748654842,0.0753518438,0.0765818596,0.0768688822,0.0777935696,0.0808909321,0.089587822,0.090630064,0.1048780155,0.1067169189,0.1067438602,0.107290144,0.1074969959,0.1065891647,0.1065627003,0.1074838829,0.1074372482,0.11104721,0.114778469,0.1186351006,0.1226213176,0.1267414741,0.1267414741,0.1267414741,0.1267414741,0.1267414741,0.1267414741,0.1267414741,0.1267414741,0.1267414741,0.1267414741,0.1267414741,0.1267414741,0.1267414741,0.1267414741,0.1267414741,0.1267414741,0.1267414741,0.1267414741,0.1267414741,0.1267414741,0.1267414741,0.1267414741,0.1267414741,0.1267414741,0.1267414741,0.1267414741,0.1267414741
KAZ,0.0416031361,0.0347096992,0.0361480069,0.0372334647,0.0398308039,0.0390172553,0.0339824939,0.0270314932,0.0304952621,0.0349913716,0.0273641348,0.0260236716,0.0303725958,0.0266286707,0.0297468472,0.0304051137,0.0342235565,0.0305244446,0.028178606,0.0278745675,0.0278745675,0.0278745675,0.0278745675,0.0278745675,0.0278745675,0.0278745675,0.0278745675,0.0278745675,0.0278745675,0.0278745675,0.0278745675,0.0278745675,0.0278745675,0.0278745675,0.0278745675,0.0278745675,0.0278745675,0.0278745675,0.0278745675,0.0278745675,0.0278745675,0.0278745675,0.0278745675,0.0278745675,0.0278745675,0.0278745675,0.0278745675,0.0278745675,0.0278745675,0.0278745675,0.0278745675
KEN,0.0463924408,0.0480369139,0.0495863724,0.0516912365,0.0534494877,0.0531436443,0.0587344933,0.0599706697,0.0604985189,0.0602780342,0.0611675262,0.0581170082,0.0561369753,0.0551942158,0.054593358,0.0521938562,0.0514090776,0.041409831,0.0430564117,0.0459182692,0.0458392175,0.0457603019,0.0456815222,0.0456028781,0.0455243694,0.0454459958,0.0453677572,0.0452896532,0.0452116838,0.0451338485,0.0450561473,0.0449785798,0.0449011458,0.0448238452,0.0447466777,0.0446696429,0.0445927409,0.0445159712,0.0444393336,0.0443628281,0.0442864542,0.0442102118,0.0441341006,0.0440581205,0.0439822712,0.0439065525,0.0438309641,0.0437555059,0.0436801776,0.0436049789,0.0435299097
KGZ,0.0441414976,0.0427703285,0.0459219551,0.0582382107,0.0620281267,0.0745010662,0.083118391,0.0693210649,0.0652511883,0.0689873457,0.0695027208,0.0710729122,0.0850966358,0.0818745136,0.0735766459,0.0714930916,0.0641248226,0.0618586302,0.0501030922,0.0449454117,0.0455897302,0.0462432853,0.0469062095,0.0475786372,0.0482607044,0.0489525495,0.0496543126,0.0503661359,0.0510881636,0.0518205419,0.0525634194,0.0533169464,0.0540812756,0.054856562,0.0556429625,0.0564406365,0.0572497457,0.0580704539,0.0589029274,0.0597473349,0.0606038475,0.0614726387,0.0623538845,0.0632477635,0.0641544567,0.065074148,0.0660070235,0.0669532723,0.0679130862,0.0688866596,0.0698741896
KHM,0.0654149628,0.0701192331,0.0723566914,0.0695020199,0.0709425974,0.0685401773,0.0611896086,0.0490268278,0.0660109377,0.0758330584,0.0691169882,0.0750353193,0.0726115417,0.0710386801,0.0670157766,0.0619431591,0.0611648464,0.0572757244,0.0618275642,0.0698908329,0.0699369657,0.069983129,0.0700293228,0.070075547,0.0701218018,0.0701680871,0.0702144029,0.0702607494,0.0703071264,0.070353534,0.0703999722,0.0704464411,0.0704929407,0.070539471,0.070586032,0.0706326237,0.0706792462,0.0707258994,0.0707725835,0.0708192983,0.070866044,0.0709128206,0.070959628,0.0710064663,0.0710533355,0.0711002357,0.0711471668,0.0711941289,0.071241122,0.0712881462,0.0713352013
KIR,0.0864500046,0.1232934475,0.119012785,0.1066935253,0.1242028809,0.1150768661,0.1157650661,0.1135285187,0.1407539082,0.1343940926,0.0920724678,0.0858405113,0.0859842396,0.0946005249,0.0993768883,0.0798818541,0.0932036781,0.1068678665,0.116983633,0.1026414394,0.1006021859,0.0986034478,0.09664442,0.0947243138,0.0928423557,0.0909977878,0.0891898674,0.0874178662,0.0856810708,0.0839787815,0.0823103128,0.0806749929,0.079072163,0.0775011778,0.0759614045,0.074452223,0.0729730256,0.0715232164,0.0701022117,0.0687094392,0.0673443379,0.066006358,0.0646949608,0.0634096181,0.0621498123,0.0609150359,0.0597047918,0.0585185925,0.0573559603,0.0562164269,0.0550995335
KNA,0.0479933786,0.0439693737,0.0445210552,0.0475159693,0.0449067402,0.0472803879,0.0498203421,0.0479733467,0.0549402666,0.0547526932,0.0534327459,0.0527746201,0.0517226887,0.0526012945,0.0494039154,0.0531301308,0.0563215637,0.0559630823,0.0521287775,0.0539632845,0.0545451411,0.0551332716,0.0557277435,0.0563286253,0.0569359861,0.0575498957,0.0581704248,0.0587976447,0.0594316275,0.0600724463,0.0607201747,0.0613748871,0.062036659,0.0627055664,0.0633816862,0.0640650963,0.0647558752,0.0654541024,0.0661598583,0.0668732239,0.0675942813,0.0683231135,0.0690598043,0.0698044384,0.0705571015,0.0713178802,0.0720868619,0.0728641351,0.0736497893,0.0744439147,0.0752466028
KOR,0.0389759398,0.044276228,0.0416491032,0.044238739,0.0438896513,0.0461782169,0.0494396782,0.0511490726,0.0539896727,0.0578228998,0.0591734409,0.0600844383,0.0613262033,0.0624789429,0.0647438097,0.0665271664,0.0691432714,0.0710694933,0.0754388428,0.081641655,0.0845898648,0.0876445391,0.0908095226,0.0940887987,0.0974864946,0.1010068867,0.1046544058,0.1084336426,0.1123493536,0.1164064672,0.1206100895,0.1249655114,0.1249655114,0.1249655114,0.1249655114,0.1249655114,0.1249655114,0.1249655114,0.1249655114,0.1249655114,0.1249655114,0.1249655114,0.1249655114,0.1249655114,0.1249655114,0.1249655114,0.1249655114,0.1249655114,0.1249655114,0.1249655114,0.1249655114
