"Data Source","World Development Indicators",

"Last Updated Date","2022-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Bangladesh","BGD","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","-0.840906615995765","10.0399226067437","5.70444354275005","7.07628151550278","8.33293131362959","21.1431820523845","23.5284822468067","23.0995397210434","16.2948905366178","21.5202936429301","22.7760645678478","22.6253771914959","22.1958957938635","22.3461680861847","23.0244117898875","22.5604059246532","21.9940038300746","20.901202135505","22.4171600592845","22.1461544905179","23.1387940832004","24.397478698652","25.8340547261519","26.6599568153793","27.7974576904575","28.4222904329444","30.7491764310818","30.164596698861","31.5774006681766","32.3626785019222","35.3385044712444","36.3174346160884","37.3825328689718","38.9761185689537","38.7814710218957","38.0572359176733","40.5958968437059","39.7459359148747","37.7792925787848","36.7337698577498","37.1161882683899","35.2334339904689","33.2689455674295","35.729067312202","35.5768975968797",
"Bulgaria","BGR","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","29.6766313830406","36.0615428859012","34.9246889325475","33.7623177906126","35.3292770334913","31.8496838501256","32.1216716341601","30.3331663532368","32.6771869156685","28.8254941989732","14.6550166774619","17.3373913043478","12.8233366533865","6.21560388089662","8.50974885844748","25.5652194362527","9.95659541081466","21.3547456050767","25.190275913718","16.1125988600172","13.4838286845501","15.7215278547563","17.9851935768516","16.8098215701928","16.976986672516","16.7567848011751","14.9447311090499","9.69914665449363","14.8738796225386","19.6272124606928","21.1899623355035","22.4221038809929","22.2602918317611","23.8996822978869","23.3795796856389","22.1928514067924","23.8313107330583","25.1179776997887","23.7193842220874","24.2889720998253","21.2225909124108",
"Bahrain","BHR","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","51.0742595248646","54.4903750354909","50.1459147995386","48.967530620936","42.3357099080393","34.3019445051344","22.8021259911127","24.8863042877767","31.0825371740536","23.8177187306395","36.1795774647887","15.5326381287089","12.0353784146888","11.5174140287985","16.5663548247062","18.6394292800569","18.6078326520517","16.9656125731964","8.85091717586261","7.35567970611486","25.7332511261426","18.2399612450186","22.8278174519567","25.5474853090562","24.1054756232227","35.9663487801953","42.2086222780509","48.0889984431759","43.7261637478924","28.5859309871452","30.2751290572486","26.8797597042514","36.5301338725832","33.3457985556002","31.4068941784865","23.5993332785155","24.9461442945129","28.8557475030252","28.8196660182153","","",
"Bahamas, The","BHS","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","15.8345021037868","9.63479096588179","9.61572998633708","15.7642477345915","13.1861128636523","19.730089336628","21.4566020313943","13.7131938660526","17.0164138844493","16.958543983822","17.4907854639199","","19.8076420640105","19.0341124447252","14.5183789969015","19.3888710196205","17.0624191461837","16.414851181344","31.7861913094197","39.5778775284012","28.8195870102142","27.552456967579","33.8328508941458","32.6849106107","28.7439151798005","32.1215395849191","31.2022764143318","32.7007749061598","29.8343575771131","26.5970641028793","27.7937982773202","26.7628296503895","25.4653394724082","23.7197595822405","21.04410428531","20.8380206147101","20.3459588740876","20.6150792076659","20.7659982593208","22.6570096675942","15.4885563064312","14.9545697244403","26.9362598957795","17.648276558163",
"Bosnia and Herzegovina","BIH","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.6136243340547","8.88012142457288","6.49055484596838","3.67988424412075","12.8999958926343","7.84322190769067","10.8449493096743","13.2805394048986","11.4502484875606","9.47977142821506","8.64865051698116","7.989730010294","6.64909738865834","8.66306593094279","9.55110592149741","11.0067756873583","12.7893136779445","14.6936565633852","17.0759928796352","19.1711699688972","15.7234372371882",
"Belarus","BLR","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.3583756345178","20.0860450739055","20.882128118745","20.1704658593925","23.0294141700515","22.8649568973498","22.80122660988","24.4119413606604","21.7175599189435","20.6357792970469","22.8772100490089","26.8987133889958","27.9556669960702","29.5583704441949","29.1343724560105","30.5020223313209","26.0401405997412","26.8553694641388","32.7218067014923","31.2364447614545","28.4371284135631","27.4692468670913","28.9087752048414","26.4031315337708","28.0170376422483","29.1584648752409","27.8223898684872","28.2101125124145",
"Belize","BLZ","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","46.7624534561966","44.0716920361066","48.8438113134575","50.5046965231071","47.7427121800343","47.726845708714","51.2666417763313","47.5738426866747","18.1476308320913","18.8940822230707","14.1437823467615","15.5935431097357","12.0301717420441","11.256465758577","8.73770206344139","6.90318392793767","13.6022474725608","5.42200912206448","4.21629237020659","2.53773216865146","3.81332817442072","7.4195701020279","15.0505132382189","12.9137050016417","14.9746351711721","12.244943850842","10.0695179319963","12.7601572110102","11.9499132416426","10.6464529235136","11.3067741205806","13.1532771042527","10.4971006738748","11.9881268439178","11.4205481383755","15.0174352316348","17.8121648970082",
"Bermuda","BMU","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.4941076815274","36.9506427182984","39.4063163251672","40.0489979316604","39.633283287671","39.9472049577267","39.3197532868767","40.4828383328915","40.3859581932819","39.1734616957583","39.7942480188302",
"Bolivia","BOL","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","16.3312876140999","14.6722395131695","14.8694595888407","14.6448523371392","14.4213765765766","10.4289153817113","8.81412761662012","12.7517592022293","12.1575532256164","10.1611728461286","3.77160698079384","4.79713324864554","6.79282661262043","8.61376853061067","9.54598916955727","8.88435515380202","8.48053825369176","7.79876490296872","10.1995506496482","11.1687560316677","12.0692050624554","12.5821667229455","12.8221384388294","10.6574642608139","11.0150575140907","11.256219825546","12.2970672217791","14.485743902139","17.0466456550708","19.8825120645346","26.5822290921605","28.6360422079314","28.983259171523","22.8998872844255","24.8491647491913","26.317444243034","25.6940566976967","23.8909394631161","20.7894775015415","14.2169255231335","15.4200514260218","16.0570287753014","16.1277864339636","14.1147925176491","12.5169140901975",
"Brazil","BRA","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","20.6224312680419","19.1629845442635","19.7638680036014","19.5403652959114","18.3213623473092","17.6895792865625","19.0398040162808","15.8778074716604","14.2758169983001","17.4886787331468","20.1836320338358","17.9015158508297","22.6606032620909","25.6536404090067","35.8187272603097","18.9527912237831","18.7328091633252","20.1983982400173","20.2543566879348","21.2903605322723","14.3484254077021","12.6849193770735","12.1707610363605","11.5347375842169","10.5952663157417","13.9917034213308","13.5945971125422","15.4058722178862","16.4179417941945","18.855018703267","18.1140955503869","18.4098161116367","19.3463602896074","19.2268466443877","16.3803649243239","17.8023993367138","18.6012663984636","17.6781084909895","18.1516908173514","16.1344049944341","14.5293471875382","13.4217530407983","13.57776970431","12.7074199536756","12.5423269028259","15.0396584764035",
"Barbados","BRB","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","28.5336673144555","26.6753702059802","31.4464243681089","31.4115644052231","15.2848737061898","13.7459838544107","14.5131462698007","13.2086732856205","15.1447950862029","9.07341272476452","10.6044427157657","9.78445421391045","12.4260125570729","11.2699491302341","10.6519468050335","8.49327868718285","9.52174062530179","11.8467990341175","8.12492645635875","3.83229641351843","10.0999508169472","11.0418655819801","4.25649890504703","8.33862549935057","3.52992793125275","-1.41770364536931","3.5111181288891","2.23299378146892","3.01660583272856","5.33841924647986","5.35540412259836","","","","",
"Brunei Darussalam","BRN","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.507323084716","45.7021633571297","47.1339911915485","46.8904717182107","55.1898448208392","58.5941593136904","54.2116637541742","62.6290107442185","48.6926345267475","60.1503500005855","63.7831969185954","62.904620430667","60.2789960135098","59.7122096897718","57.1183373287203","56.4124657553718","55.3364551115331","53.2048541440475","53.5534416871067","50.9086416707279",
"Bhutan","BTN","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.8263037672947","26.8875420428591","34.6244320847863","30.8051189212442","34.5993131118667","40.5976914138236","48.6986390607185","24.8586674933687","29.6959688257181","23.3998101884173","30.9067330095619","29.4640114834674","24.2460113950801","21.3766878271349","18.2225811677853",
"Botswana","BWA","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","20.2551073936726","21.6693969441686","22.2357154016531","22.783665430941","29.8039205580818","27.4329787858575","28.847907288402","27.3958798969333","28.9068690421977","25.353076910085","32.4289174570246","36.247004066951","38.7026263404118","49.8191010455468","47.4793479756876","41.6478527486573","44.9964721809274","41.398487387963","43.7392293252529","29.3222936524479","29.0082510466438","36.9132318299405","37.4915575392063","40.5270421024602","39.691035968151","39.441437350485","43.3931771666789","31.4345664945927","35.6783175267552","34.2703729348795","40.4367157036042","44.4070306861497","46.1832128322354","39.6142295202751","34.2262271087982","35.450336105011","40.9696536789107","39.6750201082113","36.6648787053224","39.3035593284588","36.4047215267621","39.8895608259449","40.59412689728","36.8771415837442","30.9951898226597","27.9369656950807",
"Central African Republic","CAF","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","7.82927604402171","6.92291267823758","7.51881367533267","1.60572932508035","8.13782854760726","0.97086312349626","7.38290662047556","7.06325503423691","11.4703308020475","8.63092155737835","8.33457223066429","10.5677922188594","11.9567159984443","10.8796408921595","9.5411795132614","9.84043915276106","12.5246086442817","15.092129154978","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","21.1027308545593","21.1513578167748","21.2065259435222","23.3027525919966","24.2051458881909","21.1813615366941","21.9368793077292","20.6874030028253","20.3924792260599","22.1509923125556","22.2676656827026","22.5678741760075","19.9724633237783","20.1300743046158","20.9912637417116","20.6146672632118","19.0458614345299","20.2517718196381","21.0446827981818","20.21532394848","17.8240624229677","15.1967780651691","14.104368305242","14.9323807678231","17.0360144978228","19.0101257668981","19.5254007174584","20.1967340150017","19.7742142760708","21.0958867819622","23.7746280731218","22.635489053482","21.7247371980219","21.943777150402","23.6605040718316","24.4517541390569","24.6172770797873","24.4043195574877","24.2474093054808","18.5200134745716","19.312530097616","20.8571094113825","20.9179512281937","21.5972984025064","22.1484938947536","19.5693636315682","19.1464545719812","19.845280989292","19.6436735933248","20.0154216050951","18.8834105223205",
"Central Europe and the Baltics","CEB","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.722260094587","20.641862450394","20.9125490192105","21.1159048322252","19.6695103493284","20.0307745506904","19.9413387529458","19.2224079496055","18.41481571609","17.9277173435212","19.0485273427512","19.6358170979776","19.894808773404","20.522124185518","19.4138531251966","19.3236709580825","20.1049514600686","20.0705710182202","21.2178183692308","21.7556008185223","22.6317932838537","21.990061275474","22.2607822760049","22.1273378451832","22.4651907992271","22.1715277390227",
"Switzerland","CHE","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.9215031281334","32.2391868803484","33.5214410886564","34.3704159049857","34.5229741645983","37.7226608862067","34.6037265747042","32.7947206443847","36.5880199647288","36.892539772991","39.0425141191603","40.91180930232","36.1586110412445","29.1877890279256","35.3068026803673","40.1704007515239","36.185719433868","37.1905417750725","36.5113135870086","34.436785938277","35.838193181446","34.5716498495559","32.7706736811145","31.9041875801641","31.8630230660095","31.3244819381971",
"Channel Islands","CHI","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","7.5595877551238","14.4220892225144","10.6958314837028","12.0168851529866","12.3432246474975","14.0472953816855","7.88722912140729","1.89528240445662","5.88874018266258","7.03422402062631","9.2429035153759","12.134632383571","17.8620585335143","22.8252267990853","23.8734002522942","23.6655617148542","22.6672494326488","21.8169614159839","21.2467924305735","21.5196557297812","24.235074657028","23.8124040655728","23.3116317708384","21.9816209566236","21.0536720776464","21.0666233415047","21.3140063409653","21.5054175237003","20.7596961381259","22.5311437611567","23.3388307549205","25.3771388151969","25.2246566723031","22.7251241624297","22.8864313902204","24.5274749084194","21.9669379315566","21.9609738287385","20.7857693106068","21.1711761184384","21.2996534531576","20.2124770119458","18.8756667874486","18.1440864570715","19.2062701129868","21.1287127411631",
"China","CHN","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","33.8030466362036","33.1500200520374","34.8963146845066","35.2791019075981","35.250179720443","37.2337647001473","37.979192978052","35.876590985154","36.6941897562451","38.5011697355996","40.6055526260245","41.7072346173534","41.6967265938756","39.5300829638964","38.7591249294531","39.7422410849678","38.3470920755101","36.5579149140542","35.739546986303","37.2692998228601","38.8832254801888","42.4134996454231","45.6723671935878","45.9547821461238","48.2605005639481","50.2752218196423","51.7875934672198","50.373040629135","51.3267166370595","49.2333302092041","48.6653631958681","47.3783909245559","47.61581833679","45.417586545377","44.3806673655995","44.9050468938015","44.4857528863018","43.7730279570427","44.5331159418765",
"Cote d'Ivoire","CIV","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-18.7529235734047","-18.2668800005319","-19.9029744303349","-13.9842171040539","-12.2345586972813","-11.3676332424004","-12.4490286085937","-9.90077018428572","-8.3145786107462","-4.80845219303391","22.5295158570149","20.30702727663","17.4416805256629","15.6702086518602","17.5541393906131","",
"Cameroon","CMR","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","4.10184388988818","18.2519466045507","15.5710231787119","5.22803480154064","9.51094201674224","23.3469799131633","21.3557873919496","24.7633832897455","23.3328443288011","23.873318261211","18.9413573447555","19.7179536899828","17.7858480114938","16.1867686371429","15.4191388623807","11.0661064781172","16.0822697779656","18.0380846460946","19.6850510831032","16.4031378776158","17.5582211642794","17.335486897151","16.5423791172371","14.3814847577582","12.1578248694952","11.9117561209524","14.1909855599744","16.9174773943599","16.8703752527991","19.3203218867245","18.8859629343326","17.5165347097838","16.1410502319622","15.2982040564728","15.5209983985489","15.1144445666518","15.3212022309325","16.3062773425498","14.3156939375557","16.4547133114651","16.2917060955152","15.7064298235716","14.3989577792924","13.3995935842867",
"Congo, Dem. Rep.","COD","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.36242164772361","11.8250326319922","13.0705812045958","3.45318656941442","8.54363585828798","19.9403581376995","19.1681383438235","8.15800068949464","12.5392497207918","15.3931347906447","13.3470829086336","15.5361215144548","21.7373958455203","18.1442573490747","17.5043215996297","22.357710025492",
"Congo, Rep.","COG","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","8.12991008572953","17.9101344705883","26.1209843507214","25.047287982278","39.2506004507042","36.1341377252252","40.4875246113719","24.8733112072517","18.3499492124217","24.9959179953206","5.3517770561457","14.5995007432286","31.7773595800525","17.5783897542074","32.332102075463","21.2114642308918","28.8079533307926","-2.30174977104446","-0.209248360398367","9.27481301588601","6.02434744131596","17.6820957544786","36.1711787897126","22.0257115262579","23.5497916763512","30.7426988528134","17.0458753177241","32.6980884438846","42.0049042321015","33.3484707987085","43.4924536742827","40.1920572211554","54.044306297857","50.089826209086","57.501725824289","57.8501764319349","57.3808407516845","40.4568366175906","24.3816516921341","","","","",
