Country Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
CAN,7905618.118399999,8448799.245,9012967.749,9551723.76,10123882.11,10693955.9,10942041.45,10778175.52,10977790.12,11190927.068799999,10633036.405359998,10103392.055092,9600383.9323374,9122507.205720529,8668596.645434503
CHE,2981056.7767999996,3417241.479,3587471.754,3355946.8647999996,3603175.8759999997,3798367.2775999997,3932876.1511999997,4034299.6375999996,4090796.3671999997,4139172.045,3932954.7535599996,3737121.704881999,3551094.0666378993,3374434.1743060043,3206654.730590704
CHL,1515617.9959999998,1657934.3395999998,1775684.3003999998,2009267.6023999997,1938557.989,2242425.363,2310787.6827999996,2501157.942,2578753.5267999996,2663660.144,2530731.1967999996,2404510.237959999,2284586.886061999,2170693.183758899,2062487.244570954
CHN,66608001.70239999,75209547.94,81352026.16319999,87745020.95359999,93709755.44319999,97359545.80479999,103389405.26079999,109801843.1,119771516.64639999,130301476.37759998,123801265.11871998,117628961.17278397,111765361.65414478,106194851.62143753,100903382.40036565
CIV,169034.8934,213553.65274999998,225822.8092,230267.25254999998,256721.36289999998,279617.82129999995,275634.8487,272160.8053,298223.9406,327483.9282,311172.8507,295687.04120537493,280973.0131451062,267003.2494878509,253740.0800134583
CMR,222125.8498,235674.77764999997,234661.89174999998,243077.15744999997,252395.93629999997,260481.09879999998,268581.2587,289826.71989999997,304482.40774999995,320679.9406,304686.80656999996,289497.50224149995,275067.0691294249,261363.00267295368,248348.243539306
COD,245269.76529999997,226652.0972,142166.9611,254996.5617,306840.1875,339559.0607,363384.63609999995,313302.7035,332062.70654999994,347260.62659999996,329947.20826999994,313507.43985649996,297897.83586367493,283069.8670704912,268988.8567169666
COG,133051.03809999998,159215.49612499998,170286.77529999998,164046.08247499997,173727.83649999998,182027.05279999998,184231.8511,180053.89219999997,180430.8723,181463.9085,172402.19802749998,163795.47512612495,155619.6683698187,147852.85395132776,140475.25525376137
COL,2430824.7871999997,2548579.3995999997,2536327.0851999996,2551744.252,2605618.923,2638636.461,2638541.5039999997,2638468.0407999996,2723505.3839999996,2816075.4319999996,2675542.0083999997,2542083.4329799996,2415324.5913309995,2294921.9317644495,2180593.0421762266
COM,16091.834262499999,15627.292053124998,14939.629684374999,16214.254549999998,15533.475596875,13704.81911,14929.574609374999,16275.937121874998,16392.187021874997,16573.29993,15745.852928749999,14959.833282312497,14213.066618196872,13503.753287287027,12830.015622922676
CPV,19519.513340625,21051.768174999997,20402.62186,19877.80308,20510.820428125,21255.09773,22521.70134,22651.39978,23666.804462499997,24576.58324,23349.585075624997,22184.158821843746,21077.25988075156,20025.98488671398,19027.441642378282
CRI,247687.675,261270.1866,270299.2229,274786.0119,280021.96914999996,283598.6686,289463.3939,286107.14414999995,295453.171,302969.6152,287883.5164,273554.2946,259945.81488709996,247035.03314274494,234778.43048560768
CYP,227498.6684,224796.65014999997,241768.71449999997,251694.66749999998,240132.79489999998,257567.4729,262587.85254999995,268475.4148,271877.23809999996,274867.9362,261149.7464,248121.76107049998,235744.94701697497,223989.93866612623,212825.2317328199
CZE,2501714.0483999997,2738581.0591999996,2828148.7399999998,2838708.193,2892597.781,2894065.1199999996,3013730.578,2990547.9655999998,3018986.244,3048023.7767999996,2895873.6979599996,2751370.9860619996,2614104.2677588994,2483742.2623709543,2359898.1412524064
DEU,21257779.919999998,22114602.073599998,23272002.278399996,24338888.12,25378159.5,25657388.953599997,25955391.622399997,26245595.001599997,26499322.137599997,26828960.819199998,25491449.768239994,24221228.469827995,23014333.916336596,21868144.230519768,20779447.04899378
DJI,12137.09708,13860.710362499998,15334.427968749998,10550.48043,11037.463596874999,11968.000387499998,11864.940881249999,12244.570087499998,13302.416859374998,14341.706103125,13627.80579796875,12949.801508070312,12306.037432666795,11694.746561033455,11114.343232981782
DMA,3047.148875,3311.2092546874997,3256.7641062499997,3170.9645171875,3176.234534,3208.95331484375,3204.5056609374997,3285.6652414062496,3519.0008757812498,3619.9955453125,3439.4997680468746,3268.0797796445304,3105.282790662304,2950.6726511291886,2803.842018572729
DNK,1650139.2203999998,1794269.8483999998,1786944.38,1820229.9467999998,1825858.704,1819258.4039999999,1933475.876,1988520.8247999998,2012690.699,2046550.0159999998,1944578.1461999998,1847757.6168899997,1755771.6820454996,1668390.1899432244,1585382.9734460632
DOM,530776.6725999999,569597.3622999999,603481.3008999999,635727.9164,676554.4482,750377.2649999999,813432.7505999999,879166.1142,933635.869,993926.7803999999,944309.3643799998,897188.3541609998,852442.8094529498,809942.4539803023,769571.5692812871
ECU,914762.6436,970874.5735999999,1021287.3311999999,1086937.3669999999,1167073.5277999998,1240167.3265999998,1323409.152,1416284.201,1455123.2963999999,1492229.591,1417713.976,1346935.712,1279705.5128246497,1215839.0821834172,1155168.5530742463
EGY,1661947.2267999998,1817750.484,1918262.8979999998,1931935.0731999998,1857886.253,2119428.237,2196188.299,2148087.5467999997,2231519.9275999996,2338183.5215999996,2221656.8705199994,2110997.326993999,2005922.6916442988,1906020.3850620838,1811099.4098089796
ESP,13341688.323199999,13419800.556799999,13802047.87,13482445.097599998,13958554.643199999,14067298.14,14711458.127999999,14695804.371199999,14894103.683199998,15177072.38,14419507.511759998,13699994.356172,13016442.2783634,12367240.72444523,11750610.158222968
EST,216867.7774,239319.5268,242109.5244,249467.49344999998,253860.98979999998,249146.914,255804.5366,267530.5385,273426.92264999996,281590.66109999997,267542.919,254202.99509274997,241531.24633811248,229495.98102120683,218064.22597014648
ETH,349127.04099999997,393249.6725,397066.5108,397157.73829999997,463021.1061,518095.76939999993,550758.4223999999,624077.1420999999,714452.6373999999,832475.9999999999,790948.8109999999,751500.6394499998,714044.5754774997,678502.0937036247,644722.0200184433
FIN,1530895.454,1586165.1239999998,1682306.318,1660315.4775999999,1615565.161,1580838.0795999998,1624036.5263999999,1588348.008,1615497.4719999998,1644031.3487999998,1562099.5653599997,1484289.0060919996,1410355.0177873997,1340132.8848980297,1273432.3236531282
FJI,20767.482984374998,23209.08552,23820.407512499998,26460.56645,29767.488137499997,33022.954006249995,34366.02581,34486.57393124999,35506.407156249996,36657.49771,34829.0548209375,33091.90707989062,31442.281725896086,29875.60963960128,28387.602157621215
FRA,18138348.95,19008116.025599997,19211626.41,20351581.51,20997444.303999998,21181435.935999997,21773068.13,22536751.775999997,22767781.670399997,23081241.77,21929825.488079995,20836302.623675995,19797285.992492195,18810474.402867585,17873124.782724205
GAB,154551.1544,154916.8664,140990.8582,147575.75934999998,172028.7193,175362.01174999998,156874.73882499998,158982.23442499997,161608.8446,164798.97,156574.3855,148765.12122499998,141347.35016374997,134300.04165556247,127605.93657278434
GBR,15302149.734399999,14626195.9,16111116.23,18026063.817599997,18032574.77,19526405.64,18856888.339199997,19139022.96,19380526.33,19636391.28,18657270.42,17727550.981811997,16844298.832721394,16005466.011085322,15208780.260531057
GEO,120225.6847,120826.2925,156385.1379,181043.6805,205969.9207,247020.5514,307952.5816,364020.94289999997,370804.3391,381515.89119999995,362456.1096399999,344352.1531579999,327159.5305000999,310832.0899750949,295323.6764763401
GHA,782171.352,870426.5597999999,922260.5415999999,969365.9313999999,959749.3899999999,901397.073,658490.9621,507427.28469999996,526026.5869999999,540511.9099999999,513556.3194999999,487958.1025249999,463634.1533987499,440528.84772881237,418577.7123423717
GIN,41169.943187499994,44603.681124999996,48475.606799999994,46545.558712499995,45606.291399999995,48152.350674999994,60738.477524999995,67724.81983,70852.67997499999,72959.58911249999,69325.698656875,65875.73372403125,62601.53603782968,59494.46423593819,56545.21502414128
GMB,18946.35276,19580.525490624997,18038.657934374998,16482.48596,16668.26424,16293.34929,15298.066040624999,14393.844874999999,14813.658040625,15409.872359374998,14641.187741406247,13911.173354335935,13217.775686619138,12559.247902288182,11933.978507173772
GNB,8102.560887499999,8081.1380890625,7972.512201562499,7708.338414062499,7773.025353124999,7777.832967187499,7799.667417187499,7835.3877453125,7958.187103124999,8021.144103,7621.6098979687495,7242.251403070311,6881.859832916795,6539.7718412709555,6214.971249207408
GNQ,108643.70192499999,155480.3315,180292.74784999999,181528.7903,185835.9513,182478.23794999998,164097.9719,158831.33812499998,154383.4261,148914.72842499998,141478.90000374996,134417.17700356248,127709.83415338435,121336.31744571513,115282.38557342938
GRC,2637362.7243999997,2540264.905,3068390.4063999997,3386221.4023999996,3498284.5415999996,3438171.113,3296507.7575999997,3351826.1887999997,3320690.624,3292371.683,3127941.4280399997,2971759.1676379996,2823388.9622560996,2682457.7891432946,2548587.6316861296
GRD,8815.7212171875,9261.224072,8927.951092187499,8706.09095,8484.9074953125,8320.8583953125,8193.936256,8191.2796312499995,8443.002369,8602.353503,8173.278827968748,7765.73788657031,7378.681992241794,7011.071892629704,6661.911297998218
GTM,450736.63149999996,471342.77839999995,481293.7939,471164.73439999996,482414.78939999995,533474.4001,559177.9787999999,554091.4541999999,564916.8502,578529.1159999999,549680.3781999999,522282.8262899999,496264.31597549986,471555.5361767248,448090.12836788857
HKG,2460335.821,2610608.8063999997,2712127.5703999996,2976617.8671999997,3055010.48,3148044.084,3198684.93,3255726.6991999997,3286344.8135999995,3292922.1759999995,3128621.0081999996,2972558.9117899993,2824289.647200499,2683455.976840474,2549684.9289984503
HND,165793.22944999998,179359.6008,196003.84764999998,206897.63419999997,224671.2174,247958.0292,270627.7422,285238.85884999996,294552.2643,302618.23894999997,287510.51700249995,273162.94115237496,259536.0270947562,246593.45474001838,234300.51700301745
HRV,625545.1229,700449.4768,757118.2353999999,743121.8115999999,738463.4748,762845.1569999999,758784.3903999999,757940.6863999999,764096.678,772978.1863999999,734387.4560799999,697737.7342759998,662922.9065621998,629859.4722340899,598456.1636223854
HUN,1362191.867,1426084.641,1529964.1719999998,1620700.6875999998,1612635.455,1677146.41,1779410.072,1740110.949,1781397.107,1832421.63,1740957.838,1654092.056,1571565.2408437498,1493199.4428015621,1418768.276661484
IDN,13453408.85,15710523,16334845.996799998,16950044.156799998,17749144.12,18572653.12,19325587.404799998,20304186.521599997,21498814.924799997,23320681.753599998,22155706.725919995,21049107.899623998,19997971.584642794,18999444.175410654,18050874.556640122
IND,27334385.07,30475535.481599998,32657886.55,34350971.43,35802108.95,36894112.147199996,38408555.05,40467631.67,42980180.9,45327915.92,43064194.97,40914152.492412,38871798.3377914,36931775.970901825,35089076.302356735
IRL,1360842.9031999998,1443100.3539999998,1527154.7659999998,1598493.308,1658370.9483999999,1705952.165,1936843.474,2027771.5067999999,2119462.723,2397786.558,2278333.435,2164948.423,2057250.0048347998,1954939.0585930597,1857752.6716634068
IRN,7060366.579,7497799.835,7759330.11,7718318.396799999,7861161.654399999,8053253.486399999,8233742.623999999,8584575.278,8668507.465599999,8757179.151999999,8319515.722399998,7903829.230279998,7509014.022765998,7133936.141627698,6777673.5775463125
IRQ,779647.6183999999,897997.4751999999,931230.3501999999,1036721.5805999999,1284920.611,1059260.668,955247.4432,1358407.5499999998,1394413.661,1452727.562,1380273.7598999997,1311470.8249049997,1246185.3426597496,1184128.482526762,1125186.2074004237
ISL,84604.04264999999,82823.32696,89615.46998,97153.80882499999,102287.14014999999,105192.48539999999,114118.3945,117450.8148,119214.30252499999,120248.65194999998,114257.84935249998,108570.78188487497,103171.01279063123,98043.78715109966,93174.51679354467
ISR,1114784.01,1148055.06,1255701.9863999998,1362971.2507999998,1474810.632,1446804.3107999999,1507936.7607999998,1470600.6131999998,1521790.1879999998,1573552.391,1495287.9672599998,1421016.1648969997,1350493.0506521496,1283482.009119542,1219835.9756635649
ITA,17566100.777599998,19568522.83,22264916.12,22042701.811199997,22258931.28,22996976.59,24801027.468799997,24073835.462399997,24117279.481599998,24195785.657599997,22987902.324719995,21840687.868483994,20750758.12505979,19715521.8188068,18732122.23786646
JAM,212310.7934,222877.98544999998,211108.0139,209391.41309999998,203701.2432,199415.5757,194938.47084999998,191901.7781,193384.5758,195275.0502,185525.1827,176263.5976,167467.420677725,159113.36464383875,151178.28241164683
JOR,380549.72179999994,407354.20589999994,388499.70719999995,390318.16199999995,389302.38889999996,429311.64259999996,403526.8614,422054.9862,442412.11209999997,462585.4998,439499.9868,417571.34946949995,396741.50399602496,376955.3137962237,358160.8531064125
JPN,37069479.39,36719306.94,35884703.398399994,34945708.97,34296158.26,34322995.103999995,34496647.993599996,33320097.31,33362137.510399997,33495210.48,31825504.049039997,30239268.746587995,28731577.239258595,27299218.207295664,25938327.38693088
KAZ,1129407.7581999998,1143972.96,1191310.4489999998,1222514.1035999998,1521837.346,1295647.2,1331395.9493999998,1390725.4231999998,1425926.647,1473881.916,1400358.902,1330538.069,1264236.6946355,1201288.2319037248,1141516.3733085387
KEN,375225.64479999995,410339.29,418991.94769999996,449692.5879,496781.4164,533863.2899,563865.9495,634125.36,663092.0360999999,693370.303,658802.6999,625972.4398574999,594788.5508646249,565157.8703213936,537016.2978053238
KGZ,45994.61979999999,47173.559799999995,53753.10765,60594.924537499995,96205.16312499999,78251.76155,88716.62847499999,101616.07667499999,106954.90044999999,112437.32232499999,106823.73920874998,101491.80824831246,96429.48683589684,91622.00549410199,87056.67921939689
KHM,115200.46294999999,123083.351,134722.1354,149177.73429999998,167814.45992499997,186877.9699,207573.9207,230596.73419999998,249654.96094999998,270013.4503,256547.67573749996,243757.08895062495,231609.0725030937,220071.922877939,209115.47373404205
KNA,11671.166403124998,12714.16615,13100.5497,13162.708459374999,13491.147509375,13962.46913,14661.531171874998,13922.444312499998,14233.274449999999,14516.722553124999,13791.770425468749,13103.040904195312,12448.869858985545,11827.482366036267,11237.266247734453
KOR,9746306.925,9707921.28,10397767.675199999,11028223.72,11771714.94,12369692.553599998,12766653.04,13531269.574399998,13941074.89,14326295.382399999,13611725.07,12933081.129616,12288226.433135198,11675654.17147844,11093741.382904517
KWT,498898.4959,521038.66829999996,547654.0408,615012.6573999999,715344.7821999999,827372.7938,920448.6632,1123464.1361999998,1188470.888,1241178.248,1179230.3832199997,1120417.3190589997,1064580.4301060496,1011515.1246007471,961101.1903707098
LAO,102416.34234999999,113875.28827499998,127685.7082,140557.0463,155540.7823,172413.5189,188432.2659,207924.7155,226096.37134999997,245531.9391,233273.85314499997,221628.69348774996,210562.37981336247,200049.20382269434,190061.69263155962
LBN,540483.7598,564965.9726999999,587006.0956,615758.357,647579.311,663892.9935,686083.8923999999,708390.8006,730200.3886,748650.0778,711242.5499,675700.2044144999,641939.7181937749,609866.7552840862,579397.4405198819
LBR,14536.184837499999,16541.46804,17081.135096874998,20202.10682,20049.13033,25063.008768749998,28642.394918749997,29965.088406249997,31116.289231249997,32080.30827,30479.3298553125,28958.87236254687,27514.902744419524,26143.547607198547,24841.12622683862
LCA,10723.557037499999,12082.249046874998,12828.14789,13353.503006249999,13633.697996874998,13518.747587499998,13948.104553124998,14289.50217,14672.52484,15076.616296875,14324.28448203125,13609.937257929687,12931.783395033202,12287.624225281543,11675.812014017465
LKA,553575.1667,627511.4665,677321.6414,737757.1534,801403.0713999999,824640.3797999999,905885.9471999999,955076.1359999999,1007254.6569999999,1062720.897,1009669.1559599999,959274.3071619999,911385.1778038999,865890.5049137048,822670.5656680196
LSO,30630.477731249997,33416.49039,33872.251956249995,32381.14849,32916.48099,35278.71434,35218.659581249995,32934.510949999996,34187.65349,35899.685399999995,34106.79312999999,32403.88047349999,30785.95344982499,29248.866777333737,27788.720438467048
LTU,379550.5902,386078.9103,412256.35069999995,430518.81299999997,435990.37779999996,445741.9359,469061.1686,463795.3168,474586.10649999994,486601.63039999997,462328.4219,439278.8657859999,417386.0564966999,396594.5976718649,376847.6567882716
LUX,251779.6394,280621.72479999997,300833.1474,286992.472,313378.5326,333660.9923,345681.4886,342467.1127,347504.31429999997,353992.77499999997,336366.77624999994,319634.07843749993,303734.08051562496,288633.15648984374,274292.70866535156
LVA,379268.20599999995,456661.00549999997,481997.7494,502224.55029999994,549270.8728,526207.9192,572334.7888,578916.9632,583676.4321999999,591148.8265999999,561625.7482699999,533583.9298564999,506945.1873636749,481641.56799549115,457605.0105957166
MAC,164911.2701,183189.01044999997,194099.218,205736.5788,223786.49104999998,239415.40589999998,251559.63074999998,261568.6309,271630.50279999996,277177.7564,263344.2125,250207.97090587497,237722.03636058123,225882.99554255215,214642.29276542453
MAR,1502871.1683999998,1740557.1815999998,1817367.7691999997,1786729.6047999999,1715745.8679999998,1797884.6227999998,1827298.6143999998,1837576.5651999998,1898749.596,1965429.8011999999,1867279.665,1774057.704,1685485.77068885,1601355.9201544074,1521445.211146687
MDA,91104.74387499999,89846.55625,98306.21264999999,105891.85947499999,158295.7124,125419.7174,135543.96487499998,146444.378,147265.0345,148980.13152499998,141542.65494874996,134479.21620131243,127769.8053912468,121397.89112168446,115346.05856560024
MDG,139479.5192,150152.7458,140374.75172499998,130421.99187499999,126033.7486,130418.2024,122934.961,120672.0979,124996.6724,130661.68962499998,124141.65614374999,117949.12833656248,112066.80691973434,106479.25657374761,101172.50574506022
MDV,18110.905603125,20593.74096,21225.082881249997,22648.387268749997,27147.940599999998,35662.200668749996,52215.93429999999,62381.78554999999,69780.72677499999,76581.59654999999,72756.22272,69123.65358637499,65673.63190705623,62396.523311703415,59283.68114611824
MEX,9758273.406399999,11332448.630399998,11671236.527999999,12023894.53,12481223.16,13099924.46,13358221.071999999,13605668.23,13835825.545599999,14029954.46,13329577.56,12664411.756483998,12032654.488659797,11432810.584226808,10863018.185015468
MKD,185864.5426,168144.1722,173562.424,183142.03329999998,198317.67779999998,189744.71884999998,197184.25129999997,167186.2734,172051.09509999998,177609.85734999998,168741.7495,160318.670008375,152316.47150795622,144715.4169325584,137495.5070859305
MLI,45194.73508,52210.976937499996,61535.324674999996,58710.415012499994,61242.21873749999,59243.32898,63797.811787499995,78261.35547499999,84810.06643,92991.16818,88359.25276624999,83961.07612793749,79781.3443215406,75812.48710546357,72043.5157501904
MLT,57307.99771249999,60116.1957,64440.04336249999,72285.97929,65724.67694,68049.95564,73726.42141,74748.10926249999,77122.87637499999,80123.70474,76133.892500625,72346.92987559376,68748.80838181407,65333.702962723364,62091.41481458719
MNE,39434.6207,42893.73693,44966.10493,46689.668087499995,46995.04963749999,52957.75423,49018.0796,54340.42228,57592.50721249999,60620.889287499995,57594.621823124995,54720.75573196874,51990.9609453703,49398.81889810179,46936.987953196694
MNG,175560.78744999997,188973.23494999998,199407.59579999998,204751.82304999998,208343.4999,206176.19509999998,203303.2707,205204.4318,212433.19859999997,223666.59204999998,212496.57544749996,201887.03267512494,191809.8270413687,182239.65068930027,173151.33715483523
MOZ,61624.92813,69222.00846249999,76741.82612499999,96002.18694999999,111972.98437499999,125015.9004,126247.01044999999,118925.08127499999,134193.10614999998,149239.15747499999,141791.43460124996,134718.03087118745,128001.01332762808,121621.92066124667,115563.31962818433
MRT,97832.51134999999,102615.19824999999,106734.2502,110358.02704999999,114834.97149999999,114683.61404999999,117477.51137499999,120119.85074999998,122465.59047499999,125274.60549999999,119019.33922499999,113077.49826374999,107433.18735056248,102072.17698303435,96979.32913388262
MUS,112299.29812499999,123579.1274,120824.46789999999,117972.2552,115788.67982499998,116543.00092499999,116767.00954999999,116594.86024999998,120415.55817499998,124945.56494999999,118709.69470249998,112785.69396737497,107159.33726900622,101815.9274055559,96741.0210352781
MWI,51882.698287499996,49919.2469,44596.07716,43685.34601,38372.63987,33499.61519,31924.193956249997,30046.832256249996,30563.61349,31199.702243749998,29651.5641315625,28181.46092498437,26784.91887873515,25458.34693479839,24196.27358805847
MYS,2798646.6887999997,2984268.947,3157201.9615999996,3333382.7551999995,3544204.8159999996,3786539.3815999995,4001534.0879999995,4243376.867199999,4436255.300799999,4617333.748,4386804.517,4167838.0757699995,3959853.7779814997,3762260.7940824246,3574587.5023783036
NAM,97870.39582499999,108870.4374,104907.8155,113734.5674,119516.5162,116688.87469999999,109041.05282499999,98233.15044999999,100677.2555,102448.03137499999,97336.21280624998,92481.80116593749,87870.27310764062,83489.10445225859,79327.83422964565
NER,108085.04877499999,119519.6841,130273.35119999999,131629.24247499998,133854.582,139013.1462,143631.94439999998,154594.0313,160264.51212499998,166995.79837499998,158659.77245624998,150741.7068334375,143220.07949176562,136075.88451717733,129291.68929131846
NGA,5890749.668799999,5876553.627,5040830.49,4734051.695,4581674.262,4220319.688,3935200.9887999995,3859176.5215999996,3971953.1199999996,4111146.3151999996,3906021.7154399995,3711162.2616679994,3526080.616584599,3350140.401755369,3182833.1026676
NLD,5210770.4399999995,5374951.068,5565939.668799999,6027151.903999999,5937973.995,5955407.550399999,5989245.534399999,5936277.605,5995288.123199999,6089172.168,5785645.374,5497418.274919999,5223594.721173999,4963569.675115299,4716609.591359534
NOR,1724090.357,1792484.596,1973662.4915999998,2040130.0059999998,2103880.986,2110087.504,2143283.086,2108679.673,2155180.1139999996,2211039.8951999997,2100855.5334399994,1996316.1247679994,1897094.0455295993,1802724.6542531191,1713092.1735404632
NPL,247707.02324999997,265277.60014999995,275401.9279,287457.31114999996,296958.8057,329956.53424999997,347437.82849999995,379575.85319999995,410725.1322,443074.925,420954.6128,399943.8091,379987.801656875,361029.31857403123,343021.5256453297
NZL,632432.0974,661588.3261999999,711484.1146,768219.1985999999,834350.5948,815100.9106,850361.5623999999,799568.737,820854.0576,842629.7209999999,800708.5059499998,760922.7916524998,723119.2270698748,687211.952716381,653103.591080562
