Country Code,sex,age,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
BMU,F,d60,1950.9997106097808,2015.5773721562464,2059.729601312729,2110.537430854004,2183.806524757156,2294.740262243201,2359.482044202847,2426.271891365788,2491.3890134783724,2550.808288084963
BMU,F,d65,5170.874911758914,5350.674702827181,5555.215948907132,5759.966812909924,5950.775455471692,6114.75284929127,6337.007728362605,6557.911037317898,6782.565193677272,7014.841509697028
BMU,M,d0,1858.689356418528,1807.592420525065,1742.8547388033037,1668.640085539132,1591.702469849879,1519.2352972079775,1456.339715532566,1404.5757846651668,1362.9197202092537,1328.7602641299368
BMU,M,d10,1763.5145043077582,1745.308281494864,1728.4455600161011,1712.8064500594253,1699.245616392346,1688.8187451399613,1681.1252126001668,1673.7969411373556,1664.3253225375054,1648.5519447053878
BMU,M,d15,1710.8254836912454,1677.446738729788,1646.5154270714725,1620.522518168199,1600.0425172062908,1584.0163179066574,1571.8870674995133,1562.4924617550869,1555.022224378939,1549.722571320938
BMU,M,d20,1736.359348780728,1715.0094964077186,1689.7869840511285,1660.1395949273451,1626.9155623484355,1592.2333254257362,1558.1708918660906,1529.589834541338,1507.76903186356,1492.4359492467545
BMU,M,d25,1970.7673436792245,1942.8034298797395,1911.5617891124584,1877.2172411159308,1841.1903136704263,1805.0781864963496,1769.7494046358393,1734.450973439554,1697.808314016502,1659.858974859458
BMU,M,d30,2303.473750184414,2284.969294068794,2261.95782543242,2234.136316775819,2199.943243665474,2159.0177288813425,2112.912961409717,2065.685945083634,2017.527983388915,1969.7819928548504
BMU,M,d35,2564.177954750979,2507.7050845991507,2458.597052127497,2421.143052940796,2394.9303248611022,2373.5039305729924,2348.8143417663937,2319.907333307645,2286.768829487909,2247.9134569012786
BMU,M,d40,2711.380253532457,2688.103197812936,2663.229543641131,2629.058482653771,2582.162277590165,2527.410184493196,2476.646010651465,2431.0596855549984,2395.592840126545,2370.464708086909
BMU,M,d45,2752.962801261371,2731.61547549638,2698.0179454746917,2661.595600275901,2630.1164396884496,2607.6294866825256,2590.353711001555,2571.3198690708823,2542.6741100840336,2500.960324799351
BMU,M,d5,1822.90128218936,1809.5891830168664,1796.8857631355038,1781.826607194507,1759.8529305806771,1727.0128280091851,1681.6523642475868,1625.071194971097,1560.2903694488757,1492.9762484905912
BMU,M,d50,2550.0464240596702,2595.9580318946264,2636.488829506716,2664.597025442964,2676.4878845716667,2671.644327498922,2653.656001972944,2623.2443967790787,2589.5986695952965,2560.468873380936
BMU,M,d55,2155.5651424189896,2206.682340962405,2262.979834224313,2322.612478332515,2383.4456940536165,2440.8767229705168,2488.537009926809,2530.5740792792258,2560.11078595198,2573.6224387031725
BMU,M,d60,1744.514863072009,1793.3477799881828,1828.3504252578175,1868.584389699979,1927.7380625194544,2020.8802771560172,2073.080939554172,2129.7391104394364,2189.091111159126,2249.281845842582
BMU,M,d65,3808.95396854676,3962.6184688403246,4131.7229882943475,4298.866727193373,4451.39552979176,4575.371993053014,4747.797466176169,4919.308023222543,5091.557288687547,5266.367145150729
BOL,F,d0,618459.1907694447,634998.9915523118,653814.6387661096,673321.8145815363,692075.3027587595,708656.0530447535,721779.503307515,730965.0694835958,736925.1045665474,741092.5723027581
BOL,F,d10,544766.2873305914,542196.4476048397,539249.1344645364,535508.7602917735,531563.2647288742,528213.1640368352,526662.3881230707,528404.5804984118,534692.2721889833,545305.9352636443
BOL,F,d15,542514.1666099161,545357.1403200376,546169.6833223454,545531.9215964179,543909.1330836788,541755.033037211,539320.6866372605,536489.7031413368,532860.3721934715,529029.1128160999
BOL,F,d20,481024.66183807154,491476.0723681686,501483.9361963552,510522.9318627827,518093.605407867,523736.5188148598,527282.6052500305,528871.2713869615,529038.3419716429,528219.012828955
BOL,F,d25,417719.73320495535,426290.8335309124,435451.2350435084,445461.2970811919,456116.23885599285,467044.8964163398,477784.413887004,488130.06426579226,497534.48146151815,505505.7386109688
BOL,F,d30,365958.2742744901,375044.605652934,383359.63479731575,391102.9851984707,398785.2603814092,406906.0481629998,415712.3155024225,425103.5905631942,435328.8271581048,446189.8885514548
BOL,F,d35,312505.42928618845,322884.237805447,333684.3805718668,344581.5070885052,355142.1823832091,365016.7868415782,374044.84798477846,382312.75411668647,390013.92034258414,397657.0602383608
BOL,F,d40,267470.2072579771,274270.60985547287,281731.08659248106,289739.86278924893,298452.776824176,308006.04724755906,318360.936433176,329120.09801423,339971.9062398421,350490.4663207249
BOL,F,d45,229051.03366667608,234605.14351052453,240208.9375974152,246046.5674665072,252147.23939852387,258579.7430206685,265420.26600733417,272902.68727221264,280917.54723445995,289616.2795895788
BOL,F,d5,531360.7283324441,530006.413707566,531702.2978654769,537977.4877289536,548587.0216650317,563014.263510687,580618.2386396867,600416.1137209632,620893.4958816541,640729.9920511782
BOL,F,d50,193175.7354264461,199297.56616206616,205055.85401001864,210720.6734505421,216307.42031406943,221822.3603438906,227321.94301707263,232876.770641274,238656.23080518,244686.6946406372
BOL,F,d55,164086.33596259283,167952.23333244387,172817.18387844323,178209.7520742176,183963.72433613412,189893.44445552304,195759.149255794,201278.58384336132,206709.61057206444,212064.82468567765
BOL,F,d60,129591.23636008197,137291.4043597674,142816.77588723323,148029.4915414207,153796.3418244648,160860.84874037112,164414.39892290276,168948.90107729018,174005.44787974432,179417.76406939857
BOL,F,d65,288433.4381868894,297204.28757767385,307721.0181867351,318403.5303866433,328584.5310276797,337718.2422151959,350828.8913825339,363647.0507295091,376372.0412870575,389165.08713166916
BOL,M,d0,644026.3426536851,661569.0193531754,681062.4828938359,701014.7813777137,720120.5636581265,736906.4145265991,750226.1008027546,759778.3551977936,766138.8644045007,770617.1315791297
BOL,M,d10,564670.0772392618,561229.1384375584,557555.9224675619,553074.2558414767,548467.6535520016,544629.697379781,542800.4098599071,544548.251358925,551240.3867199436,562604.9624672136
BOL,M,d15,557536.1696679044,560455.7499522596,560805.5630128464,559580.8513847274,557304.6886857481,554498.3127728176,551528.5207478978,548299.9498568309,544252.3674278759,540066.8370826927
BOL,M,d20,485657.1010156012,497421.7835066129,508833.9390173687,519023.701561834,527523.4008128721,533791.9995763081,537509.7444858225,538794.5565792428,538539.9417131664,537230.3496659176
BOL,M,d25,414831.6439496597,424336.7206388643,434274.1509821573,445156.92939403007,456748.87590830127,468718.0459315275,480726.2508881053,492456.5320641168,503014.2697599771,511935.0285621153
BOL,M,d30,357020.6390525028,366598.1390442209,375822.0468537278,384768.44284122856,393688.7093305598,402909.3399454905,412592.7191513758,422744.2761442155,433823.1215184032,445602.2548781852
BOL,M,d35,304293.3108475201,314823.7488481735,325672.3981041839,336538.3245908191,347094.31235006195,357113.97142846644,366557.2795657151,375698.9663795542,384568.391592295,393414.0502780496
BOL,M,d40,261296.7256308033,268691.9430909068,276546.3695853718,284764.07874382084,293611.74528203474,303277.836766912,313710.8929930188,324463.82780672115,335231.30801916687,345690.5707398562
BOL,M,d45,224120.06041843785,229801.37690547263,235705.766055878,241959.8866176057,248571.6764670252,255566.56921595105,262925.7108573625,270733.4419509035,278899.6526535532,287687.1265349484
BOL,M,d5,552458.0103510225,550632.3568300278,552144.9304644119,558680.4671026837,569935.3973855405,585329.7339444305,603937.1288056872,624458.2110825707,645445.0084397205,665700.3174742293
BOL,M,d50,188856.7005659287,194602.72898321156,200031.42351384775,205437.86154892572,210863.2657505144,216345.12347818745,221968.0397943124,227813.9359363725,234000.25466486503,240532.3444404425
BOL,M,d55,157999.71367187658,161748.5290899851,166554.83712111655,171773.36610777353,177247.28255786354,182819.79472734235,188305.9031081666,193502.17902602305,198679.11943384007,203876.90355013896
BOL,M,d60,122708.1293256722,129168.21523156686,134100.41907889288,138328.95319477096,143238.65100570468,149731.3145910485,153173.39431787195,157624.7584342377,162466.13690788983,167547.04593006926
BOL,M,d65,250412.62904416455,258932.77213063283,268370.05138435226,278431.94259832235,287878.31093871885,295947.96928145655,307409.8659464384,318373.38515039365,329232.4565233283,340084.40568568185
BRA,F,d0,8144176.686881993,8161809.70029271,8159255.081737594,8132993.997888328,8083206.344570483,8013579.4371542595,7926583.911133703,7822513.504067056,7704576.493244671,7585966.3435118
BRA,F,d10,8638716.892875314,8526574.13365622,8380982.463378782,8226163.252129714,8087081.793125782,7987448.425988554,7945040.648305268,7944998.943945128,7973485.685080591,8014861.27604278
BRA,F,d15,8718011.798346506,8722386.563549692,8736034.422969759,8743252.816938944,8726635.142570145,8669221.281439204,8555896.43645321,8408986.290573541,8252474.397731812,8112034.229720168
BRA,F,d20,8852541.67360361,8804426.737775462,8755830.120338624,8711546.481824845,8678558.148240782,8665771.609419212,8677906.49552005,8697058.902168704,8705530.361681437,8688255.253179653
BRA,F,d25,8878719.660928525,8917666.092466617,8922065.738951635,8902673.452005107,8868075.112098971,8825348.383960105,8782533.265005788,8738846.363002539,8697552.589930438,8665950.526734864
BRA,F,d30,8228137.66911989,8431293.739854679,8610725.474951914,8760797.728253286,8876831.7591585,8956617.128421027,8994367.043637548,8996981.783221485,8974535.117271805,8936216.501416836
BRA,F,d35,7312158.201479868,7479092.265181202,7673512.220262935,7884720.758976812,8103331.219784437,8319293.5247097295,8520333.917557718,8697462.050764114,8844454.743536666,8956682.050585479
BRA,F,d40,6856643.648814132,6905584.176067242,6967203.121046868,7047870.090541689,7151163.59954689,7282278.59758811,7449074.809176086,7643119.290707068,7853584.1779443715,8071035.036169578
BRA,F,d45,6289369.619606858,6423831.313383921,6533308.10551988,6620213.807557904,6689824.227445149,6748216.671672484,6799444.390461573,6863145.801561363,6945509.397185388,7049792.016837664
BRA,F,d5,7690752.4294898845,7662301.324736962,7673954.093716558,7713198.61186318,7764825.914291546,7814117.121976717,7849024.621305053,7863676.866501239,7853852.077893188,7819779.983239296
BRA,F,d50,5402724.673153195,5571350.925584139,5741984.867470423,5908714.6182906525,6066423.706526749,6212148.243877384,6345327.14258077,6453777.42891454,6540066.234662331,6609048.569442913
BRA,F,d55,4435165.081649151,4602991.71548113,4771395.4901,4940674.412845585,5110562.492953502,5279897.856571163,5446303.089973787,5614710.049646374,5779335.208508896,5934823.673746511
BRA,F,d60,3509196.269724002,3678135.5732167982,3830331.7168994034,3979381.359610047,4129130.3981117113,4309375.2623243965,4472049.005361262,4635204.429466741,4799491.984367217,4964565.880533137
BRA,F,d65,8048467.601536153,8339053.514511672,8665810.648507454,9017609.796780948,9390156.23200829,9752745.205896892,10151216.497643378,10566962.564378599,11002506.298305627,11456868.906848079
BRA,M,d0,8453953.618953977,8468615.184628721,8467184.088753883,8446903.675417842,8404809.243992092,8340927.870390788,8257081.873019777,8152965.357866853,8032477.112344566,7910062.996864966
BRA,M,d10,8929154.516647872,8819125.84169957,8674311.586355835,8521602.022276256,8384823.3234451935,8286509.197830261,8245312.135625353,8243254.758962912,8263843.822828148,8296271.061342036
BRA,M,d15,8860295.515752874,8878953.193364462,8907745.119271992,8928471.880003132,8923281.795809714,8875256.681153586,8768086.101703499,8626196.80766209,8475995.584524136,8342063.267235671
BRA,M,d20,8887980.638067758,8827157.075645994,8771326.823233832,8726510.444157626,8698963.138691097,8697107.49876994,8724104.880231699,8759193.756938497,8782788.415907893,8779736.624787264
BRA,M,d25,8734507.292252928,8756971.719797395,8746842.845253382,8714191.097991413,8669570.766985841,8621820.337136926,8576535.556562131,8534709.678748962,8500337.108988663,8480652.056791905
BRA,M,d30,7945402.196737396,8153110.430579519,8333935.709566799,8479399.949439796,8582550.877558092,8645193.071515916,8671930.388311451,8665893.279587654,8635778.993530553,8592554.517090993
BRA,M,d35,6977031.36600969,7122105.313364085,7298856.65586912,7499952.606081224,7717360.990633688,7938381.39732532,8145065.622611949,8325003.8805478895,8468548.924303437,8568749.947795676
BRA,M,d40,6500763.342903067,6563381.460165565,6627745.21766916,6699508.203092467,6785251.609847967,6895254.374609782,7040340.680356064,7216992.480937455,7417192.404658444,7632452.556568058
BRA,M,d45,5845543.928026037,5964466.224586146,6069014.54363576,6161677.274296343,6244012.271397471,6317381.688760504,6383234.706775646,6450742.9705121815,6525191.789646017,6612527.8487124
BRA,M,d5,7994855.971022872,7966834.944852284,7976033.07415464,8007328.835922068,8050132.62562813,8094791.040644336,8128385.783434339,8145506.906569597,8142752.567340573,8117396.200903594
BRA,M,d50,4935679.967159146,5094493.68460157,5250340.85429384,5399951.322185244,5540642.357415631,5671019.125120611,5789300.29768325,5893664.570576053,5986507.814320102,6068620.866416109
BRA,M,d55,3960026.0918275528,4093214.53403781,4234975.155787579,4384199.476525901,4538581.82203867,4695405.121918379,4851152.561108403,5003932.951608542,5151140.081420851,5289543.610803433
BRA,M,d60,3085784.723692912,3245097.6222861414,3371440.897872424,3484494.2131923265,3590522.641917597,3733346.666290223,3858860.056143975,3992670.073885867,4135112.408466357,4283240.678100759
BRA,M,d65,6213334.318952959,6416969.252789886,6666773.685426939,6944621.192840115,7244145.150302078,7522047.507306566,7829786.842435975,8147280.061373405,8479893.261821862,8824996.464841496
BRB,F,d0,8464.882571624437,8326.233577686533,8162.38210993053,7977.91933785219,7788.762709688707,7611.506780782652,7456.621732706551,7327.122512092167,7221.3020329788915,7137.334110233593
BRB,F,d10,9386.20380192403,9527.536515325157,9647.928936888837,9705.337636806518,9682.802928016175,9586.705736641914,9437.832390002344,9274.556787885442,9119.700142849188,8974.315893573299
BRB,F,d15,9651.386476932976,9515.38966331904,9398.03562863953,9350.166026834058,9384.96209155719,9486.39790155146,9624.033109458169,9740.534624693755,9793.535613668026,9766.109701348088
BRB,F,d20,9361.780583493091,9555.012690262394,9754.133567700175,9881.54969585836,9897.351074677168,9810.777313173849,9664.522214323726,9537.235459345618,9480.753237971918,9508.560018515736
BRB,F,d25,9991.603787438153,9926.197821738806,9799.951936201542,9688.34382399169,9663.29514788626,9753.735380771775,9935.785875053158,10124.49883874607,10239.089463725526,10238.38723427703
BRB,F,d30,9872.58943343409,9924.27351132485,10045.068076202262,10184.599047618174,10286.693518782376,10305.406916876624,10222.591508087547,10078.25901135786,9949.99016747084,9911.384329986866
BRB,F,d35,10864.24614196876,10783.319653352028,10639.091009225443,10474.500411622745,10338.23635046391,10275.005591956711,10309.100320231117,10415.409768722122,10541.13130570814,10627.975622956455
BRB,F,d40,10695.94822334181,10663.406171272138,10688.06299178774,10749.93754087671,10804.564552470183,10804.656554920106,10723.57418781262,10579.781021739123,10415.67772827562,10279.710643008268
BRB,F,d45,11496.447416166602,11515.374682870097,11486.951752260416,11411.289571368336,11303.564520670858,11196.94820226481,11133.88195909982,11132.208382551147,11171.043900202085,11204.125777058514
BRB,F,d5,9409.51968835166,9271.599046497186,9118.79313024652,8973.668911631954,8837.362885303486,8698.979840553562,8545.501743422281,8367.06737024052,8168.403977535449,7965.898843190827
BRB,F,d50,10800.519361469394,11043.440734925049,11242.750581342376,11391.46021148268,11488.13994304028,11540.762264673607,11548.702427913911,11508.97034066402,11422.29891434364,11305.215717372914
BRB,F,d55,8871.433154305212,9355.835399528358,9783.25640784474,10146.592037565571,10455.07629107502,10724.14550664803,10957.022933499436,11146.625823125603,11285.864579149422,11373.97776169466
BRB,F,d60,7200.812272320349,7422.190579566993,7670.197882103827,7982.858619502586,8397.329073936655,8968.068454721948,9436.327645358708,9845.476623652616,10188.937427438355,10477.58607625982
BRB,F,d65,20143.529364241942,20602.365534847107,21123.280429976006,21682.7919375474,22223.907862248572,22663.40307613139,23237.03335338791,23892.660976040377,24641.233825344993,25472.30422221696
BRB,M,d0,8876.90064375225,8729.678131696499,8554.926939639694,8358.077997683458,8156.075188412774,7966.750676305579,7801.741393289344,7664.202846746506,7551.993980929925,7463.410415989391
BRB,M,d10,9724.880454847427,9914.093431504898,10077.666897419813,10169.75259111229,10170.812335774364,10086.415405489935,9939.063697854735,9771.922954366986,9610.58021057338,9457.183639001209
BRB,M,d15,9699.100482265614,9571.197404388538,9479.135711647925,9469.285274788364,9551.019587973798,9704.157625318578,9892.923125551515,10055.92757180259,10147.56945247037,10148.109364467966
BRB,M,d20,9317.998756401155,9504.540462514758,9684.12415722614,9787.093272172764,9782.940378730636,9691.526687769703,9563.4745971855,9470.631822696878,9458.997489233265,9538.100998111637
BRB,M,d25,9540.635631252417,9489.005592653391,9397.734001483705,9330.889325757718,9346.009910763443,9458.887836733204,9639.18703921722,9812.42442319528,9908.50862391504,9896.146082149897
BRB,M,d30,9393.708576896744,9410.297443181558,9486.082552666778,9582.632078231043,9656.2704434831,9670.363750615646,9611.61992029495,9512.034466411393,9435.97502434246,9441.15797934627
BRB,M,d35,10133.01888617688,10070.67598304568,9951.369612343236,9810.800949986957,9688.359001282532,9619.798592210242,9624.44584420482,9689.37858494185,9775.231016060545,9838.14738290172
BRB,M,d40,9916.56956845927,9895.355972045489,9917.493409104489,9968.802391200248,10015.295227285926,10019.389499756251,9957.48825665663,9839.413696205827,9700.221612576894,9578.836596121067
BRB,M,d45,10267.945257513018,10307.684400174636,10320.626997376525,10297.266556699244,10241.804352723566,10176.630754164831,10134.78188473509,10138.448006908297,10174.091298870042,10207.927249740953
BRB,M,d5,9956.16257860417,9817.315012720406,9658.044774755022,9503.760314050947,9356.594476567723,9205.66768937562,9037.669771325023,8842.428840203145,8625.54662217526,8404.60269645072
BRB,M,d50,9574.39949219405,9765.908558885629,9922.15962163472,10036.518153829647,10111.878227867775,10163.453449825409,10199.773440257844,10207.173416314088,10178.249864954088,10120.196642840723
BRB,M,d55,7964.147919914052,8369.910418765998,8720.737064526622,9012.728499581022,9256.308045253943,9465.85500140549,9646.58849211594,9791.340087176886,9894.016030967709,9958.046194175482
BRB,M,d60,6365.640888457048,6610.506216447405,6867.22656963064,7165.609023369935,7518.91367329851,7928.306403777438,8312.366278627402,8640.706746562697,8908.62027086508,9123.408402312198
BRB,M,d65,14531.810036237099,15058.137058071456,15647.414382682593,16275.778208008476,16913.880795138088,17527.067809769444,18169.45499936277,18865.305526035936,19609.81300809142,20352.641432772314
BRN,F,d0,15169.388466047494,15030.30554963225,14992.62425870556,15086.58276523038,15221.9820128509,15307.338723441786,15331.011849749986,15297.555814748936,15223.924968716205,15144.79779568161
BRN,F,d10,17518.167346146154,17394.10750401739,17297.173293291016,17212.670125530694,17036.58796951131,16707.04385603505,16337.626987559164,15943.27120656876,15497.422391445702,15144.325851499438
BRN,F,d15,17206.186298603297,17357.204494222697,17444.168033283295,17447.812579880123,17384.611379244194,17426.982904620134,17303.436185182527,17213.24176537718,17133.92674239524,16962.637377921135
BRN,F,d20,18586.586706649712,18593.441225302744,18486.01549939917,18373.062908648524,18364.569444603752,18246.51546401004,18353.55479726976,18403.000304511665,18362.736773352663,18253.13528463809
BRN,F,d25,18370.23790128132,18756.624475484117,19138.7628136391,19555.43825323377,19785.85496536889,19953.28939314317,19891.879796346257,19715.55676604083,19536.078274298077,19472.155624900395
BRN,F,d30,17594.61400489534,17866.345729669163,18174.38906823932,18385.950608336247,18670.403524801743,18929.80957932984,19299.82440267455,19666.064278954404,20063.6458399645,20268.42326688827
BRN,F,d35,16838.45257055641,16747.659503585135,16831.957014819665,16974.161326385325,17105.775735845575,17354.283457050555,17628.496259037725,17939.05068829859,18153.07333593603,18440.28294262543
BRN,F,d40,14641.255116496955,15065.381928455326,15401.11478056978,15587.385913130753,15739.04522382017,15821.293058329917,15775.271795823988,15890.795635945027,16062.715954082005,16223.98619082108
BRN,F,d45,11738.891321691524,11921.924345416688,12069.95555653118,12325.93315242762,12815.090124124325,13183.949931406842,13622.556928906915,13983.40290493055,14207.422848480404,14400.93282129082
BRN,F,d5,17156.47036831489,16760.585429745784,16338.079277561385,15863.313841873936,15483.27031288324,15206.741686065456,15063.43917507014,15024.00100172023,15116.09149365004,15249.186166545269
BRN,F,d50,9203.609341700345,9531.340234666295,9878.166879442264,10217.857436868073,10312.19824632706,10574.6811556867,10777.975485066863,10955.809788518049,11227.987980602227,11711.833901543345
BRN,F,d55,6458.785842049282,6908.264832519788,7197.434626844858,7541.2804091888065,7896.394107383944,8269.276785279497,8593.115177311112,8935.469348938599,9273.098165383995,9388.010968554494
BRN,F,d60,3964.144105725983,4358.141021510166,4661.781844676105,4981.927214892458,5386.303170854056,5730.933019329955,6148.691879703385,6428.135641821228,6755.530220350616,7095.555553295602
BRN,F,d65,6263.9311098700155,6437.7068796556905,6798.252047792091,7179.136690986608,7563.532474138277,8023.931695553807,8490.11458631586,9054.18112978007,9656.028751396794,10338.217737493716
BRN,M,d0,16269.988771062932,16135.390219908442,16131.74024360944,16259.238120769904,16395.459011242034,16507.91589633894,16550.4839747905,16526.02940808708,16453.14483529753,16371.955695151424
BRN,M,d10,18631.407076361924,18823.2727029031,18887.03688592528,18831.336014007968,18701.21864395233,18405.803070293165,18011.714303123073,17570.424846640766,17136.318601012288,16811.698568565964
BRN,M,d15,18083.421389150724,18332.00610379397,18581.22208344167,18853.75801757454,19095.61305320027,19320.16596784089,19488.04378505088,19524.938181908743,19440.260140649705,19282.350869827525
BRN,M,d20,20332.959325599517,20335.170722093728,20342.145307194824,20196.39623841393,20078.401017848,20185.341672848124,20360.76346508735,20541.17895448937,20749.853663331127,20926.87692420291
BRN,M,d25,20572.22911828223,21162.748875918005,21712.949494489563,22281.07789561944,22709.053336496792,22805.501212740448,22685.06296733701,22581.072367757577,22315.38847581249,22085.14526621116
BRN,M,d30,19058.45274308269,19695.11069253952,20314.234386309105,20922.01115045744,21557.920310445774,21992.456968900296,22550.744193644165,23062.04994143118,23593.57467124897,23974.287450716474
BRN,M,d35,17323.84975217561,17678.370543532135,18041.860402394726,18479.469275955274,18906.713480093964,19606.548112201763,20226.453784673824,20833.20338201381,21423.63903125672,22040.08790815337
BRN,M,d40,15233.12597287664,15576.3539230441,15940.5342218374,16259.230521285746,16613.237625900027,16887.690746563367,17248.1330161963,17613.88122122843,18050.105258042488,18477.430230229973
BRN,M,d45,13039.967941628282,13041.464220153071,13204.023139168612,13353.3091934376,13602.69299756425,13842.19808039577,14194.965064886168,14568.97083454691,14906.159619278662,15277.310498687117
BRN,M,d5,18043.65773860488,17674.637590982224,17257.93594481512,16846.43431067121,16540.368288916663,16288.41250552453,16147.22093887102,16141.873187800098,16268.714064542311,16402.451568139735
BRN,M,d50,10081.464205593344,10445.76661517242,10775.550599155236,11072.359817684865,11172.914737871197,11405.18603825902,11455.332607885972,11651.93169602211,11834.065417667582,12105.16372550248
BRN,M,d55,6753.897456146938,7192.384242089127,7412.120535732212,7798.570193371127,8183.553678703414,8618.95129128725,8976.83022952193,9306.27363051602,9612.40189324602,9744.291114821746
BRN,M,d60,3832.147274362764,4178.865924917726,4525.519891068871,4862.776949530561,5266.092875940979,5593.142978830615,5991.711263804619,6209.748516965584,6562.377829358559,6920.400554613226
BRN,M,d65,5076.2783688320815,5262.576414640043,5551.181892100994,5816.070769920323,6124.650355283213,6511.260055573734,6970.494656081953,7505.687455319536,8007.531236620003,8605.639452599089
BTN,F,d0,37839.07976269729,37846.70632470304,37512.72058251698,36949.02093592397,36303.63092975087,35627.801775747896,34869.73076713492,33976.59208724186,32984.84068286762,32016.51928502722
BTN,F,d10,38354.473371423504,37810.254016644525,37193.96022722036,36615.41248398234,36094.45131903463,35623.134057095835,35169.50210439946,34671.9094615442,34095.826565938725,33485.27908755585
BTN,F,d15,39578.74392536688,40024.625796519,40035.96901284179,39535.07196761279,38746.58851848824,37815.56464931416,36853.92658118237,35930.02483895939,35178.48517457045,34564.99928118638
BTN,F,d20,37974.93114112616,38753.7264495037,38967.44764044805,38886.88262741553,38734.3097074965,38622.40741060881,38447.37716091384,37907.473743539376,36975.40540998522,35903.862254439744
BTN,F,d25,31995.886764616047,33322.67433167899,34443.6173687442,35332.81349557356,35955.15510910001,36224.33633941684,36022.15087018026,35566.37659302774,35084.980941400856,34627.69579871747
BTN,F,d30,25512.74398156724,26648.156109269767,27691.895581832447,28553.20722901925,29352.18591471984,30103.404305683336,30782.359785811797,31392.918233143577,31952.11461557849,32355.974326403
BTN,F,d35,21005.785701943558,21830.57396627901,22518.705065853846,23205.556580225515,23969.92091379436,24833.933316480787,25745.365979574814,26599.791399346723,27297.803669478573,27941.934749001997
BTN,F,d40,16531.82758074595,16906.250107548243,17427.595502762008,18014.881891669396,18617.8814600931,19237.57817388173,19831.045372289256,20354.943557489605,20948.597079897423,21647.255829358302
BTN,F,d45,14431.953830031223,14786.312463921431,15097.323369249963,15395.281903779838,15683.234853696214,15954.829039724187,16272.186323601682,16734.151490032782,17261.728469012818,17809.66599722106
BTN,F,d5,35026.91318710189,34989.36397448753,34828.69320732053,34519.59832380374,34117.5853727994,33616.486688970035,32991.224119576844,32288.93160223194,31623.289081201077,31002.64146592089
BTN,F,d50,11976.986622707154,12298.761492086423,12613.468328838426,12930.074993250317,13255.010105986494,13579.0191196702,13893.16769349479,14178.737419227406,14465.822099020274,14749.099125863017
BTN,F,d55,9897.819007366028,10135.828988011912,10395.0453481987,10672.284806588948,10964.104453560743,11260.480489866502,11548.47597059831,11836.620358036696,12133.879929156856,12443.281905073782
BTN,F,d60,7823.534935929556,8128.306121067812,8425.982392321059,8728.312509349715,9033.60117762839,9356.600389613415,9577.148148406028,9819.904441390476,10082.728815414615,10361.1404443364
BTN,F,d65,17221.5718888266,17740.18158616346,18269.11777290416,18796.31116204554,19328.900116050587,19861.896350658244,20528.52118417552,21201.217269582026,21878.723367829913,22564.51444933818
BTN,M,d0,39183.208456384746,39230.63678172009,38913.53298234861,38349.168499174695,37698.79650079864,37017.44926580712,36248.710467691104,35335.97421155467,34318.589638899495,33325.940426041336
BTN,M,d10,38740.43878775968,38142.33269885974,37440.05184682817,36756.52996687023,36127.75663762907,35555.20021432458,35016.59397815683,34463.89490664911,33877.39506721925,33289.64940588837
BTN,M,d15,42937.78966829216,43508.308676647925,43412.9249338075,42623.28836247428,41505.19894347238,40254.08428044319,38961.50975750714,37685.77745163284,36605.85089169968,35718.03492571589
BTN,M,d20,45997.54352880274,47164.47016537635,47512.18342498082,47350.04516981176,46962.98247835583,46491.25754608004,45808.7575244713,44593.46336852575,42884.60897294843,41060.95749732117
BTN,M,d25,40214.82532910889,41837.38520806395,42969.93270901497,43639.59663675442,43975.068226184434,43953.508828715465,43415.0398554542,42559.84726000376,41667.964062148494,40775.61031830087
BTN,M,d30,31711.85359443608,33068.97900182423,34148.05479783553,34924.01143397541,35554.1247724429,36047.03119269152,36367.62273232007,36541.3151141136,36642.08313936533,36631.09857685866
BTN,M,d35,24670.008457749576,25747.266756153316,26726.66644133102,27643.909810246,28554.9009062642,29411.860724193077,30163.114918690004,30771.28705332801,31217.73743835305,31600.823966058357
BTN,M,d40,19611.11801003109,20085.532443670152,20608.44523018605,21121.405783819675,21605.89214988777,22183.67347235814,22866.521781035062,23542.132794112,24262.482155564903,25035.280481278765
BTN,M,d45,16634.071188512018,16958.647541059414,17259.44749349613,17595.208967200022,17972.861459797983,18341.230709356416,18691.28959377793,19107.940912096976,19536.885220639717,19956.73860207988
BTN,M,d5,35410.32449210505,35345.934807679565,35167.91856078603,34859.975081189696,34475.108942619496,34002.8176816488,33410.514460422724,32738.0722334282,32098.453708493937,31504.264176871668
BTN,M,d50,13626.450932559472,13973.44588285932,14308.22129413942,14627.102340341942,14931.244954056603,15212.536738937475,15475.152780858194,15736.55374506469,16051.247789302124,16415.54533731064
BTN,M,d55,11008.071255706947,11243.408659784787,11477.384586402904,11725.355042208244,11989.738731538624,12270.636716383957,12564.05521877376,12860.171527141316,13156.75604657342,13449.847157361124
BTN,M,d60,8555.288745202372,8833.496755677837,9116.459805682884,9408.264303771566,9690.767568224031,9957.78070366137,10158.6736792151,10364.926070551555,10592.421267601218,10841.380735233866
BTN,M,d65,18193.637519955962,18710.831151153678,19225.24126560457,19725.824665362365,20232.897445547354,20756.467744725367,21352.751458974846,21956.921116596655,22562.601411511685,23170.114952153985
