Country Code,sex,age,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
AGO,F,d45,395381.8557146581,407788.0705963649,418460.4193873289,428401.8237906761,438809.3106966896,450631.69355907687,464240.5701739327,480271.2015836571,499625.9450641972,523518.4971389104
AGO,F,d5,1706335.276035672,1801282.2336971485,1901879.7438105184,2003797.3503506489,2101178.2506939257,2187496.542514885,2263019.729556689,2328445.6693629497,2384898.1605936144,2434132.428752331
AGO,F,d50,295972.96543515177,314572.0271284662,334688.22866588,354928.7514644246,373624.5505522151,388886.7278923805,401306.4531130901,411718.1068304058,421202.1776591056,430971.1542126722
AGO,F,d55,224443.14211175757,231426.04405593209,239125.05798012143,248349.2709328317,260171.92565879796,275703.3146709916,293791.3208355152,313217.57938801363,332606.7355301485,350347.45386445394
AGO,F,d60,143217.3195953619,155742.50577186848,169457.17405583648,183975.3629853574,199355.2535601956,207513.9586958229,214354.9776686732,221775.44546801524,230561.7075617961,241682.02975883335
AGO,F,d65,259905.9226582931,269979.87450707675,279897.6069357594,289885.870704362,299749.65721932275,317202.1196576001,336669.1343389976,356779.8909990459,377381.78230136936,398222.5567469747
AGO,M,d0,2156357.983241041,2228042.0727380714,2293273.7408825783,2351756.9465281297,2403960.7387338607,2450635.0383321457,2491831.310395571,2527937.320956237,2561095.7458276185,2597553.729526403
AGO,M,d10,1285066.8075325622,1334400.5690467467,1386967.747279279,1445560.7608289628,1513348.003346735,1593522.8262840256,1683216.7721016791,1779021.9935420284,1876639.1064846888,1971017.6489411828
AGO,M,d15,1045086.7014650856,1087404.4348020733,1133383.7276409334,1181525.71184511,1230171.4453217296,1277512.9939543507,1325577.189586306,1377078.728203233,1435034.052733452,1502537.9035771897
AGO,M,d20,901413.284480428,928011.39872942,952982.4550266216,978835.5980170156,1008303.1017666832,1044499.3290685096,1086276.356897795,1131976.5687047136,1179867.6483870468,1228176.605730285
AGO,M,d25,739686.025215894,775331.6360168667,814987.773543116,855420.9850802145,893031.5405991048,923862.1564864503,949949.7882086176,974015.448981203,998978.73699986,1027739.8606019346
AGO,M,d30,642400.1653565221,654573.6428565851,665682.1581816059,678736.4992128722,697344.5957703276,725530.7251683727,760875.5222164936,800338.7717881632,840475.827372835,877691.4886192511
AGO,M,d35,537379.0757347198,563696.4825573999,590870.0237477621,616759.9141094493,638848.0324530369,654302.5345981355,665541.0643739462,675561.425441519,687668.5897090794,705563.0733422494
AGO,M,d40,437143.5909096721,449740.5400326137,463472.5590109555,479225.290534109,498138.2844510856,521507.5248080826,547629.8163742917,574481.1398715035,599891.9726693331,621425.0739509643
AGO,M,d45,361603.8129161804,374514.336335847,387094.1407804615,399443.6966916309,411674.3410471637,423564.7710672249,435742.29346808,449009.8304179338,464273.7840964375,482606.8022151144
AGO,M,d5,1683530.3167216242,1773170.5290589975,1868629.8470793788,1966178.4580696016,2060746.0468471097,2146831.0078461613,2224190.4998021964,2292868.192524176,2353591.859554249,2407581.3557293518
AGO,M,d50,275345.64778720617,287370.2185425789,300194.0601471216,313419.89221754484,326690.57768949226,339688.6508391127,352333.1514178612,364625.26425375696,376649.8874049493,388462.8047059454
AGO,M,d55,209995.4521986032,216462.4994412636,223205.12604606024,230624.51558636155,239255.170297308,249531.42856146424,260948.58526876863,273148.77478851407,285734.9351073212,298291.76583177975
AGO,M,d60,128592.16257059532,139311.05091886915,151049.52864548442,163534.26464572354,177139.14217403947,183484.51492530157,189622.00245176905,196013.92235889865,203013.2875733807,211013.47704270305
AGO,M,d65,210680.58371351095,216725.71053493884,222429.78282723943,227953.17797205044,232931.2406106264,245557.1192657969,259064.13887494776,273248.0247619351,287952.8632044743,302974.807662054
ALB,F,d0,82165.2212244323,80918.23459208653,80504.71411820233,80050.8738477024,79577.75281021638,79599.00552203353,79481.59607286273,78869.56733889364,78307.1557071692,77893.34637805876
ALB,F,d10,122851.45999465232,116442.62306524409,109742.79334519124,102860.62250859756,97088.61529851925,91987.01948028096,86785.22921370102,81795.25245943542,77509.39648161747,74240.42197785899
ALB,F,d15,140996.93218848924,136899.5164305099,132284.16026068476,127048.35254255692,120789.6824476145,114764.35175397986,109194.09434504205,103128.59706488044,97143.9451724801,92176.45206539842
ALB,F,d20,117438.46775501451,118866.04166487684,119660.29762074776,118680.6307706957,116738.6899600443,115760.40310937032,114091.73211405455,111183.15638109876,108028.95158482304,103896.64305754134
ALB,F,d25,95915.71310964218,95670.17668636606,95288.3411735251,95031.63268875178,95418.14599355376,97012.78853604352,98921.19849743304,100300.14216478152,101159.45119596434,101345.91278864948
ALB,F,d30,87812.59138097451,86741.38471615255,85888.22783411287,85516.45193375887,85879.32089732797,86471.56943585996,86619.81879195746,86536.87645528768,87032.52268214825,88257.34649158393
ALB,F,d35,93506.16096693296,90972.617981366,88856.89276523716,86154.09039608396,83207.40729558299,81438.55629447673,80686.53781539561,80077.51836864141,80206.23022360788,81102.87169845928
ALB,F,d40,101296.54169873636,99951.09442617912,98045.9268823532,95777.06771406996,93180.9910112917,90547.5725003855,88181.37688332511,86184.5491014713,83825.52758402303,81266.91835969903
ALB,F,d45,101609.03054052655,100468.51768787584,99470.9587728266,98557.22614527577,97696.04621965664,96871.3832486982,95750.1769964238,94061.0646417434,92147.97416137833,89933.85635401495
ALB,F,d5,94300.43440593225,88858.75095165777,83709.74374585897,79066.5412500102,75432.74977691092,73303.21464416174,72375.75244002494,72212.08497515773,72465.41264481528,72806.74564838586
ALB,F,d50,97175.28965997006,99456.43841507036,100777.59480211698,101077.63841116066,100636.46258933116,99779.97439340332,98702.17168964211,97741.37189367048,96960.11620022324,96254.36371030014
ALB,F,d55,79845.47871351583,82339.56886567772,85561.44973367914,89053.42917898725,92426.91898960948,95385.86123869024,97641.62131185966,98955.20136438194,99331.84588131624,98993.51173896538
ALB,F,d60,62571.94981999322,65479.60189090411,67800.14092570948,69978.58010350377,72515.05509393165,76085.14071777162,78570.16735170037,81745.6898244135,85209.65931179836,88574.126973874
ALB,F,d65,162802.30641673857,167116.0063070096,171884.40894921587,176905.29676563287,181917.03443471913,186415.9704472281,192571.25904449282,198590.25991615554,204732.6032308578,211202.4000552723
ALB,M,d0,90693.91046447174,89262.94290097401,88685.29342191905,88012.58245930645,87306.60079916881,87166.8465744012,86904.10447629428,86123.8327466099,85432.06722806301,84938.4618994365
ALB,M,d10,129609.9102828938,124182.0488684323,118271.1331111279,111832.40151105144,106294.1712953758,101265.06791701957,95894.07560530397,90569.266369485,85939.0848806986,82384.03378007415
ALB,M,d15,143760.98384036784,139934.6771151589,135744.17040258992,131016.3427373511,125405.49969748213,120539.96975153836,116203.8271598339,110902.23241195084,105374.77537938062,100716.68767510832
ALB,M,d20,130636.16001643502,132027.97475898472,131880.98094292567,129310.67627796905,126001.54016088844,124546.45378334168,122670.83448537736,119621.493882127,116816.86853396932,113210.05182130242
ALB,M,d25,98997.78175375912,101679.9740253225,104508.3711704493,106544.93876066092,107937.79546372104,110215.9460973105,112239.21885395193,112732.62598685797,112418.58726156656,111640.87657021574
ALB,M,d30,81465.48779686812,81722.93164806432,82024.50233242393,82701.35566187378,84718.68640587482,87629.92110373698,90352.37350008034,93137.74321961036,96088.7263767964,98731.8244837148
ALB,M,d35,84001.71908120788,81235.18030960632,79171.41404306499,77139.92261568387,75193.93808926808,74541.56702129557,75003.07733192419,75449.69776739128,76646.46373324339,79219.37737632872
ALB,M,d40,93698.47633095508,91440.4727489695,88932.32339837836,86114.37303540729,83001.32955881345,80003.29913381817,77469.80569564266,75571.2035138226,73944.53455614956,72452.62873978673
ALB,M,d45,99303.82562628046,96995.00992776944,94700.01386854,92474.22728685678,90449.96568630812,88622.60268523649,86662.11239998319,84428.76887401531,82041.10400414473,79383.23584337653
ALB,M,d5,104407.09226258528,98713.9715418273,93179.00367889272,88095.97524185135,84075.338826787,81699.36286388461,80608.77013019581,80309.21087103726,80434.00830912252,80630.9896824442
ALB,M,d50,97889.76060934411,99734.59830268464,100389.28026558888,99886.76547978904,98467.97341840208,96525.15107696876,94337.0671897316,92145.1762198783,90117.46489369786,88301.54803735163
ALB,M,d55,80549.37562700537,82646.3656231392,85404.9430014787,88452.64232081329,91497.4856349284,94169.41662082968,96037.95569991316,96752.8024741654,96407.32503218386,95176.95659885697
ALB,M,d60,63987.32388651143,66686.37228028057,68829.77007723425,70789.48311545374,72951.07724743048,76093.07501776442,78056.52769676878,80669.79636636437,83621.98318991013,86601.57680053296
ALB,M,d65,148722.01237988658,153033.44792399596,157597.902310782,162203.85370271743,166514.53713090374,169917.24135102294,174810.50305843266,179499.49274775293,184185.85098753189,189019.8942113187
AND,F,d0,1855.311831572284,1847.8332432245652,1838.7533657493373,1745.2882229058573,1675.5135837667158,1626.721067265763,1542.274034273834,1449.6869143318916,1380.4719239517965,1326.1302058171163
AND,F,d10,2033.043265659373,2060.5876707139605,2041.670613939024,2001.201603906561,1950.9036092415208,1933.118127301829,1908.5667285804543,1904.6491724169568,1978.1181049147192,2014.25227841972
AND,F,d15,1823.658280181645,1777.1451840156749,1741.731212151475,1775.7654855601052,1907.6580334290352,1962.4572774103497,2008.316893620854,2063.106836970693,2079.413217616124,2042.760538083608
AND,F,d20,2042.829764844724,1896.686288474828,1869.7976796349444,1838.482163325223,1792.3274619025144,1771.895717832513,1754.2850756935147,1804.1877960429224,1875.3120898336624,2036.8800167693505
AND,F,d25,3006.8479091023605,2704.698501778189,2380.62739639554,2219.58230601372,2151.0726524420315,2122.804005115398,2118.33384964257,2230.940812760317,2281.0267124836805,2292.768920846384
AND,F,d30,3762.429608834824,3460.1280713570213,3292.23880833936,3158.9769738140435,3045.687733569745,2972.3826890897635,2776.9100909911945,2671.202328366593,2660.044753234906,2684.6769254870305
AND,F,d35,4004.589226581875,3803.296104164702,3691.096437866596,3627.279603060486,3580.4948963776933,3512.3171976875087,3458.909623721896,3425.687943788402,3434.125775446431,3347.2301619653117
AND,F,d40,3770.79909601468,3574.715254382012,3566.9746307360065,3522.1377902112304,3608.332211156466,3723.2778070736113,3732.495282344965,3749.754693346316,3716.166210318175,3679.652442591933
AND,F,d45,3560.59086855552,3439.633377027727,3338.8290505090085,3360.012633785415,3424.436664225447,3415.197257066031,3448.0299184625733,3614.3209299424266,3688.993750940133,3821.079123252516
AND,F,d5,1998.801261008313,1938.642538407372,1870.3580974734016,1918.3546653735204,1959.964265240097,2030.455959876841,2039.0487470515395,2048.633261947424,1950.9746808705745,1866.787563248639
AND,F,d50,2948.048284476489,2777.851206864155,2860.914999679626,2982.302803121089,3111.705824248459,3158.1384350595163,3239.820095660715,3329.850776544101,3443.2100953834943,3558.904059134109
AND,F,d55,2316.0555760435195,2185.09243196346,2179.0903173960623,2303.466809766582,2392.777453123047,2531.7700504793024,2626.260048770192,2819.5803201295125,2997.6204750001166,3150.0818009712484
AND,F,d60,1913.2320537907688,1762.3285351867828,1730.3565308161242,1766.53405160946,1799.8610322548748,1906.166940057529,2008.6995177014896,2122.42336692068,2266.887992787369,2378.278059146652
AND,F,d65,5250.763318177713,5079.614118544037,5058.92340636746,5181.036555623985,5343.503729002952,5507.054424708535,5659.434468549882,5838.406980584172,6022.768546167885,6230.867762600317
AND,M,d0,1907.8893130964211,1876.109661060886,1846.8127006958675,1746.654600810329,1681.5489297105792,1631.054416392972,1523.2137702129432,1440.515779377626,1406.386870527313,1374.2877696981786
AND,M,d10,2216.8962088046865,2224.2189952825283,2164.5104526072864,2121.320729376685,2090.007637037653,2115.9242985577025,2137.229883877133,2156.29114602894,2219.059986377774,2225.379892762349
AND,M,d15,2086.4632902440144,2036.4208669696588,2034.8958065176837,2054.276063661342,2108.0660844649387,2173.1175020785986,2208.864797328404,2171.01024241194,2175.019315145061,2155.3716839082213
AND,M,d20,2129.8240664775003,1954.3286820975216,1951.235711073702,1951.677680979869,1965.5672589760627,2006.4198576927615,2029.331061709958,2123.9261608480942,2187.93310687124,2270.126362466064
AND,M,d25,2968.4660627676494,2605.682189477309,2389.267717895689,2179.3894733991083,2176.102781386507,2182.0258147419504,2180.8015724642505,2315.9319306230623,2414.850476447849,2445.4905237912903
AND,M,d30,3932.2429819959984,3499.310301627783,3292.9674588875023,3125.948280730529,2970.5597521197265,2899.4902603223263,2742.4741476104805,2725.49029509643,2688.0899152986744,2779.8215630696445
AND,M,d35,4299.5079542594285,3884.306519957049,3717.4579858627008,3651.930345702502,3632.577855840182,3547.531942336612,3483.8987462275413,3439.9285262882568,3428.4712677897587,3308.345729986731
AND,M,d40,4119.815020420097,3737.555101204277,3689.24585530819,3673.5629119930672,3800.6627447579817,3871.406660292797,3846.4461940768624,3878.862959799638,3906.137301364401,3931.41368946252
AND,M,d45,4007.891060002399,3643.525639599974,3596.306459924749,3607.5571807985752,3613.9974788769177,3660.977347236806,3696.5070621665136,3869.580483176816,3987.357378951785,4162.7040186373415
AND,M,d5,2187.840342586372,2139.35881530587,2085.894818955559,2120.1725053715927,2128.509574141112,2094.633814563868,2093.772787357374,2071.972397997879,1959.5614127941976,1887.223904426009
AND,M,d50,3432.7943435667703,3071.605384629012,3080.844910512464,3202.161943294033,3316.776810898489,3454.834692864163,3564.646177087604,3694.9230320614574,3803.801073206022,3868.5284417001103
AND,M,d55,2740.761265760127,2493.42210326945,2459.342167891003,2545.7167941329244,2688.1090671463785,2785.4333836065875,2893.624538552434,3079.0166303543283,3287.0370530530736,3441.7947844224104
AND,M,d60,2325.245371298626,2018.625135959584,1919.906807923895,1930.0321679370632,2024.9277934877732,2111.679162576169,2267.886679694656,2395.5547142029395,2529.2450087097336,2703.7081392110235
AND,M,d65,5104.618335076493,4777.978281399757,4679.9979436479325,4825.939770216892,4958.979341290533,5144.144142949488,5296.301710572901,5547.266490020752,5807.001244789775,6079.6650734096775
ARE,F,d0,203278.6760817282,214265.6455712859,220456.79690915672,220230.41428244155,214481.35725839448,206029.1872893451,196138.2008030798,185194.8735331413,173680.22689658077,162288.8716679462
ARE,F,d10,155227.7566112077,160100.2773322475,162994.23376426756,164504.81935667756,165206.47808977263,165408.04240462693,166730.36646067954,171263.24907037668,180247.21829394533,192542.4886350885
ARE,F,d15,120614.06105591844,124188.41575321944,131296.54761813738,140099.32855413415,148752.94407151465,155845.67028800125,160580.66433909757,163351.4353162727,164755.58715244266,165368.10793709152
ARE,F,d20,206659.91954729383,174961.46585262485,151781.57650990735,136211.30825558785,127510.6195841022,124931.61959165064,127591.26351501136,134067.07843500774,142387.959536128,150632.50050398507
ARE,F,d25,482457.3091949404,444664.9433026262,387735.53033625,324645.27375655336,266117.05223455466,218198.99406869317,182581.2292075189,156922.69552837897,139786.07445365193,130092.71227912944
ARE,F,d30,342923.8372965057,397569.06018741184,452287.5928019066,494163.5830274931,511617.8931573408,498502.815340899,455733.50543469726,394929.0698988045,329112.6899743974,268825.91817301814
ARE,F,d35,203586.08557274376,221320.66463416288,241970.31635895697,267710.95618069987,301581.3113310771,345917.27425540646,399911.910664106,453833.232545999,494817.6983608588,511470.23144533485
ARE,F,d40,132972.75791972803,145494.76030948665,158351.65189727282,171685.06907952763,185825.3634672016,201487.00436730505,219160.64634773103,239696.4485577936,265275.1987530441,298958.733644194
ARE,F,d45,79206.76210104329,86871.21162425907,95408.57579199136,105459.75149710578,117015.36902687256,129326.87150029576,141972.11483820216,154912.5858859208,168295.30019939068,182470.8664468902
ARE,F,d5,164858.45419592282,166311.88222976716,170936.4549126746,179986.59995594987,192340.6093123372,205179.3257369045,215821.3172763924,221689.64885103988,221167.93104459243,215166.88856577096
ARE,F,d50,47774.41124471333,51018.40106480149,55516.201106971006,61416.0171337732,68550.79595246386,76405.62811492801,84058.04352599905,92552.3823888874,102520.28790270344,113965.06640701932
ARE,F,d55,26725.32059394426,31514.44905871381,35928.02317022083,39499.04520293574,42296.5829109702,44892.65590182524,48242.92319599499,52746.94906294395,58561.273340582185,65557.01040085466
ARE,F,d60,12567.560499003846,13477.24515715976,15051.65298390312,17426.290621797758,20640.39388084425,24457.08980947331,29143.19990531509,33487.387623536786,37026.74482313758,39790.971210551135
ARE,F,d65,13521.790292992791,14202.95746714743,14981.47700835195,16018.539376240382,17612.314530792115,19803.183496935144,21911.001120957557,24699.210082109996,28375.662729531057,32962.88267362457
ARE,M,d0,214804.72999097992,226261.5850543529,232676.8728780827,232350.9075576492,226238.51546637772,217303.8774411532,206858.1903914917,195308.43303092077,183160.8264928163,171146.1494070231
ARE,M,d10,171723.24814520252,176575.03988153045,178415.30521097986,178417.01457599166,177739.92955169643,176956.7364559825,177755.06069034204,182175.89884939184,191374.73926830888,204079.88480062407
ARE,M,d15,178850.9647029207,153801.33723934842,149333.03737153974,155499.14898493714,164870.1232152597,172832.25526836023,177425.01055438057,179026.98063125144,178822.95841692315,177979.26925585038
ARE,M,d20,952166.8427782817,741938.8280449003,537490.5076580035,371786.79165213706,257929.55256672637,192082.02596127824,162051.41366534322,155213.43458897373,160104.9821534202,168593.16539801733
ARE,M,d25,1337545.2488779256,1454169.8044695477,1507029.7966097095,1460296.6662572492,1304663.0257993224,1069741.6243104888,813052.9122148774,577344.9659262483,393000.0660054865,269165.2140893001
ARE,M,d30,1242877.9502388202,1222262.3261074554,1201447.6479300992,1222948.4905386567,1310018.1485484422,1437551.4867701265,1536456.4018014227,1569750.3626514275,1503766.3043677493,1331681.2185895117
ARE,M,d35,876611.7143519123,997091.1065993104,1123082.204264254,1220623.1593772208,1264359.6843165427,1256323.8567743534,1230351.6088709694,1205918.906662733,1224845.7823249595,1309578.1799922197
ARE,M,d40,536166.2787492604,590348.832703294,642728.1577202568,698483.250096451,769958.9429858334,868389.7451786854,987264.3725855332,1111439.2452544686,1207322.9373838026,1249978.413096595
ARE,M,d45,278994.2190255498,318197.77231521,361611.7924343257,411514.7718094928,465343.5542621906,518127.47626225033,572216.1579708536,624575.659717559,680277.3454527159,751335.7150695511
ARE,M,d5,176092.3117364917,177101.53071850323,181672.56031416377,190980.7803874638,203779.2147842547,217107.3153657296,228142.805528476,234165.0297237553,233480.30200454703,227062.3722671686
ARE,M,d50,142834.00459514745,145874.78119988047,159490.23387795102,186088.47196590595,222434.51329165505,263242.1952510587,301956.83216468064,344802.42608086235,393954.22136455664,446914.3631268226
ARE,M,d55,84238.36983968451,102345.70153902996,116753.15156576745,124666.79788165457,127980.26209936122,129931.10019478473,134169.64910433174,148054.65038874323,173938.21693477398,208935.62536536533
ARE,M,d60,27991.18381341673,33084.24308613857,40362.199094885065,49785.58279482577,60997.60045448981,73852.76665936082,90803.04977862234,104517.44286294193,112347.8700243464,115949.753586324
ARE,M,d65,23583.49859008109,25602.223123758777,27953.375775392382,30942.563909770895,34927.63723179599,40447.09789600974,46662.20986463812,55067.679841900615,65913.39744135033,79209.13645465254
ARG,F,d0,1700569.0159804977,1725060.857082354,1746475.9414321294,1758915.010972957,1772966.6981037727,1782244.1136790602,1775747.0753437458,1758469.0625611115,1732777.2605135925,1700928.9574387986
ARG,F,d10,1770426.5090203383,1772490.179939369,1767804.416441526,1759018.2770550854,1748919.0579733348,1736840.6474921186,1721649.7811952508,1712010.3812812767,1711449.9167055397,1711296.9235504898
ARG,F,d15,1776525.116519391,1771852.0379479432,1769419.4628290045,1774313.9388222853,1783665.2424898644,1791993.7535243963,1794506.01790975,1790059.685828004,1780256.5334214838,1768759.662485455
ARG,F,d20,1710349.3691796707,1728972.7162988896,1745027.1048759534,1757582.6637663343,1770662.0969967437,1777560.15432133,1777682.1202276193,1779844.35163896,1785105.8709261194,1792324.0926670828
ARG,F,d25,1639481.9320489992,1659351.8064858988,1677673.927920572,1696374.6009113872,1716525.0788185429,1735752.6218440037,1756531.5444823082,1775589.0707039582,1789492.966332679,1802678.1284109757
ARG,F,d30,1568068.5222638338,1589513.3456563884,1612285.614077211,1630129.3540798984,1639548.288348571,1652906.545776585,1674041.5877670194,1693871.0028006302,1712964.8734522949,1732928.2695824886
ARG,F,d35,1412549.5408298385,1460034.8823979152,1502895.3747966555,1542478.3160681855,1577117.665705538,1602216.6204012628,1623299.7393196395,1645959.619393751,1662941.700619304,1670959.809657571
ARG,F,d40,1242460.0828114122,1276084.4508369814,1319711.0213399916,1356873.7137350277,1381508.2638903484,1417902.852307117,1465586.3578747124,1508677.7872880271,1548058.258041321,1582251.432673031
ARG,F,d45,1147059.9246543008,1153312.5732145116,1151120.256925509,1160960.7069504948,1194059.4848494623,1229560.690062977,1263395.8409092273,1307129.8386215046,1344262.104444456,1368913.8071071014
ARG,F,d5,1724558.425315979,1708879.7713261156,1698493.2154934776,1697846.8845413907,1698117.785176664,1707822.6399863637,1733841.689822327,1757189.9215464608,1770490.35281501,1784850.5499118858
ARG,F,d50,1074704.5986610013,1082633.11515644,1093179.0710053707,1106356.8784862438,1120346.5599656636,1132754.526153684,1139201.987878169,1137256.7654591592,1147036.3474430323,1179687.092210626
ARG,F,d55,982120.0167841852,1000463.6788755202,1018255.3900038386,1032867.9512095724,1043869.5087155084,1051987.117507185,1059911.7674872575,1070406.346425102,1083400.4630402448,1097062.064902395
