Country Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
UKR,2507857.25,2478182.25,2965044,3490555.5,4043566.75,4875920,5774449.5,7039307,7091753.5,7085837.5,6734055.445,6399948.972,6081801.163,5779659.226,5492682.829
URY,242504.0781,261827.5,269012.0313,277738.9688,282334.75,292663.1563,299146.9063,313841.2813,315459.2813,318946.0313,304650.3777,291161.3668,278428.8805,266339.7274,254913.2771
USA,61054648,61672612,62435580,63232880,64124200,65057788,65974044,66942704,68007384,69059088,65626401.18,62366575.92,59270281.97,56329438.95,53536264.92
UZB,482233.2813,526183.8125,572227.8125,627691,695659.625,756616.75,819613.125,899096.375,1008323.875,1162961.25,1772851.088,2405921.22,3050650.307,3711273.901,4384500.113
VCT,7672.583984,8543.199219,8494.566406,8537.058594,8011.6875,8561.6591796875,8303.445313,8906.080078,9096.089844,9191.970703,8734.673168,8300.28851,7887.696084,7495.87428,7123.758566
VNM,1161342,1220712.375,1270884.375,1321143.125,1392460.5,1479631.125,1559861.5,1693455.375,1833390.375,2009263.375,6914643.807,11702500.67,16667992.55,21665317.87,26766097.93
YEM,235899.5,218353.8594,166384.5,169212.8438,169380.0313,768517.3125,901722.25,537806.5,541075.125,548553.3125,521338.2589,495481.8319,470921.3833,447584.6842,425412.727
ZAF,2367531.25,2596087.25,2610133,2668322.75,2727571.5,2753442,2773613.5,2791243.75,2846327.75,2897706,2757121.604,2623779.54,2497190.863,2376963.753,2262796.688
ZMB,258780.9844,305255.5313,277846.3125,267679.9063,265958.9063,263845.9375,280310.75,275619.0313,289038.2188,303724.1875,288675.7331,274388.2905,260822.9019,247944.0958,235712.9701
ZWE,70862.25,70500.79688,54658.97656,59488.94141,57715.58203,61790.62891,64844.19141,67627.5625,68826.77344,69588.24219,66108.90808,62803.54767,59663.46029,56680.38228,53846.46016
