Country Name,Country Code,Indicator Name,Indicator Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Iraq,IRQ,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,2.55694E+11,2.7499E+11,3.13313E+11,3.37215E+11,3.37879E+11,3.53837E+11,4.02621E+11,3.95295E+11,4.05706E+11,4.29875E+11,3.62501E+11
Iceland,ISL,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,15093469851,15372061971,15535564850,16242815275,16516866493,17249664317,18337029182,19106258173,20040970854,20528933022,19193749232
Israel,ISR,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,2.58167E+11,2.72477E+11,2.80169E+11,2.93553E+11,3.05661E+11,3.12629E+11,3.26581E+11,3.40876E+11,3.54454E+11,3.6783E+11,3.59909E+11
Italy,ITA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,2.52903E+12,2.54692E+12,2.471E+12,2.42551E+12,2.4254E+12,2.44427E+12,2.47589E+12,2.51718E+12,2.54049E+12,2.55091E+12,2.3229E+12
Jamaica,JAM,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,26518866158,26977742325,26812197175,26951000170,27136914194,27386977365,27763609394,28040446747,28570389790,28825320994,25942788894
Jordan,JOR,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,82167986812,84417072420,86467865323,88724631105,91727141915,94017136424,95892008153,97893384209,99786732029,1.01738E+11,1.0016E+11
Japan,JPN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,4.87562E+12,4.87678E+12,4.94382E+12,5.04295E+12,5.05789E+12,5.13682E+12,5.17555E+12,5.26225E+12,5.29166E+12,5.30597E+12,5.06266E+12
Kazakhstan,KAZ,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,3.38699E+11,3.63763E+11,3.81224E+11,4.04097E+11,4.21069E+11,4.26122E+11,4.30809E+11,4.48473E+11,4.6686E+11,4.87869E+11,4.75672E+11
Kenya,KEN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,1.55136E+11,1.6308E+11,1.70531E+11,1.77008E+11,1.85894E+11,1.95128E+11,2.0335E+11,2.11109E+11,2.22992E+11,2.341E+11,2.3336E+11
Kyrgyz Republic,KGZ,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,22560174508,23903920387,23882849033,26489774124,27555732866,28623744973,29864829313,31280403475,32455892925,33949067065,31023828376
Cambodia,KHM,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,38881963567,41630751178,44675351848,47961967888,51387685546,54967247822,58778299696,62890960722,67588392994,72356150510,70078676204
Kiribati,KIR,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,197946114.1,201102012.2,210581248,219456934,217925700.1,240600572.3,252961954.2,255212702.3,264849417.2,275248585.1,269887963
St. Kitts and Nevis,KNA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,1089216211,1109131824,1084420231,1142802062,1214624935,1227180564,1391559699,1404083724,1441993977,1511209681,1293595539
"Korea, Rep.",KOR,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,1.70439E+12,1.76721E+12,1.80966E+12,1.86693E+12,1.92672E+12,1.98085E+12,2.03922E+12,2.10365E+12,2.16481E+12,2.21339E+12,2.19453E+12
Kuwait,KWT,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,1.75954E+11,1.92895E+11,2.05676E+11,2.0804E+11,2.09082E+11,2.10322E+11,2.16476E+11,2.06275E+11,2.08846E+11,2.09739E+11,1.91522E+11
Latin America & Caribbean (excluding high income),LAC,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,7.71586E+12,8.07183E+12,8.27824E+12,8.52282E+12,8.65769E+12,8.71509E+12,8.71693E+12,8.89958E+12,9.05375E+12,9.1305E+12,8.50885E+12
Lao PDR,LAO,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,30309558822,32746038985,35374268307,38213513284,41122311945,44111931100,47209839790,50463792572,53616750150,56543010339,56827439678
Lebanon,LBN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,96581848643,97419541531,99894525694,1.03702E+11,1.06246E+11,1.06864E+11,1.08555E+11,1.09404E+11,1.07541E+11,99844372328,78413510391
Liberia,LBR,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,5703014429,6170705288,6663980095,7242899226,7293700422,7292346348,7178953380,7355207879,7440349936,7256774358,7040310854
Libya,LBY,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,1.39695E+11,52977949150,1.18215E+11,1.02138E+11,77624540052,70745422758,68767756473,87115614621,1.00299E+11,1.02842E+11,70652572981
St. Lucia,LCA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,2461241233,2596201214,2591012661,2508764135,2552884915,2518153307,2609973113,2701367916,2780421310,2778643407,2212532552
Latin America & Caribbean,LCN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,8.76284E+12,9.16346E+12,9.40554E+12,9.68343E+12,9.8342E+12,9.90547E+12,9.91348E+12,1.01077E+13,1.02835E+13,1.03708E+13,9.67088E+12
Least developed countries: UN classification,LDC,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,1.99016E+12,2.08717E+12,2.17351E+12,2.29652E+12,2.43678E+12,2.55266E+12,2.68268E+12,2.82276E+12,2.96312E+12,3.12189E+12,3.15444E+12
Low income,LIC,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,9.027E+11,9.34756E+11,9.41275E+11,9.91501E+11,1.05268E+12,1.10313E+12,1.15668E+12,1.20754E+12,1.25386E+12,1.30996E+12,1.3226E+12
Liechtenstein,LIE,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,
Sri Lanka,LKA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,1.84926E+11,2.00469E+11,2.18801E+11,2.26231E+11,2.37453E+11,2.49344E+11,2.60531E+11,2.69854E+11,2.78683E+11,2.84968E+11,2.74797E+11
Lower middle income,LMC,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,1.50893E+13,1.58239E+13,1.65013E+13,1.73393E+13,1.8271E+13,1.92056E+13,2.03969E+13,2.14937E+13,2.2544E+13,2.33764E+13,2.25316E+13
Low & middle income,LMY,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,4.47099E+13,4.73365E+13,4.97506E+13,5.23349E+13,5.47994E+13,5.71445E+13,5.98214E+13,6.28641E+13,6.58342E+13,6.83327E+13,6.6962E+13
Lesotho,LSO,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,4683042387,4899129775,5209480911,5302862495,5393570291,5562257316,5761851388,5580816901,5512555847,5491529196,4963571547
Late-demographic dividend,LTE,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,2.57235E+13,2.74636E+13,2.90136E+13,3.05526E+13,3.20141E+13,3.33396E+13,3.47118E+13,3.64588E+13,3.83443E+13,4.007E+13,3.99279E+13
Lithuania,LTU,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,74157480683,78635856993,81658512980,84557449673,87548255022,89320742946,91570579073,95492177900,99305476903,1.03847E+11,1.0371E+11
Luxembourg,LUX,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,57967027794,58572376708,59538763541,61427208386,63038496899,64469334921,67678741186,68570197216,69944602560,72241448144,70958266480
Latvia,LVA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,44418410721,45557486647,48763511485,49744021263,50689205542,52658495004,53905242557,55691171159,57912959510,59351706426,57204025762
"Macao SAR, China",MAC,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,63555423537,77293937524,84437715980,93517140608,91601619302,71894070155,71405950686,78534544016,83611498767,81511194604,37485855489
St. Martin (French part),MAF,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,
Morocco,MAR,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,2.06169E+11,2.16984E+11,2.23516E+11,2.33653E+11,2.3989E+11,2.50773E+11,2.5343E+11,2.64213E+11,2.72532E+11,2.79639E+11,2.62041E+11
Monaco,MCO,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,
Moldova,MDA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,24466202131,25889686484,25737006168,28064626385,29467752650,29368082301,30662887782,32101220496,33482047350,34715326509,32295999034
Madagascar,MDG,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,32857063758,33375688541,34380679957,35171564948,36346014939,37484480464,38981290521,40514544581,41808723576,43653003423,40535912001
Maldives,MDV,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,5963286975,6474145880,6637124989,7120378969,7642276132,7862721296,8361084210,8963910867,9692060901,10359232217,6888899566
Middle East & North Africa,MEA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,5.72477E+12,5.9401E+12,6.15613E+12,6.31758E+12,6.50587E+12,6.69732E+12,7.03087E+12,7.15994E+12,7.25752E+12,7.32555E+12,7.06615E+12
Mexico,MEX,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,2.02972E+12,2.10406E+12,2.1807E+12,2.21023E+12,2.27322E+12,2.34808E+12,2.40984E+12,2.46077E+12,2.51478E+12,2.51034E+12,2.30175E+12
Marshall Islands,MHL,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,202627645.6,201386938.2,196764684.2,204670649.3,202725593.2,205997425,208702703,215486698.7,223189811.6,238020024.1,232765481.1
Middle income,MIC,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,4.385E+13,4.64435E+13,4.88459E+13,5.13821E+13,5.37896E+13,5.6087E+13,5.87128E+13,6.17058E+13,6.46302E+13,6.70758E+13,6.56978E+13
North Macedonia,MKD,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,27773341376,28423205915,28293544018,29121203083,30178047511,31341672325,32234347464,32583049847,33521636109,34832472717,33018242862
Mali,MLI,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,31347227357,32354455708,32083734773,32820078395,35145277199,37314373426,39498122203,41593677731,43567915125,45640075229,45076214716
Malta,MLT,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,13624033544,13687664709,14251282678,15031306070,16178726548,17733200082,18458650655,19957387004,20991024940,22153836692,20602817870
Myanmar,MMR,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,1.39791E+11,1.50303E+11,1.60051E+11,1.72693E+11,1.86853E+11,1.92977E+11,2.13255E+11,2.25517E+11,2.39961E+11,2.5616E+11,2.6429E+11
Middle East & North Africa (excluding high income),MNA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,3.26888E+12,3.26891E+12,3.3467E+12,3.40521E+12,3.48599E+12,3.55725E+12,3.8114E+12,3.93386E+12,3.96158E+12,3.98519E+12,3.87845E+12
Montenegro,MNE,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,10384301632,10719553724,10427575508,10797648069,10990245564,11362856805,11697979305,12249710437,12871737112,13394708711,11344394879
Mongolia,MNG,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,20319791474,23833241423,26769453830,29887805071,32244525893,33011892666,33503698721,35392260804,38133349152,40269672500,38434280707
Northern Mariana Islands,MNP,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,
Mozambique,MOZ,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,24171834501,25964752362,27849388139,29788710119,31992631649,34143585464,35449309349,36775580596,38042063130,38922587010,38442318986
Mauritania,MRT,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,16323653842,17004804540,17764921545,18502310251,19293251315,20330521956,20586871383,21877780560,22868132165,24185320705,23758855674
Mauritius,MUS,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,21003990669,21860436386,22624703116,23384985019,24260653504,25122651919,26086842380,27081834229,28100023783,28946502128,24635011075
Malawi,MWI,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,19985729051,20955847354,21351032620,22461286315,23741579636,24406343866,25012607363,26013119290,27155534406,28635017163,28864096822
Malaysia,MYS,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,5.79291E+11,6.09958E+11,6.43343E+11,6.7354E+11,7.13998E+11,7.50351E+11,7.8374E+11,8.29297E+11,8.6946E+11,9.0806E+11,8.56782E+11
North America,NAC,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,1.83327E+13,1.8641E+13,1.90523E+13,1.94109E+13,1.99065E+13,2.04779E+13,2.08162E+13,2.1314E+13,2.19486E+13,2.24177E+13,2.16205E+13
Namibia,NAM,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,19135918470,20110192785,21128106808,22314390766,23673899299,24683395685,24691737303,24438091227,24697121180,24477786254,22397137941
New Caledonia,NCL,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,
Niger,NER,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,17059375990,17461594611,19303608548,20329620560,21679941739,22632265447,23931559623,25128463061,26940427031,28541064717,29562836662
Nigeria,NGA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,7.81791E+11,8.23288E+11,8.58113E+11,9.15361E+11,9.73118E+11,9.98931E+11,9.8278E+11,9.907E+11,1.00975E+12,1.03205E+12,1.01353E+12
Nicaragua,NIC,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,26859304168,28555928415,30410928972,31909222416,33436348999,35038647693,36637445219,38334687319,37045228177,35683892141,34978304053
Netherlands,NLD,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,8.64549E+11,8.77959E+11,8.68913E+11,8.67782E+11,8.80134E+11,8.97377E+11,9.17045E+11,9.4374E+11,9.66021E+11,9.84912E+11,9.47499E+11
Norway,NOR,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,2.99973E+11,3.02917E+11,3.11105E+11,3.14322E+11,3.20513E+11,3.26817E+11,3.3032E+11,3.37994E+11,3.41775E+11,3.44324E+11,3.41855E+11
Nepal,NPL,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,73027906752,75526796289,78879048236,81659655507,86568611687,90010625804,90400474173,98515977279,1.06025E+11,1.13083E+11,1.10722E+11
Nauru,NRU,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,66946695.23,73641364.76,82009701.66,107114712.4,135567057.8,140588060,145609062.1,137240725.2,145609062.1,145609062.1,147282729.5
New Zealand,NZL,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,1.63835E+11,1.67532E+11,1.71286E+11,1.75904E+11,1.82612E+11,1.89382E+11,1.96446E+11,2.03545E+11,2.1007E+11,2.13502E+11,2.17479E+11
OECD members,OED,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,5.07715E+13,5.18373E+13,5.25329E+13,5.33657E+13,5.45458E+13,5.60022E+13,5.70729E+13,5.85783E+13,5.99789E+13,6.10103E+13,5.82423E+13
Oman,OMN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,1.1764E+11,1.21045E+11,1.31773E+11,1.38662E+11,1.40454E+11,1.475E+11,1.54944E+11,1.55415E+11,1.57415E+11,1.55638E+11,1.50656E+11
Other small states,OSS,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,5.34771E+11,5.73024E+11,5.94359E+11,6.15984E+11,6.38731E+11,6.55563E+11,6.73533E+11,6.82485E+11,6.96804E+11,7.11735E+11,6.7386E+11
Pakistan,PAK,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,7.00989E+11,7.20256E+11,7.45515E+11,7.78291E+11,8.14674E+11,8.53218E+11,9.00373E+11,9.50382E+11,1.00585E+12,1.01736E+12,1.00785E+12
Panama,PAN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,77747171192,86543195562,95006105380,1.01565E+11,1.06711E+11,1.12828E+11,1.18417E+11,1.25038E+11,1.29646E+11,1.33509E+11,1.09551E+11
Peru,PER,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,2.92206E+11,3.10695E+11,3.2977E+11,3.4907E+11,3.57386E+11,3.69009E+11,3.83597E+11,3.93259E+11,4.08868E+11,4.17879E+11,3.71291E+11
Philippines,PHL,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,5.5613E+11,5.77587E+11,6.17423E+11,6.59103E+11,7.00942E+11,7.4544E+11,7.98735E+11,8.54095E+11,9.08258E+11,9.6383E+11,8.71562E+11
Palau,PLW,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,273396610.9,291669573.3,296548046.2,286503025.6,304535088.8,327494201.7,327221190.3,316475938.6,316136614.9,310141895.5,279942082.9
Papua New Guinea,PNG,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,24904312133,25180138255,26352807408,27360788148,31066470535,33110133663,34927738672,36162298301,36061314257,37677016418,36358320844
Poland,POL,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,9.1288E+11,9.56312E+11,9.68982E+11,9.7989E+11,1.013E+12,1.05591E+12,1.08908E+12,1.14169E+12,1.20282E+12,1.25989E+12,1.22788E+12
Pre-demographic dividend,PRE,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,2.43141E+12,2.53244E+12,2.64901E+12,2.79817E+12,2.94067E+12,3.03792E+12,3.12011E+12,3.1769E+12,3.26159E+12,3.36953E+12,3.27074E+12
Puerto Rico,PRI,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,1.22664E+11,1.22224E+11,1.2226E+11,1.21885E+11,1.20434E+11,1.1917E+11,1.17665E+11,1.14269E+11,1.0953E+11,1.11156E+11,1.06818E+11
"Korea, Dem. People's Rep.",PRK,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,
Portugal,PRT,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,3.36205E+11,3.30502E+11,3.17093E+11,3.14167E+11,3.16656E+11,3.22331E+11,3.2884E+11,3.4037E+11,3.50069E+11,3.5946E+11,3.29113E+11
Paraguay,PRY,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,65077198480,67866648778,67386123645,72974506423,76843059120,79115424976,82492091752,86460026414,89230422105,88871845103,88369101121
West Bank and Gaza,PSE,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,20487168884,22454102733,23823007353,24942347997,24902972348,25829686576,28119389833,28518507331,28868451483,29261838253,25909177324
Pacific island small states,PSS,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,13893714946,14379583568,14510975949,15054185634,15695352438,16318473902,16869986978,17643085906,18198312130,18288379210,16160441026
Post-demographic dividend,PST,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,4.66042E+13,4.74031E+13,4.79075E+13,4.85341E+13,4.9424E+13,5.04852E+13,5.13847E+13,5.26306E+13,5.38245E+13,5.47422E+13,5.2099E+13
French Polynesia,PYF,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,
Qatar,QAT,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,1.78037E+11,2.0185E+11,2.11398E+11,2.23143E+11,2.35046E+11,2.46219E+11,2.53763E+11,2.49963E+11,2.5305E+11,2.54791E+11,2.45727E+11
Romania,ROU,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,4.11075E+11,4.18911E+11,4.27459E+11,4.43578E+11,4.59586E+11,4.73161E+11,4.95413E+11,5.31675E+11,5.55465E+11,5.78729E+11,5.55983E+11
Russian Federation,RUS,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,3.42285E+12,3.57003E+12,3.71369E+12,3.77888E+12,3.80671E+12,3.73161E+12,3.73884E+12,3.8071E+12,3.91398E+12,3.99355E+12,3.87569E+12
Rwanda,RWA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,15130938961,16335120522,17746719989,18584339297,19730466482,21477963189,22760357451,23665375199,25695728207,28126719464,27182935233
South Asia,SAS,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,6.68032E+12,7.02031E+12,7.40475E+12,7.85148E+12,8.3951E+12,9.01631E+12,9.70996E+12,1.03521E+13,1.10187E+13,1.14625E+13,1.07961E+13
Saudi Arabia,SAU,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,1.20755E+12,1.32827E+12,1.40015E+12,1.43794E+12,1.49046E+12,1.55167E+12,1.57759E+12,1.56589E+12,1.60401E+12,1.60932E+12,1.54324E+12
Sudan,SDN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,2.06204E+11,1.99577E+11,1.6564E+11,1.68878E+11,1.7675E+11,1.80127E+11,1.86373E+11,1.87695E+11,1.82663E+11,1.78684E+11,1.72198E+11
Senegal,SEN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,35462162599,35935260147,37373747012,38275345782,40657631795,43246320959,45995086774,49402166473,52469666065,54779594231,55601158551
Singapore,SGP,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,3.97478E+11,4.22669E+11,4.41527E+11,4.62885E+11,4.81114E+11,4.95492E+11,5.11987E+11,5.35131E+11,5.53847E+11,5.61297E+11,5.31038E+11
Solomon Islands,SLB,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,1287908167,1381565453,1407268996,1482291213,1497873986,1519079410,1608399223,1694345445,1761174658,1782380081,1705430099
Sierra Leone,SLE,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,9021509368,9591221748,11047338886,13335880011,13943565706,11071362577,11741786062,12234073368,12657935335,13323013789,13060690599
El Salvador,SLV,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,45320387551,47050292303,48374994140,49454793117,50300821180,51507524366,52818867866,54005533545,55319103433,56637126101,51776917513
San Marino,SMR,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,2249101945,2062094211,1916829275,1901801868,1888444172,1931717976,1977005285,1982111207,2012730090,2060526423,
Somalia,SOM,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,11460806796,12321181028,14156458080,15345507945,15743349480,16952262363,18322249278,18769350816
Serbia,SRB,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,1.05806E+11,1.0796E+11,1.07225E+11,1.10326E+11,1.08572E+11,1.10533E+11,1.14224E+11,1.16624E+11,1.21866E+11,1.27145E+11,1.25944E+11
Sub-Saharan Africa (excluding high income),SSA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,3.17711E+12,3.31829E+12,3.44014E+12,3.61156E+12,3.78814E+12,3.9022E+12,3.96613E+12,4.07351E+12,4.1906E+12,4.30328E+12,4.22196E+12
South Sudan,SSD,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,
Sub-Saharan Africa,SSF,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,3.17898E+12,3.32031E+12,3.44219E+12,3.61374E+12,3.79041E+12,3.90459E+12,3.96863E+12,4.07612E+12,4.19326E+12,4.30597E+12,4.22436E+12
Small states,SST,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,6.59293E+11,6.99547E+11,7.22474E+11,7.4575E+11,7.69862E+11,7.88346E+11,8.05393E+11,8.15249E+11,8.3241E+11,8.48265E+11,8.00264E+11
Sao Tome and Principe,STP,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,605593613.6,632228844.1,652093325.6,683490267.1,728258435,756743083.8,788259685,818599649.9,842709610.8,861340705.4,887953769.3
Suriname,SUR,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,9968929097,10552048412,10835935420,11153801263,11182299563,10800860589,10269913345,10430862510,10947009830,11067259206,9306685013
Slovak Republic,SVK,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,1.37636E+11,1.41266E+11,1.43185E+11,1.44123E+11,1.48049E+11,1.55771E+11,1.5878E+11,1.63512E+11,1.69716E+11,1.74138E+11,1.66548E+11
Slovenia,SVN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,68321500047,68909972074,67091135564,66400578064,68238651529,69746781415,71972995814,75438769515,78775065367,81335673552,77895775315
Sweden,SWE,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,4.48194E+11,4.62515E+11,4.59794E+11,4.65255E+11,4.77621E+11,4.99062E+11,5.09396E+11,5.22477E+11,5.32665E+11,5.43245E+11,5.27229E+11
Eswatini,SWZ,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,7942891848,8121386878,8559668135,8890175222,8972252035,9172107215,9269570962,9457426062,9681719373,9934706117,9750861926
Sint Maarten (Dutch part),SXM,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,1482930710,1551145567,1572714970,1593266075,1618445807,1624919590,1633044188,1538327625,1436798002,,
Seychelles,SYC,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,1881646399,2030057111,2055652657,2179363413,2277539054,2389989940,2499036177,2617449530,2663809364,2695535486,2405201475
Syrian Arab Republic,SYR,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,
Turks and Caicos Islands,TCA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,792935223.9,785225519.8,793634346.7,862770182.3,960391156.5,1030030908,1004380846,1060736199,1117215706,817993215.4
Chad,TCD,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,20709361994,20726523800,22567573044,23853925015,25499842274,26205595208,24566297102,23832085167,24397867877,25190111031,24951483879
East Asia & Pacific (IDA & IBRD countries),TEA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,1.67109E+13,1.80781E+13,1.94189E+13,2.07856E+13,2.21805E+13,2.36157E+13,2.5132E+13,2.67793E+13,2.84896E+13,3.01074E+13,3.03713E+13
Europe & Central Asia (IDA & IBRD countries),TEC,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,8.16907E+12,8.62739E+12,8.91349E+12,9.21322E+12,9.37216E+12,9.45463E+12,9.6311E+12,1.00187E+13,1.03655E+13,1.06397E+13,1.04335E+13
Togo,TGO,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,10438722925,11106613196,11833375211,12556671702,13300100572,14063907851,14845731642,15491186678,16262061139,17149956903,17450565630
