"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"PA.NUS.PPP","PPP转换因子，GDP（每一国际元的本币单位）","购买力平价转换因子是在国内市场购买与在美国使用一美元购买同样数量的货物和服务所需要的一个国家的货币单位的数量。这个转换因子是适用于GDP的。","世界银行，国际比较项目数据库。",
